"","player","height","weight","forty","vertical","broad_jump","three_cone","shuttle","G","Rec","RecYds","RecAvg","RecTD","RushAtt","RushYds","RushAvg","RushTD","Plays","TotYds","TotAvg","TotTD","ConfIndicator"
"393","josh malone",75,208,4.4,30.5,121,7.05,4.19,13,50,972,19.4,11,0,0,0,0,50,972,19.4,11,"1"
"394","isaiah mckenzie",67,173,4.42,36,123,6.64,4.15,13,44,633,14.4,7,19,134,7.1,2,63,767,12.2,9,"1"
"395","zach pascal",74,219,4.55,36,126,7.11,4.29,13,65,946,14.6,9,23,145,6.3,0,88,1091,12.4,9,"0"
"396","josh reynolds",75,194,4.52,37,124,6.83,4.13,13,61,1039,17,12,0,0,0,0,61,1039,17,12,"1"
"397","travis rudolph",72,189,4.65,31.5,114,6.93,4.46,13,56,840,15,7,0,0,0,0,56,840,15,7,"1"
"398","curtis samuel",71,196,4.31,37,119,7.09,4.33,13,74,865,11.7,7,97,771,7.9,8,171,1636,9.6,15,"1"
"399","ricky seals-jones",77,243,4.69,28,121,7.46,4.33,9,26,333,12.8,1,0,0,0,0,26,333,12.8,1,"1"
"400","juju smith-schuster",73,215,4.54,32.5,120,6.98437536406971,4.2364487873233,13,70,914,13.1,10,5,27,5.4,0,75,941,12.5,10,"1"
"401","ardarius stewart",71,204,4.49,34,124,6.95970375463038,4.22905066198341,12,54,864,16,8,8,68,8.5,0,62,932,15,8,"1"
"402","ryan switzer",68,181,4.51,32,116,6.77,4,13,96,1112,11.6,6,3,14,4.7,0,99,1126,11.4,6,"1"
"403","trent taylor",68,181,4.63,33,117,6.74,4.01,14,136,1803,13.3,12,0,0,0,0,136,1803,13.3,12,"0"
"404","dede westbrook",72,178,4.46651059647567,35.9524070986417,121.942142634198,6.90138904141017,4.19027487413652,13,80,1524,19.1,17,10,101,10.1,0,90,1625,18.1,17,"1"
"405","jesus wilson",69,189,4.57,35.1984134497437,119,6.92606065084949,4.57,7,30,390,13,1,1,6,6,0,31,396,12.8,1,"1"
"406","marcell ateman",76,216,4.62,34,121,7.07,4.25,13,59,1156,19.6,8,0,0,0,0,59,1156,19.6,8,"1"
"407","braxton berrios",69,184,4.47065393469878,35.3652950345608,120.169406418759,6.91484628292253,4.20826065667616,13,55,679,12.3,9,0,0,0,0,55,679,12.3,9,"1"
"408","deontay burnett",72,186,4.47877974987035,35.0923103818632,120.501983653659,6.91933203009331,4.20965185820488,14,86,1114,13,9,2,-2,-1,0,88,1112,12.6,9,"1"
"409","deon cain",74,202,4.43,33.5,115,6.71,4.37,14,58,734,12.7,6,0,0,0,0,58,734,12.7,6,"1"
"410","antonio callaway",71,200,4.41,34,121,6.95073226028881,4.23107028849046,12,54,721,13.4,3,5,32,6.4,1,59,753,12.8,4,"1"
"411","d j  chark",75,199,4.34,40,129,6.94848938670342,4.23034860434495,13,40,874,21.9,3,12,63,5.3,1,52,937,18,4,"1"
"412","keke coutee",70,181,4.43,34.5,113,6.93,4.15,13,93,1429,15.4,10,5,15,3,0,98,1444,14.7,10,"1"
"413","robert foster",74,196,4.41,31,116,6.9,4.2,10,14,174,12.4,1,1,12,12,0,15,186,12.4,1,"1"
"414","michael gallup",73,205,4.51,36,122,6.95,4.37,13,100,1418,14.2,7,0,0,0,0,100,1418,14.2,7,"0"
"415","daesean hamilton",73,203,4.48661232867754,34.5,118,6.84,4.15,13,53,857,16.2,9,1,2,2,0,54,859,15.9,9,"1"
"416","quadree henderson",68,192,4.5,32.5,120,6.89,4.28,12,17,186,10.9,0,36,251,7,0,53,437,8.2,0,"1"
"417","christian kirk",70,201,4.47,35.5,115,7.09,4.45,13,71,919,12.9,10,4,31,7.8,0,75,950,12.7,10,"1"
"418","chris lacy",75,205,4.51,33.5,120,6.96194662821578,4.24236729962902,11,20,264,13.2,0,1,26,26,0,21,290,13.8,0,"1"
"419","jordan lasley",73,203,4.5,34.5,112,6.95746088104499,4.19,9,69,1264,18.3,9,4,-6,-1.5,0,73,1258,17.2,9,"1"
"420","allen lazard",77,227,4.55,38,122,7.01128984709442,4.24801294683667,13,71,941,13.3,10,0,0,0,0,71,941,13.3,10,"1"
"421","ray-ray mccloud",69,190,4.53,34.5,113,6.92830352443488,4.22591604972131,14,49,503,10.3,1,6,30,5,0,55,533,9.7,1,"1"
"422","anthony miller",71,201,4.49380613932219,35.6337341773716,120.562063779226,6.95297513387421,4.21072458357348,13,96,1462,15.2,18,10,25,2.5,0,106,1487,14,18,"0"
"423","steven mitchell",70,189,4.56,32.5,121,6.75,4.4,10,41,644,15.7,4,1,10,10,0,42,654,15.6,4,"1"
"424","d j  moore",72,210,4.42,39.5,132,6.95,4.07,12,80,1033,12.9,8,5,61,12.2,1,85,1094,12.9,9,"1"
"425","dante pettis",72,186,4.47213716462478,35.1610627743074,120.703362126577,6.91933203009331,4.21299187470829,13,63,761,12.1,7,3,50,16.7,0,66,811,12.3,7,"1"
"426","cam phillips",72,201,4.48828285189083,35.1613972180898,120.895694059595,6.95297513387421,4.22732969888486,12,71,964,13.6,7,1,10,10,0,72,974,13.5,7,"1"
"427","byron pringle",73,203,4.46,33.5,120,6.87,4.4,12,30,724,24.1,6,1,15,15,0,31,739,23.8,6,"1"
"428","trey quinn",71,203,4.55,33.5,116,6.91,4.19,13,114,1236,10.8,13,1,0,0,0,115,1236,10.7,13,"0"
"429","calvin ridley",72,189,4.43,31,110,6.88,4.41,14,63,967,15.3,5,2,17,8.5,0,65,984,15.1,5,"1"
"430","jaleel scott",77,218,4.56,34.5,124,7.2,4.4,12,76,1079,14.2,9,0,0,0,0,76,1079,14.2,9,"0"
"431","equanimeous st  brown",77,214,4.48,35.4823219617972,123.136561797379,6.98213249048431,4.24494726233295,12,33,515,15.6,4,0,0,0,0,33,515,15.6,4,"0"
"432","courtland sutton",75,218,4.54,35.5,124,6.57,4.11,13,68,1085,16,12,1,2,2,1,69,1087,15.8,13,"0"
"433","auden tate",77,228,4.68,31,112,7.01353272067981,4.24951713241648,12,40,548,13.7,10,0,0,0,0,40,548,13.7,10,"1"
"434","marquez valdes-scantling",76,206,4.37,30.5,124,6.96418950180117,4.23246834463947,12,53,879,16.6,6,8,108,13.5,1,61,987,16.2,7,"0"
"435","james washington",71,213,4.54,34.5,120,7.11,4.32,13,74,1549,20.9,13,3,12,4,1,77,1561,20.3,14,"1"
"436","jester weah",74,211,4.43,38,129,7.24,4.41,11,41,698,17,4,0,2,0,0,41,700,17.1,4,"1"
"437","cedrick wilson",74,197,4.55,37,121,6.89,4.23,14,83,1511,18.2,7,9,13,1.4,0,92,1524,16.6,7,"0"
"438","javon wims",75,215,4.53,33.5,113,7,4.24129361733117,14,45,720,16,7,0,0,0,0,45,720,16,7,"1"
"439","j j  arcega-whiteside",74,225,4.50949274223462,35.8185383672295,122.216584668533,7.00680409992363,4.24034165747866,12,63,1059,16.8,14,0,0,0,0,63,1059,16.8,14,"1"
"440","miles boykin",76,220,4.42,43.5,140,6.77,4.07,13,59,872,14.8,8,0,0,0,0,59,872,14.8,8,"0"
"441","a j  brown",72,226,4.49,36.5,120,7.00904697350903,4.25268451556157,12,85,1320,15.5,6,0,0,0,0,85,1320,15.5,6,"1"
"442","marquise brown",69,166,4.45593875015336,35.5136177702455,121.010250003886,6.87447455838545,4.18907051994677,12,75,1318,17.6,10,2,0,0,0,77,1318,17.1,10,"1"
"443","hakeem butler",77,227,4.48,36,128,7.01128984709442,4.24967426062799,13,60,1318,22,9,0,0,0,0,60,1318,22,9,"1"
"444","parris campbell",72,205,4.31,40,135,6.96194662821578,4.03,14,90,1063,11.8,12,9,24,2.7,0,99,1087,11,12,"1"
"445","greg dortch",67,173,4.46678678663085,34.9573502430404,119.084118994623,6.8901746734832,4.19852304963522,12,89,1078,12.1,8,5,20,4,0,94,1098,11.7,8,"1"
"446","travis fulgham",74,215,4.58,36.5,126,6.98437536406971,4.23804054543157,12,63,1083,17.2,9,0,0,0,0,63,1083,17.2,9,"0"
"447","terry godwin",71,184,4.55,36.5,117,6.96,4.21763731611818,12,23,385,16.7,3,0,0,0,0,23,385,16.7,3,"1"
"448","mecole hardman",70,187,4.33,36.5,119,6.9215749036787,4.21444389352581,14,35,543,15.5,7,5,36,7.2,0,40,579,14.5,7,"1"
"449","kelvin harmon",74,221,4.6,32.5,117,7.15,4.32,12,81,1186,14.6,7,0,0,0,0,81,1186,14.6,7,"1"
"450","n'keal harry",74,228,4.53,38.5,122,7.01353272067981,4.24894329803132,12,73,1088,14.9,9,7,10,1.4,1,80,1098,13.7,10,"1"
"451","lil'jordan humphrey",76,210,4.75,33.5,119,7.09,4.29,14,86,1176,13.7,9,6,25,4.2,1,92,1201,13.1,10,"1"
"452","jalen hurd",77,226,4.51216579717691,35.2202631383946,121.943276042568,7.00904697350903,4.25149270263083,12,69,946,13.7,4,48,209,4.4,3,117,1155,9.9,7,"1"
"453","andy isabella",69,188,4.31,36.5,121,6.95,4.15,12,102,1698,16.6,13,11,79,7.2,1,113,1777,15.7,14,"0"
"454","gary jennings",73,214,4.42,37,127,7.32,4.15,11,54,917,17,13,0,0,0,0,54,917,17,13,"1"
"455","diontae johnson",70,183,4.53,33.5,123,7.09,4.45,13,49,761,15.5,8,2,17,8.5,0,51,778,15.3,8,"0"
"456","keesean johnson",73,201,4.6,30,117,7.28,4.23,14,95,1340,14.1,8,4,14,3.5,0,99,1354,13.7,8,"0"
"457","bisi johnson",72,204,4.51,38,124,6.88,4.16,11,54,796,14.7,4,0,0,0,0,54,796,14.7,4,"0"
"458","terry mclaurin",72,208,4.35,37.5,125,7.01,4.15,12,35,701,20,11,0,0,0,0,35,701,20,11,"1"
"459","d k  metcalf",75,228,4.33,40.5,134,7.38,4.5,7,26,569,21.9,5,0,0,0,0,26,569,21.9,5,"1"
"460","dillon mitchell",73,197,4.46,36.5,122,6.94400363953263,4.29,13,75,1184,15.8,10,1,5,5,0,76,1189,15.6,10,"1"
"461","stanley morgan",72,202,4.53,38.5,125,6.78,4.13,12,70,1004,14.3,7,1,4,4,0,71,1008,14.2,7,"1"
"462","hunter renfrow",70,184,4.59,35,116,6.8,4.19,15,49,544,11.1,1,0,0,0,0,49,544,11.1,1,"1"
"463","riley ridley",73,199,4.58,30.5,124,7.22,4.28,14,43,559,13,9,0,0,0,0,43,559,13,9,"1"
"464","deebo samuel",71,214,4.48,39,122,7.03,4.14,12,62,882,14.2,11,8,26,3.3,0,70,908,13,11,"1"
"465","darius slayton",73,190,4.39,40.5,135,7,4.15,11,35,670,19.1,5,0,0,0,0,35,670,19.1,5,"1"
"466","cody thompson",73,205,4.57,38.5,119,6.87,4.03,5,28,537,19.2,4,0,0,0,0,28,537,19.2,4,"0"
"467","antoine wesley",76,206,4.49718818286142,37,117,7.07,4.26,12,88,1410,16,9,1,-2,-2,0,89,1408,15.8,9,"1"
"468","brandon aiyuk",72,205,4.5,40,128,6.96194662821578,4.22982451289121,12,65,1192,18.3,8,1,6,6,0,66,1198,18.2,8,"1"
"469","lynn bowden",71,204,4.48366791775156,35.9962436166267,120.736103068292,6.95970375463038,4.22064778210408,13,30,348,11.6,1,185,1468,7.9,13,215,1816,8.4,14,"1"
"470","lawrence cager",77,220,4.49944326951298,35.4163275598456,122.866955316294,6.99558973199667,4.25073803655002,8,33,476,14.4,4,0,0,0,0,33,476,14.4,4,"1"
"471","marquez callaway",73,205,4.55,38,126,6.96194662821578,4.23337319644376,13,30,635,21.2,6,0,0,0,0,30,635,21.2,6,"1"
"472","chase claypool",76,238,4.42,40.5,126,7.03596145653374,4.25430620384962,13,66,1037,15.7,13,0,0,0,0,66,1037,15.7,13,"0"
"473","tyrie cleveland",74,209,4.46,39.5,126,6.97091812255735,4.24467083550698,12,25,351,14,1,0,0,0,0,25,351,14,1,"1"
"474","gabriel davis",74,216,4.54,35,124,7.08,4.59,12,72,1241,17.2,12,0,0,0,0,72,1241,17.2,12,"0"
"475","devin duvernay",70,200,4.39,35.5,123,7.13,4.2,13,106,1386,13.1,9,10,24,2.4,1,116,1410,12.2,10,"1"
"476","bryan edwards",75,212,4.49926385160969,34.9893107700451,121.128613730812,6.97764674331353,4.23941615394576,10,71,816,11.5,6,2,22,11,0,73,838,11.5,6,"1"
"477","aaron fuller",71,188,4.59,34,118,7.14,4.21646172412663,12,59,702,11.9,6,0,0,0,0,59,702,11.9,6,"1"
"478","antonio gandy-golden",76,223,4.6,36,127,7.33,4.55,13,79,1396,17.7,10,0,0,0,0,79,1396,17.7,10,"0"
"479","antonio gibson",72,228,4.39,35,118,7.01353272067981,4.24661183893212,14,38,735,19.3,8,33,369,11.2,4,71,1104,15.5,12,"0"
"480","kj hamler",69,178,4.46347814609017,35.5160591494518,120.893829902328,6.90138904141017,4.20392252920126,13,56,904,16.1,8,13,43,3.3,0,69,947,13.7,8,"1"
"481","tee higgins",76,216,4.49459467005806,36.024603651437,123.436683646774,6.9866182376551,4.23172505183611,15,59,1167,19.8,13,1,36,36,1,60,1203,20.1,14,"1"
"482","john hightower",73,189,4.43,38.5,122,7.07,4.21,14,51,943,18.5,8,16,154,9.6,0,67,1097,16.4,8,"0"
"483","k j  hill",72,196,4.6,32.5,114,6.94176076594724,4.21833739160583,14,57,636,11.2,10,1,1,1,0,58,637,11,10,"1"
"484","isaiah hodgins",76,210,4.61,36.5,124,7.01,4.12,12,86,1171,13.6,13,0,0,0,0,86,1171,13.6,13,"1"
"485","justin jefferson",73,202,4.43,37.5,126,6.9552180074596,4.21142887879822,15,111,1540,13.9,18,0,0,0,0,111,1540,13.9,18,"1"
"486","van jefferson",73,200,4.48328049941426,35.3151492576909,121.44311208244,6.95073226028881,4.22821716176839,12,49,657,13.4,6,1,7,7,0,50,664,13.3,6,"1"
"487","jauan jennings",75,215,4.72,29,119,6.98437536406971,4.23811010111462,13,59,969,16.4,8,13,51,3.9,1,72,1020,14.2,9,"1"
"488","jerry jeudy",73,193,4.45,35,120,6.93503214519106,4.53,13,77,1163,15.1,10,1,1,1,0,78,1164,14.9,10,"1"
"489","collin johnson",78,222,4.50225443445942,35.3250573044313,123.086104098565,7.00007547916746,4.2540513856815,7,38,559,14.7,3,0,0,0,0,38,559,14.7,3,"1"
"490","juwan johnson",76,230,4.58,33,124,6.94,4.37,8,30,467,15.6,4,0,0,0,0,30,467,15.6,4,"1"
"491","tyler johnson",73,206,4.49689061084763,35.4473024854424,121.261487778675,6.96418950180117,4.22307429627668,13,86,1318,15.3,13,1,-1,-1,0,87,1317,15.1,13,"1"
"492","ceedee lamb",74,198,4.5,34.5,124,6.94624651311803,4.21283052675968,13,62,1327,21.4,14,9,20,2.2,1,71,1347,19,15,"1"
"493","austin mack",73,208,4.59,31.5,117,6.96867524897196,4.42,10,27,361,13.4,3,0,0,0,0,27,361,13.4,3,"1"
"494","denzel mims",75,207,4.38,38.5,131,6.66,4.43,13,66,1020,15.5,12,0,0,0,0,66,1020,15.5,12,"1"
"495","darnell mooney",70,176,4.38,37,124,6.89690329423938,4.20654148948382,13,48,713,14.9,5,0,0,0,0,48,713,14.9,5,"0"
"496","k j  osborn",71,203,4.48,37.5,123,7,4.35,13,50,547,10.9,5,5,15,3,0,55,562,10.2,5,"1"
"497","dezmon patmon",76,225,4.48,36,132,7.28,4.38,13,58,762,13.1,8,0,0,0,0,58,762,13.1,8,"1"
"498","donovan peoples-jones",74,212,4.48,44.5,139,6.97764674331353,4.24005954401396,11,34,438,12.9,6,2,-7,-3.5,0,36,431,12,6,"1"
"499","michael pittman",76,223,4.52,36.5,121,6.96,4.14,13,101,1275,12.6,11,0,0,0,0,101,1275,12.6,11,"1"
"500","james proche",71,201,4.49805595120131,34.5,119.42074857884,7.27,4.4,13,111,1225,11,15,4,18,4.5,0,115,1243,10.8,15,"0"
"501","jalen reagor",71,206,4.47,42,138,7.31,4.46,12,43,611,14.2,5,14,89,6.4,0,57,700,12.3,5,"1"
"502","joe reed",72,224,4.47,38,123,7.00456122633824,4.24942333319238,13,77,679,8.8,7,8,42,5.3,0,85,721,8.5,7,"1"
"503","henry ruggs iii",71,188,4.27,42,131,6.9238177772641,4.21385204229524,12,40,746,18.7,7,2,75,37.5,1,42,821,19.5,8,"1"
"504","laviska shenault jr ",73,227,4.58,35.2710259352058,121.289056754397,7.01128984709442,4.25415392329986,11,56,764,13.6,4,23,161,7,2,79,925,11.7,6,"1"
"505","freddie swain",72,197,4.46,36.5,124,7.05,4.26,12,38,517,13.6,7,4,27,6.8,0,42,544,13,7,"1"
"506","ben victor",76,198,4.6,35,128,7.1,4.22653034858671,12,35,573,16.4,6,0,0,0,0,35,573,16.4,6,"1"
"507","quez watkins",72,185,4.35,36.5,125,7.28,4.36,12,64,1178,18.4,6,1,1,1,0,65,1179,18.1,6,"0"
"508","tutu atwell",68,155,4.42,33,117,6.89,4.14,9,46,625,13.6,7,2,-2,-1,1,48,623,13,8,"1"
"509","rashod bateman",72,190,4.39,36,123,6.92830352443488,4.22467207002828,5,36,472,13.1,2,0,0,0,0,36,472,13.1,2,"1"
"510","tarik black",74,213,4.54,40,132,6.91,4.26,6,10,240,24,1,0,0,0,0,10,240,24,1,"1"
"511","dyami brown",72,189,4.46,35,128,6.87,4.35,11,55,1099,20,8,0,0,0,0,55,1099,20,8,"1"
"512","frank darby",72,201,4.56,34.5,117,7.05,4.25,2,6,46,7.7,1,0,0,0,0,6,46,7.7,1,"1"
"513","jaelon darden",67,174,4.47,35.5,122,6.66,3.98,9,74,1190,16.1,19,1,-3,-3,0,75,1187,15.8,19,"0"
"514","d'wayne eskridge",68,190,4.38,35,124,6.93,4.22,4,3,73,24.3,0,0,0,0,0,3,73,24.3,0,"0"
"515","simi fehoko",75,222,4.44,34.5,120,6.78,4.26,6,37,574,15.5,3,1,-1,-1,0,38,573,15.1,3,"1"
"516","dez fitzpatrick",73,208,4.43,35,122.893765590195,7.09,4.26,11,43,833,19.4,3,0,0,0,0,43,833,19.4,3,"1"
"517","racey mcmath",74,217,4.36,34,124,7.38,4.38,5,14,195,13.9,1,0,0,0,0,14,195,13.9,1,"1"
"518","rondale moore",67,180,4.28,42.5,120.299886573645,6.65,4.06,4,29,387,13.3,2,3,3,1,0,32,390,12.2,2,"1"
"519","dazz newsome",70,190,4.59,34,121,7.38,4.38,12,54,684,12.7,6,2,21,10.5,1,56,705,12.6,7,"1"
"520","tre nixon",72,187,4.44,35.5,125,6.81,4.27,4,19,260,13.7,2,0,0,0,0,19,260,13.7,2,"0"
"521","cornell powell",72,204,4.53,36.5,128,7.03,4.21,12,53,882,16.6,7,0,0,0,0,53,882,16.6,7,"1"
"522","amari rodgers",69,212,4.52,33,121,7.07,4.31,12,77,1020,13.2,7,0,0,0,0,77,1020,13.2,7,"1"
"523","anthony schwartz",72,186,4.27,32,123,7.13,4.25,10,54,636,11.8,3,4,-6,-1.5,0,58,630,10.9,3,"1"
"524","ihmir smith-marsette",72,181,4.43,37,124,7,4.2,7,25,345,13.8,4,7,54,7.7,1,32,399,12.5,5,"1"
"525","marquez stevenson",70,180,4.48,33,122,6.76,4.14,5,20,307,15.4,4,3,16,5.3,0,23,323,14,4,"0"
"526","dillon stoner",72,194,4.51,37,123,6.96,4.13,11,42,573,13.6,4,0,0,0,0,42,573,13.6,4,"1"
"527","amon-ra st  brown",71,197,4.51,38.5,127,6.88,4.17,6,41,478,11.7,7,0,0,0,0,41,478,11.7,7,"1"
"528","kadarius toney",71,193,4.39,39.5,136,6.88,4.25,11,70,984,14.1,10,19,161,8.5,1,89,1145,12.9,11,"1"
"529","calvin austin",68,170,4.32,39,135,6.65,4.07,12,74,1149,15.5,8,1,69,69,1,75,1218,16.2,9,"0"
"530","david bell",73,212,4.65,33,118,7.14,4.57,11,93,1286,13.8,6,3,39,13,0,96,1325,13.8,6,"1"
"531","treylon burks",74,225,4.55,33,122,7.28,4.24322956204225,12,66,1104,16.7,11,14,112,8,1,80,1216,15.2,12,"1"
"532","jahan dotson",71,178,4.43,36,121,7.28,4.19596373865989,12,91,1182,13,12,6,18,3,1,97,1200,12.4,13,"1"
"533","romeo doubs",74,201,4.49078274544915,35.3162646158028,121.278199898592,6.95297513387421,4.22129305594624,11,80,1109,13.9,11,1,4,4,0,81,1113,13.7,11,"0"
"534","erik ezukanma",74,209,4.49027506701144,36.5,126,6.97091812255735,4.38,11,48,705,14.7,4,10,138,13.8,2,58,843,14.5,6,"1"
"535","danny gray",72,186,4.33,34,126,6.91933203009331,4.21029524827308,10,49,803,16.4,9,3,40,13.3,0,52,843,16.2,9,"0"
"536","johnny johnson iii",72,197,4.6,32,121,7.21,4.54,7,19,267,14.1,2,0,0,0,0,19,267,14.1,2,"1"
"537","velus jones",72,204,4.31,33,121,6.95970375463038,4.2369572857625,10,22,280,12.7,3,3,16,5.3,0,25,296,11.8,3,"1"
"538","drake london",76,219,4.51022427280359,34.9183166395897,121.259565161347,6.99334685841128,4.2444064098831,8,88,1084,12.3,7,1,2,2,0,89,1086,12.2,7,"1"
"539","bo melton",71,189,4.34,38,121,6.98,4.21469544888608,9,47,638,13.6,6,6,69,11.5,2,53,707,13.3,8,"1"
"540","john metchie",71,187,4.48100857397699,34.8728740462326,119.87715178591,6.9215749036787,4.21191313369637,13,96,1142,11.9,8,1,8,8,0,97,1150,11.9,8,"1"
"541","skyy moore",70,195,4.41,34.5,125,7.13,4.32,5,25,388,15.5,3,1,0,0,0,26,388,14.9,3,"0"
"542","jalen nailor",71,186,4.5,38,128,7.03,4.28,9,37,695,18.8,6,1,-3,-3,0,38,692,18.2,6,"1"
"543","chris olave",72,187,4.39,32,124,6.9215749036787,4.20510201192531,11,65,936,14.4,13,0,0,0,0,65,936,14.4,13,"1"
"544","kyle philips",71,189,4.58,33.5,124,6.92606065084949,4.21154671051106,11,59,739,12.5,10,0,0,0,0,59,739,12.5,10,"1"
"545","george pickens",75,195,4.47,33,125,6.93951789236185,4.23297684307867,4,5,107,21.4,0,0,0,0,0,5,107,21.4,0,"1"
"546","alec pierce",75,211,4.41,40.5,129,7.13,4.28,14,52,884,17,8,0,0,0,0,52,884,17,8,"0"
"547","wan'dale robinson",68,178,4.44,34.5,118,6.90138904141017,4.20455789666761,13,104,1334,12.8,7,7,111,15.9,0,111,1445,13,7,"1"
"548","braylon sanders",72,194,4.48,34.5,121,6.93727501877645,4.22595768218312,7,15,376,25.1,4,0,0,0,0,15,376,25.1,4,"1"
"549","khalil shakir",72,196,4.43,34.5,124,7.28,4.21,12,77,1117,14.5,7,21,130,6.2,0,98,1247,12.7,7,"0"
"550","tyquan thornton",74,181,4.28,36.5,130,6.90811766216635,4.20377351145935,14,62,948,15.3,10,1,-11,-11,0,63,937,14.9,10,"1"
"551","jalen tolbert",73,194,4.49,36,123,7.08,4.21922548241401,11,64,1085,17,8,0,0,0,0,64,1085,17,8,"0"
"552","jameson williams",74,179,4.46728157344043,35.8869506453315,122.633133379604,6.90363191499556,4.19419746341934,15,79,1572,19.9,15,3,23,7.7,0,82,1595,19.5,15,"1"
"553","garrett wilson",72,183,4.38,36,123,6.91260340933713,4.36,11,70,1058,15.1,12,4,76,19,1,74,1134,15.3,13,"1"
"554","mike woods",73,204,4.55,34.5,125,6.95970375463038,4.23820126545553,11,35,400,11.4,2,1,2,2,0,36,402,11.2,2,"1"
