0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,URL
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/kellen-moore-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/kellen-moore-1.html
Boise State,WAC,FR,QB,13,38,-30,-0.8,1,38,-30,-0.8,1,,,,,https://www.sports-reference.com/cfb/players/kellen-moore-1.html
Boise State,WAC,SO,QB,14,24,-5,-0.2,1,24,-5,-0.2,1,,,,,https://www.sports-reference.com/cfb/players/kellen-moore-1.html
Boise State,WAC,JR,QB,13,19,-32,-1.7,1,1,7,7.0,1,20,-25,-1.3,2,https://www.sports-reference.com/cfb/players/kellen-moore-1.html
Boise State,MWC,SR,QB,13,20,-66,-3.3,0,20,-66,-3.3,0,,,,,https://www.sports-reference.com/cfb/players/kellen-moore-1.html
Boise State,101,-133,-1.3,3,1,7,7.0,1,102,-126,-1.2,4,,,,,https://www.sports-reference.com/cfb/players/kellen-moore-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brock-osweiler-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brock-osweiler-1.html
Arizona State,Pac-10,FR,QB,6,16,7,0.4,0,16,7,0.4,0,,,,,https://www.sports-reference.com/cfb/players/brock-osweiler-1.html
Arizona State,Pac-10,SO,QB,6,38,124,3.3,1,38,124,3.3,1,,,,,https://www.sports-reference.com/cfb/players/brock-osweiler-1.html
Arizona State,Pac-12,JR,QB,13,83,90,1.1,3,83,90,1.1,3,,,,,https://www.sports-reference.com/cfb/players/brock-osweiler-1.html
Arizona State,137,221,1.6,4,137,221,1.6,4,,,,,,,,,https://www.sports-reference.com/cfb/players/brock-osweiler-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/ryan-tannehill-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/ryan-tannehill-1.html
Texas A&M,Big 12,FR,WR,11,2,-8,-4.0,0,55,844,15.3,5,57,836,14.7,5,https://www.sports-reference.com/cfb/players/ryan-tannehill-1.html
Texas A&M,Big 12,SO,WR,13,4,-5,-1.3,0,46,609,13.2,4,50,604,12.1,4,https://www.sports-reference.com/cfb/players/ryan-tannehill-1.html
Texas A&M,Big 12,JR,QB,13,51,76,1.5,1,11,143,13.0,1,62,219,3.5,2,https://www.sports-reference.com/cfb/players/ryan-tannehill-1.html
Texas A&M,Big 12,SR,QB,13,58,306,5.3,4,58,306,5.3,4,,,,,https://www.sports-reference.com/cfb/players/ryan-tannehill-1.html
Texas A&M,115,369,3.2,5,112,1596,14.3,10,227,1965,8.7,15,,,,,https://www.sports-reference.com/cfb/players/ryan-tannehill-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brandon-weeden-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brandon-weeden-1.html
Oklahoma State,Big 12,FR,QB,1,1,2,2.0,0,1,2,2.0,0,,,,,https://www.sports-reference.com/cfb/players/brandon-weeden-1.html
Oklahoma State,Big 12,SO,QB,3,4,18,4.5,0,4,18,4.5,0,,,,,https://www.sports-reference.com/cfb/players/brandon-weeden-1.html
Oklahoma State,Big 12,JR,QB,13,17,-68,-4.0,0,17,-68,-4.0,0,,,,,https://www.sports-reference.com/cfb/players/brandon-weeden-1.html
Oklahoma State,Big 12,SR,QB,13,17,-102,-6.0,1,17,-102,-6.0,1,,,,,https://www.sports-reference.com/cfb/players/brandon-weeden-1.html
Oklahoma State,39,-150,-3.8,1,39,-150,-3.8,1,,,,,,,,,https://www.sports-reference.com/cfb/players/brandon-weeden-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/russell-wilson-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/russell-wilson-1.html
North Carolina State,ACC,FR,QB,11,116,388,3.3,4,116,388,3.3,4,,,,,https://www.sports-reference.com/cfb/players/russell-wilson-1.html
North Carolina State,ACC,SO,QB,12,103,260,2.5,4,103,260,2.5,4,,,,,https://www.sports-reference.com/cfb/players/russell-wilson-1.html
North Carolina State,ACC,JR,QB,13,143,435,3.0,9,1,4,4.0,0,144,439,3.0,9,https://www.sports-reference.com/cfb/players/russell-wilson-1.html
Wisconsin,Big Ten,SR,QB,14,79,338,4.3,6,3,56,18.7,1,82,394,4.8,7,https://www.sports-reference.com/cfb/players/russell-wilson-1.html
Overall,441,1421,3.2,23,4,60,15.0,1,445,1481,3.3,24,,,,,https://www.sports-reference.com/cfb/players/russell-wilson-1.html
North Carolina State,362,1083,3.0,17,1,4,4.0,0,363,1087,3.0,17,,,,,https://www.sports-reference.com/cfb/players/russell-wilson-1.html
Wisconsin,79,338,4.3,6,3,56,18.7,1,82,394,4.8,7,,,,,https://www.sports-reference.com/cfb/players/russell-wilson-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/james-vandenberg-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/james-vandenberg-1.html
Iowa,Big Ten,FR,QB,4,11,-42,-3.8,0,11,-42,-3.8,0,,,,,https://www.sports-reference.com/cfb/players/james-vandenberg-1.html
Iowa,Big Ten,SO,QB,3,6,32,5.3,0,6,32,5.3,0,,,,,https://www.sports-reference.com/cfb/players/james-vandenberg-1.html
Iowa,Big Ten,JR,QB,13,78,61,0.8,3,78,61,0.8,3,,,,,https://www.sports-reference.com/cfb/players/james-vandenberg-1.html
Iowa,Big Ten,SR,QB,12,63,16,0.3,4,63,16,0.3,4,,,,,https://www.sports-reference.com/cfb/players/james-vandenberg-1.html
Iowa,158,67,0.4,7,158,67,0.4,7,,,,,,,,,https://www.sports-reference.com/cfb/players/james-vandenberg-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/matt-barkley-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/matt-barkley-1.html
USC,Pac-10,FR,QB,12,45,-38,-0.8,2,45,-38,-0.8,2,,,,,https://www.sports-reference.com/cfb/players/matt-barkley-1.html
USC,Pac-10,SO,QB,12,34,-17,-0.5,2,34,-17,-0.5,2,,,,,https://www.sports-reference.com/cfb/players/matt-barkley-1.html
USC,Pac-12,JR,QB,12,28,14,0.5,2,28,14,0.5,2,,,,,https://www.sports-reference.com/cfb/players/matt-barkley-1.html
USC,Pac-12,SR,QB,11,25,-72,-2.9,0,25,-72,-2.9,0,,,,,https://www.sports-reference.com/cfb/players/matt-barkley-1.html
USC,132,-113,-0.9,6,132,-113,-0.9,6,,,,,,,,,https://www.sports-reference.com/cfb/players/matt-barkley-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/tyler-bray-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/tyler-bray-1.html
Tennessee,SEC,FR,QB,9,20,-103,-5.2,0,20,-103,-5.2,0,,,,,https://www.sports-reference.com/cfb/players/tyler-bray-1.html
Tennessee,SEC,SO,QB,7,26,-70,-2.7,1,26,-70,-2.7,1,,,,,https://www.sports-reference.com/cfb/players/tyler-bray-1.html
Tennessee,SEC,JR,QB,12,15,-34,-2.3,0,15,-34,-2.3,0,,,,,https://www.sports-reference.com/cfb/players/tyler-bray-1.html
Tennessee,61,-207,-3.4,1,61,-207,-3.4,1,,,,,,,,,https://www.sports-reference.com/cfb/players/tyler-bray-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/colby-cameron-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/colby-cameron-1.html
Louisiana Tech,WAC,FR,QB,5,10,20,2.0,1,10,20,2.0,1,,,,,https://www.sports-reference.com/cfb/players/colby-cameron-1.html
Louisiana Tech,WAC,SO,QB,10,25,45,1.8,0,25,45,1.8,0,,,,,https://www.sports-reference.com/cfb/players/colby-cameron-1.html
Louisiana Tech,WAC,JR,QB,7,43,180,4.2,0,43,180,4.2,0,,,,,https://www.sports-reference.com/cfb/players/colby-cameron-1.html
Louisiana Tech,WAC,SR,QB,12,61,177,2.9,4,61,177,2.9,4,,,,,https://www.sports-reference.com/cfb/players/colby-cameron-1.html
Louisiana Tech,139,422,3.0,5,139,422,3.0,5,,,,,,,,,https://www.sports-reference.com/cfb/players/colby-cameron-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/zac-dysert-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/zac-dysert-1.html
Miami (OH),MAC,FR,QB,11,149,258,1.7,5,149,258,1.7,5,,,,,https://www.sports-reference.com/cfb/players/zac-dysert-1.html
Miami (OH),MAC,SO,QB,11,79,27,0.3,1,79,27,0.3,1,,,,,https://www.sports-reference.com/cfb/players/zac-dysert-1.html
Miami (OH),MAC,JR,QB,12,125,115,0.9,4,125,115,0.9,4,,,,,https://www.sports-reference.com/cfb/players/zac-dysert-1.html
Miami (OH),MAC,SR,QB,12,108,265,2.5,2,108,265,2.5,2,,,,,https://www.sports-reference.com/cfb/players/zac-dysert-1.html
Miami (OH),461,665,1.4,12,461,665,1.4,12,,,,,,,,,https://www.sports-reference.com/cfb/players/zac-dysert-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/mike-glennon-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/mike-glennon-1.html
North Carolina State,ACC,FR,QB,7,3,-9,-3.0,0,3,-9,-3.0,0,,,,,https://www.sports-reference.com/cfb/players/mike-glennon-1.html
North Carolina State,ACC,SO,QB,3,1,3,3.0,0,1,3,3.0,0,,,,,https://www.sports-reference.com/cfb/players/mike-glennon-1.html
North Carolina State,ACC,JR,QB,13,51,-110,-2.2,1,51,-110,-2.2,1,,,,,https://www.sports-reference.com/cfb/players/mike-glennon-1.html
North Carolina State,ACC,SR,QB,13,56,-164,-2.9,2,56,-164,-2.9,2,,,,,https://www.sports-reference.com/cfb/players/mike-glennon-1.html
North Carolina State,111,-280,-2.5,3,111,-280,-2.5,3,,,,,,,,,https://www.sports-reference.com/cfb/players/mike-glennon-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/landry-jones-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/landry-jones-1.html
Oklahoma,Big 12,FR,QB,13,35,-113,-3.2,0,35,-113,-3.2,0,,,,,https://www.sports-reference.com/cfb/players/landry-jones-1.html
Oklahoma,Big 12,SO,QB,14,51,-128,-2.5,1,51,-128,-2.5,1,,,,,https://www.sports-reference.com/cfb/players/landry-jones-1.html
Oklahoma,Big 12,JR,QB,13,32,-24,-0.8,2,32,-24,-0.8,2,,,,,https://www.sports-reference.com/cfb/players/landry-jones-1.html
Oklahoma,Big 12,SR,QB,13,14,-110,-7.9,0,14,-110,-7.9,0,,,,,https://www.sports-reference.com/cfb/players/landry-jones-1.html
Oklahoma,132,-375,-2.8,3,132,-375,-2.8,3,,,,,,,,,https://www.sports-reference.com/cfb/players/landry-jones-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/collin-klein-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/collin-klein-1.html
Kansas State,Big 12,FR,QB,12,1,-8,-8.0,0,6,38,6.3,1,7,30,4.3,1,https://www.sports-reference.com/cfb/players/collin-klein-1.html
Kansas State,Big 12,SO,QB,10,76,432,5.7,6,76,432,5.7,6,,,,,https://www.sports-reference.com/cfb/players/collin-klein-1.html
Kansas State,Big 12,JR,QB,13,317,1141,3.6,27,317,1141,3.6,27,,,,,https://www.sports-reference.com/cfb/players/collin-klein-1.html
Kansas State,Big 12,SR,QB,13,207,920,4.4,23,207,920,4.4,23,,,,,https://www.sports-reference.com/cfb/players/collin-klein-1.html
Kansas State,601,2485,4.1,56,6,38,6.3,1,607,2523,4.2,57,,,,,https://www.sports-reference.com/cfb/players/collin-klein-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/ej-manuel-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/ej-manuel-1.html
Florida State,ACC,FR,QB,7,44,196,4.5,2,44,196,4.5,2,,,,,https://www.sports-reference.com/cfb/players/ej-manuel-1.html
Florida State,ACC,SO,QB,10,41,170,4.1,1,41,170,4.1,1,,,,,https://www.sports-reference.com/cfb/players/ej-manuel-1.html
Florida State,ACC,JR,QB,12,110,151,1.4,4,110,151,1.4,4,,,,,https://www.sports-reference.com/cfb/players/ej-manuel-1.html
Florida State,ACC,SR,QB,14,103,310,3.0,4,0,11,0,103,321,3.1,4,,https://www.sports-reference.com/cfb/players/ej-manuel-1.html
Florida State,298,827,2.8,11,0,11,0,298,838,2.8,11,,,,,,https://www.sports-reference.com/cfb/players/ej-manuel-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/ryan-nassib-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/ryan-nassib-1.html
Syracuse,Big East,SO,QB,9,27,26,1.0,0,27,26,1.0,0,,,,,https://www.sports-reference.com/cfb/players/ryan-nassib-1.html
Syracuse,Big East,JR,QB,13,66,-39,-0.6,1,1,-4,-4.0,0,67,-43,-0.6,1,https://www.sports-reference.com/cfb/players/ryan-nassib-1.html
Syracuse,Big East,SR,QB,12,65,39,0.6,2,65,39,0.6,2,,,,,https://www.sports-reference.com/cfb/players/ryan-nassib-1.html
Syracuse,Big East,SR,QB,13,84,142,1.7,2,84,142,1.7,2,,,,,https://www.sports-reference.com/cfb/players/ryan-nassib-1.html
Syracuse,242,168,0.7,5,1,-4,-4.0,0,243,164,0.7,5,,,,,https://www.sports-reference.com/cfb/players/ryan-nassib-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/sean-renfree-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/sean-renfree-1.html
Duke,ACC,FR,QB,6,6,-12,-2.0,0,6,-12,-2.0,0,,,,,https://www.sports-reference.com/cfb/players/sean-renfree-1.html
Duke,ACC,SO,QB,12,51,-47,-0.9,4,51,-47,-0.9,4,,,,,https://www.sports-reference.com/cfb/players/sean-renfree-1.html
Duke,ACC,JR,QB,12,58,-58,-1.0,4,58,-58,-1.0,4,,,,,https://www.sports-reference.com/cfb/players/sean-renfree-1.html
Duke,ACC,SR,QB,12,38,-50,-1.3,1,38,-50,-1.3,1,,,,,https://www.sports-reference.com/cfb/players/sean-renfree-1.html
Duke,153,-167,-1.1,9,153,-167,-1.1,9,,,,,,,,,https://www.sports-reference.com/cfb/players/sean-renfree-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/matt-scott-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/matt-scott-1.html
Arizona,Pac-10,FR,QB,6,23,188,8.2,2,23,188,8.2,2,,,,,https://www.sports-reference.com/cfb/players/matt-scott-1.html
Arizona,Pac-10,SO,QB,9,41,309,7.5,0,41,309,7.5,0,,,,,https://www.sports-reference.com/cfb/players/matt-scott-1.html
Arizona,Pac-10,JR,QB,7,35,135,3.9,0,35,135,3.9,0,,,,,https://www.sports-reference.com/cfb/players/matt-scott-1.html
Arizona,Pac-12,SR,QB,12,113,506,4.5,6,113,506,4.5,6,,,,,https://www.sports-reference.com/cfb/players/matt-scott-1.html
Arizona,212,1138,5.4,8,212,1138,5.4,8,,,,,,,,,https://www.sports-reference.com/cfb/players/matt-scott-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/geno-smith-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/geno-smith-1.html
West Virginia,Big East,FR,QB,5,17,7,0.4,0,17,7,0.4,0,,,,,https://www.sports-reference.com/cfb/players/geno-smith-1.html
West Virginia,Big East,SO,QB,13,106,217,2.0,0,106,217,2.0,0,,,,,https://www.sports-reference.com/cfb/players/geno-smith-1.html
West Virginia,Big East,JR,QB,13,56,-33,-0.6,2,56,-33,-0.6,2,,,,,https://www.sports-reference.com/cfb/players/geno-smith-1.html
West Virginia,Big 12,SR,QB,13,66,151,2.3,2,66,151,2.3,2,,,,,https://www.sports-reference.com/cfb/players/geno-smith-1.html
West Virginia,245,342,1.4,4,245,342,1.4,4,,,,,,,,,https://www.sports-reference.com/cfb/players/geno-smith-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/tyler-wilson-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/tyler-wilson-1.html
Arkansas,SEC,FR,QB,2,3,-24,-8.0,0,3,-24,-8.0,0,,,,,https://www.sports-reference.com/cfb/players/tyler-wilson-1.html
Arkansas,SEC,FR,QB,5,2,0,0.0,0,2,0,0.0,0,,,,,https://www.sports-reference.com/cfb/players/tyler-wilson-1.html
Arkansas,SEC,SO,QB,6,4,-24,-6.0,0,4,-24,-6.0,0,,,,,https://www.sports-reference.com/cfb/players/tyler-wilson-1.html
Arkansas,SEC,JR,QB,13,60,-3,-0.1,4,60,-3,-0.1,4,,,,,https://www.sports-reference.com/cfb/players/tyler-wilson-1.html
Arkansas,SEC,SR,QB,11,41,7,0.2,0,41,7,0.2,0,,,,,https://www.sports-reference.com/cfb/players/tyler-wilson-1.html
Arkansas,110,-44,-0.4,4,110,-44,-0.4,4,,,,,,,,,https://www.sports-reference.com/cfb/players/tyler-wilson-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/blake-bortles-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/blake-bortles-1.html
UCF,CUSA,FR,QB,10,21,4,0.2,1,21,4,0.2,1,,,,,https://www.sports-reference.com/cfb/players/blake-bortles-1.html
UCF,CUSA,SO,QB,14,87,285,3.3,8,1,-3,-3.0,0,88,282,3.2,8,https://www.sports-reference.com/cfb/players/blake-bortles-1.html
UCF,American,JR,QB,13,87,272,3.1,6,0,0,0,87,272,3.1,6,,https://www.sports-reference.com/cfb/players/blake-bortles-1.html
UCF,195,561,2.9,15,1,-3,-3.0,0,196,558,2.8,15,,,,,https://www.sports-reference.com/cfb/players/blake-bortles-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/tajh-boyd-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/tajh-boyd-1.html
Clemson,ACC,FR,QB,7,23,33,1.4,1,23,33,1.4,1,,,,,https://www.sports-reference.com/cfb/players/tajh-boyd-1.html
Clemson,ACC,SO,QB,14,142,218,1.5,5,142,218,1.5,5,,,,,https://www.sports-reference.com/cfb/players/tajh-boyd-1.html
Clemson,ACC,JR,QB,13,186,514,2.8,10,186,514,2.8,10,,,,,https://www.sports-reference.com/cfb/players/tajh-boyd-1.html
Clemson,ACC,SR,QB,13,154,400,2.6,10,0,0,0,154,400,2.6,10,,https://www.sports-reference.com/cfb/players/tajh-boyd-1.html
Clemson,505,1165,2.3,26,0,0,0,505,1165,2.3,26,,,,,,https://www.sports-reference.com/cfb/players/tajh-boyd-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/teddy-bridgewater-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/teddy-bridgewater-1.html
Louisville,Big East,FR,QB,13,89,66,0.7,4,89,66,0.7,4,,,,,https://www.sports-reference.com/cfb/players/teddy-bridgewater-1.html
Louisville,Big East,SO,QB,13,74,26,0.4,1,74,26,0.4,1,,,,,https://www.sports-reference.com/cfb/players/teddy-bridgewater-1.html
Louisville,American,JR,QB,13,63,78,1.2,1,0,0,0,63,78,1.2,1,,https://www.sports-reference.com/cfb/players/teddy-bridgewater-1.html
Louisville,226,170,0.8,6,0,0,0,226,170,0.8,6,,,,,,https://www.sports-reference.com/cfb/players/teddy-bridgewater-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/derek-carr-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/derek-carr-1.html
Fresno State,WAC,FR,QB,5,1,0,0.0,0,1,0,0.0,0,,,,,https://www.sports-reference.com/cfb/players/derek-carr-1.html
Fresno State,WAC,SO,QB,13,57,72,1.3,3,1,-1,-1.0,0,58,71,1.2,3,https://www.sports-reference.com/cfb/players/derek-carr-1.html
Fresno State,MWC,JR,QB,13,66,1,0.0,0,66,1,0.0,0,,,,,https://www.sports-reference.com/cfb/players/derek-carr-1.html
Fresno State,MWC,SR,QB,13,40,117,2.9,2,0,0,0,40,117,2.9,2,,https://www.sports-reference.com/cfb/players/derek-carr-1.html
Fresno State,164,190,1.2,5,1,-1,-1.0,0,165,189,1.1,5,,,,,https://www.sports-reference.com/cfb/players/derek-carr-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/david-fales-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/david-fales-1.html
San Jose State,WAC,JR,QB,13,42,-139,-3.3,0,42,-139,-3.3,0,,,,,https://www.sports-reference.com/cfb/players/david-fales-1.html
San Jose State,MWC,SR,QB,12,48,7,0.1,2,0,0,0,48,7,0.1,2,,https://www.sports-reference.com/cfb/players/david-fales-1.html
San Jose State,90,-132,-1.5,2,0,0,0,90,-132,-1.5,2,,,,,,https://www.sports-reference.com/cfb/players/david-fales-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jordan-lynch-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jordan-lynch-1.html
Northern Illinois,MAC,FR,QB,9,31,362,11.7,3,31,362,11.7,3,,,,,https://www.sports-reference.com/cfb/players/jordan-lynch-1.html
Northern Illinois,MAC,SO,QB,13,45,246,5.5,3,45,246,5.5,3,,,,,https://www.sports-reference.com/cfb/players/jordan-lynch-1.html
Northern Illinois,MAC,JR,QB,14,294,1815,6.2,19,294,1815,6.2,19,,,,,https://www.sports-reference.com/cfb/players/jordan-lynch-1.html
Northern Illinois,MAC,SR,QB,14,292,1920,6.6,23,1,17,17.0,1,293,1937,6.6,24,https://www.sports-reference.com/cfb/players/jordan-lynch-1.html
Northern Illinois,662,4343,6.6,48,1,17,17.0,1,663,4360,6.6,49,,,,,https://www.sports-reference.com/cfb/players/jordan-lynch-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/johnny-manziel-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/johnny-manziel-1.html
Texas A&M,SEC,FR,QB,13,201,1410,7.0,21,201,1410,7.0,21,,,,,https://www.sports-reference.com/cfb/players/johnny-manziel-1.html
Texas A&M,SEC,SO,QB,13,144,759,5.3,9,0,0,0,144,759,5.3,9,,https://www.sports-reference.com/cfb/players/johnny-manziel-1.html
Texas A&M,345,2169,6.3,30,0,0,0,345,2169,6.3,30,,,,,,https://www.sports-reference.com/cfb/players/johnny-manziel-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/aj-mccarron-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/aj-mccarron-1.html
Alabama,SEC,FR,QB,13,6,-10,-1.7,0,6,-10,-1.7,0,,,,,https://www.sports-reference.com/cfb/players/aj-mccarron-1.html
Alabama,SEC,SO,QB,13,30,-22,-0.7,2,30,-22,-0.7,2,,,,,https://www.sports-reference.com/cfb/players/aj-mccarron-1.html
Alabama,SEC,JR,QB,14,49,4,0.1,1,49,4,0.1,1,,,,,https://www.sports-reference.com/cfb/players/aj-mccarron-1.html
Alabama,SEC,SR,QB,13,34,-22,-0.6,0,0,0,0,34,-22,-0.6,0,,https://www.sports-reference.com/cfb/players/aj-mccarron-1.html
Alabama,119,-50,-0.4,3,0,0,0,119,-50,-0.4,3,,,,,,https://www.sports-reference.com/cfb/players/aj-mccarron-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/zach-mettenberger-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/zach-mettenberger-1.html
LSU,SEC,SO,QB,5,2,28,14.0,0,2,28,14.0,0,,,,,https://www.sports-reference.com/cfb/players/zach-mettenberger-1.html
LSU,SEC,JR,QB,13,47,-208,-4.4,0,47,-208,-4.4,0,,,,,https://www.sports-reference.com/cfb/players/zach-mettenberger-1.html
LSU,SEC,SR,QB,12,34,-133,-3.9,0,0,0,0,34,-133,-3.9,0,,https://www.sports-reference.com/cfb/players/zach-mettenberger-1.html
LSU,83,-313,-3.8,0,0,0,0,83,-313,-3.8,0,,,,,,https://www.sports-reference.com/cfb/players/zach-mettenberger-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/stephen-morris-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/stephen-morris-1.html
Miami (FL),ACC,FR,QB,6,24,90,3.8,1,24,90,3.8,1,,,,,https://www.sports-reference.com/cfb/players/stephen-morris-1.html
Miami (FL),ACC,SO,QB,5,11,-2,-0.2,1,11,-2,-0.2,1,,,,,https://www.sports-reference.com/cfb/players/stephen-morris-1.html
Miami (FL),ACC,JR,QB,12,51,70,1.4,1,2,26,13.0,0,53,96,1.8,1,https://www.sports-reference.com/cfb/players/stephen-morris-1.html
Miami (FL),ACC,SR,QB,13,28,-88,-3.1,0,1,-16,-16.0,0,29,-104,-3.6,0,https://www.sports-reference.com/cfb/players/stephen-morris-1.html
Miami (FL),114,70,0.6,3,3,10,3.3,0,117,80,0.7,3,,,,,https://www.sports-reference.com/cfb/players/stephen-morris-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/aaron-murray-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/aaron-murray-1.html
Georgia,SEC,FR,QB,13,87,167,1.9,4,87,167,1.9,4,,,,,https://www.sports-reference.com/cfb/players/aaron-murray-1.html
Georgia,SEC,SO,QB,14,87,111,1.3,2,1,-3,-3.0,0,88,108,1.2,2,https://www.sports-reference.com/cfb/players/aaron-murray-1.html
Georgia,SEC,JR,QB,14,59,-68,-1.2,3,59,-68,-1.2,3,,,,,https://www.sports-reference.com/cfb/players/aaron-murray-1.html
Georgia,SEC,SR,QB,11,53,186,3.5,7,0,0,0,53,186,3.5,7,,https://www.sports-reference.com/cfb/players/aaron-murray-1.html
Georgia,286,396,1.4,16,1,-3,-3.0,0,287,393,1.4,16,,,,,https://www.sports-reference.com/cfb/players/aaron-murray-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/bryn-renner-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/bryn-renner-1.html
North Carolina,ACC,SO,QB,3,0,0,0,,,,,,,,,,https://www.sports-reference.com/cfb/players/bryn-renner-1.html
North Carolina,ACC,SO,QB,13,57,-88,-1.5,1,57,-88,-1.5,1,,,,,https://www.sports-reference.com/cfb/players/bryn-renner-1.html
North Carolina,ACC,JR,QB,12,61,38,0.6,1,1,26,26.0,0,62,64,1.0,1,https://www.sports-reference.com/cfb/players/bryn-renner-1.html
North Carolina,ACC,SR,QB,7,46,-43,-0.9,2,0,0,0,46,-43,-0.9,2,,https://www.sports-reference.com/cfb/players/bryn-renner-1.html
North Carolina,164,-93,-0.6,4,1,26,26.0,0,165,-67,-0.4,4,,,,,https://www.sports-reference.com/cfb/players/bryn-renner-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/tom-savage-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/tom-savage-1.html
Rutgers,Big East,FR,QB,12,59,-105,-1.8,1,1,-2,-2.0,0,60,-107,-1.8,1,https://www.sports-reference.com/cfb/players/tom-savage-1.html
