0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,URL
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/sam-keller-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/sam-keller-1.html
Arizona State,Pac-10,FR,QB,6,10,-49,-4.9,0,10,-49,-4.9,0,,,,,https://www.sports-reference.com/cfb/players/sam-keller-1.html
Arizona State,Pac-10,SO,QB,6,7,-34,-4.9,0,7,-34,-4.9,0,,,,,https://www.sports-reference.com/cfb/players/sam-keller-1.html
Arizona State,Pac-10,JR,QB,8,20,-94,-4.7,1,20,-94,-4.7,1,,,,,https://www.sports-reference.com/cfb/players/sam-keller-1.html
Nebraska,Big 12,SR,QB,9,25,-78,-3.1,0,25,-78,-3.1,0,,,,,https://www.sports-reference.com/cfb/players/sam-keller-1.html
Overall,62,-255,-4.1,1,62,-255,-4.1,1,,,,,,,,,https://www.sports-reference.com/cfb/players/sam-keller-1.html
Arizona State,37,-177,-4.8,1,37,-177,-4.8,1,,,,,,,,,https://www.sports-reference.com/cfb/players/sam-keller-1.html
Nebraska,25,-78,-3.1,0,25,-78,-3.1,0,,,,,,,,,https://www.sports-reference.com/cfb/players/sam-keller-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/paul-smith-2.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/paul-smith-2.html
Tulsa,WAC,FR,QB,7,11,1,0.1,1,11,1,0.1,1,,,,,https://www.sports-reference.com/cfb/players/paul-smith-2.html
Tulsa,CUSA,SO,QB,13,111,258,2.3,6,111,258,2.3,6,,,,,https://www.sports-reference.com/cfb/players/paul-smith-2.html
Tulsa,CUSA,JR,QB,13,101,288,2.9,8,101,288,2.9,8,,,,,https://www.sports-reference.com/cfb/players/paul-smith-2.html
Tulsa,CUSA,SR,QB,14,105,119,1.1,13,105,119,1.1,13,,,,,https://www.sports-reference.com/cfb/players/paul-smith-2.html
Tulsa,328,666,2.0,28,328,666,2.0,28,,,,,,,,,https://www.sports-reference.com/cfb/players/paul-smith-2.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/adam-tafralis-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/adam-tafralis-1.html
San Jose State,WAC,FR,QB,9,34,58,1.7,2,1,1,1.0,0,35,59,1.7,2,https://www.sports-reference.com/cfb/players/adam-tafralis-1.html
San Jose State,WAC,SO,QB,11,47,100,2.1,3,47,100,2.1,3,,,,,https://www.sports-reference.com/cfb/players/adam-tafralis-1.html
San Jose State,WAC,JR,QB,13,90,224,2.5,2,90,224,2.5,2,,,,,https://www.sports-reference.com/cfb/players/adam-tafralis-1.html
San Jose State,WAC,SR,QB,12,76,181,2.4,2,3,25,8.3,0,79,206,2.6,2,https://www.sports-reference.com/cfb/players/adam-tafralis-1.html
San Jose State,247,563,2.3,9,4,26,6.5,0,251,589,2.3,9,,,,,https://www.sports-reference.com/cfb/players/adam-tafralis-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/kyle-wright-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/kyle-wright-1.html
Miami (FL),ACC,FR,QB,2,7,-43,-6.1,0,7,-43,-6.1,0,,,,,https://www.sports-reference.com/cfb/players/kyle-wright-1.html
Miami (FL),ACC,SO,QB,12,64,-101,-1.6,1,64,-101,-1.6,1,,,,,https://www.sports-reference.com/cfb/players/kyle-wright-1.html
Miami (FL),ACC,JR,QB,9,49,-21,-0.4,0,49,-21,-0.4,0,,,,,https://www.sports-reference.com/cfb/players/kyle-wright-1.html
Miami (FL),ACC,SR,QB,10,87,66,0.8,3,87,66,0.8,3,,,,,https://www.sports-reference.com/cfb/players/kyle-wright-1.html
Miami (FL),207,-99,-0.5,4,207,-99,-0.5,4,,,,,,,,,https://www.sports-reference.com/cfb/players/kyle-wright-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/erik-ainge-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/erik-ainge-1.html
Tennessee,SEC,FR,QB,9,16,-29,-1.8,0,16,-29,-1.8,0,,,,,https://www.sports-reference.com/cfb/players/erik-ainge-1.html
Tennessee,SEC,SO,QB,8,24,-64,-2.7,0,24,-64,-2.7,0,,,,,https://www.sports-reference.com/cfb/players/erik-ainge-1.html
Tennessee,SEC,JR,QB,12,26,-102,-3.9,1,26,-102,-3.9,1,,,,,https://www.sports-reference.com/cfb/players/erik-ainge-1.html
Tennessee,SEC,SR,QB,14,16,-32,-2.0,0,16,-32,-2.0,0,,,,,https://www.sports-reference.com/cfb/players/erik-ainge-1.html
Tennessee,82,-227,-2.8,1,82,-227,-2.8,1,,,,,,,,,https://www.sports-reference.com/cfb/players/erik-ainge-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/john-david-booty-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/john-david-booty-1.html
USC,Pac-10,FR,QB,5,1,-10,-10.0,0,1,-10,-10.0,0,,,,,https://www.sports-reference.com/cfb/players/john-david-booty-1.html
USC,Pac-10,SO,QB,10,4,-11,-2.8,0,4,-11,-2.8,0,,,,,https://www.sports-reference.com/cfb/players/john-david-booty-1.html
USC,Pac-10,JR,QB,13,33,-53,-1.6,1,33,-53,-1.6,1,,,,,https://www.sports-reference.com/cfb/players/john-david-booty-1.html
USC,Pac-10,SR,QB,10,23,-106,-4.6,1,23,-106,-4.6,1,,,,,https://www.sports-reference.com/cfb/players/john-david-booty-1.html
USC,61,-180,-3.0,2,61,-180,-3.0,2,,,,,,,,,https://www.sports-reference.com/cfb/players/john-david-booty-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/colt-brennan-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/colt-brennan-1.html
Hawaii,WAC,SO,QB,12,99,154,1.6,2,99,154,1.6,2,,,,,https://www.sports-reference.com/cfb/players/colt-brennan-1.html
Hawaii,WAC,JR,QB,14,86,366,4.3,5,86,366,4.3,5,,,,,https://www.sports-reference.com/cfb/players/colt-brennan-1.html
Hawaii,WAC,SR,QB,12,82,27,0.3,8,82,27,0.3,8,,,,,https://www.sports-reference.com/cfb/players/colt-brennan-1.html
Hawaii,267,547,2.0,15,267,547,2.0,15,,,,,,,,,https://www.sports-reference.com/cfb/players/colt-brennan-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/alex-brink-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/alex-brink-1.html
Washington State,Pac-10,FR,QB,11,49,-50,-1.0,1,49,-50,-1.0,1,,,,,https://www.sports-reference.com/cfb/players/alex-brink-1.html
Washington State,Pac-10,SO,QB,11,56,106,1.9,2,56,106,1.9,2,,,,,https://www.sports-reference.com/cfb/players/alex-brink-1.html
Washington State,Pac-10,JR,QB,12,78,8,0.1,2,1,4,4.0,1,79,12,0.2,3,https://www.sports-reference.com/cfb/players/alex-brink-1.html
Washington State,Pac-10,SR,QB,12,63,34,0.5,0,63,34,0.5,0,,,,,https://www.sports-reference.com/cfb/players/alex-brink-1.html
Washington State,246,98,0.4,5,1,4,4.0,1,247,102,0.4,6,,,,,https://www.sports-reference.com/cfb/players/alex-brink-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brian-brohm-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brian-brohm-1.html
Louisville,CUSA,FR,QB,11,27,81,3.0,2,27,81,3.0,2,,,,,https://www.sports-reference.com/cfb/players/brian-brohm-1.html
Louisville,Big East,SO,QB,10,41,-36,-0.9,4,1,8,8.0,0,42,-28,-0.7,4,https://www.sports-reference.com/cfb/players/brian-brohm-1.html
Louisville,Big East,JR,QB,11,47,45,1.0,0,47,45,1.0,0,,,,,https://www.sports-reference.com/cfb/players/brian-brohm-1.html
Louisville,Big East,SR,QB,12,57,-46,-0.8,3,1,-7,-7.0,0,58,-53,-0.9,3,https://www.sports-reference.com/cfb/players/brian-brohm-1.html
Louisville,172,44,0.3,9,2,1,0.5,0,174,45,0.3,9,,,,,https://www.sports-reference.com/cfb/players/brian-brohm-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/dennis-dixon-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/dennis-dixon-1.html
Oregon,Pac-10,FR,QB,6,10,40,4.0,0,10,40,4.0,0,,,,,https://www.sports-reference.com/cfb/players/dennis-dixon-1.html
Oregon,Pac-10,SO,QB,12,49,143,2.9,1,49,143,2.9,1,,,,,https://www.sports-reference.com/cfb/players/dennis-dixon-1.html
Oregon,Pac-10,JR,QB,12,94,442,4.7,2,94,442,4.7,2,,,,,https://www.sports-reference.com/cfb/players/dennis-dixon-1.html
Oregon,Pac-10,SR,QB,10,105,583,5.6,9,105,583,5.6,9,,,,,https://www.sports-reference.com/cfb/players/dennis-dixon-1.html
Oregon,258,1208,4.7,12,258,1208,4.7,12,,,,,,,,,https://www.sports-reference.com/cfb/players/dennis-dixon-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/matt-flynn-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/matt-flynn-1.html
LSU,SEC,FR,QB,10,3,-5,-1.7,0,3,-5,-1.7,0,,,,,https://www.sports-reference.com/cfb/players/matt-flynn-1.html
LSU,SEC,SO,QB,9,12,44,3.7,0,12,44,3.7,0,,,,,https://www.sports-reference.com/cfb/players/matt-flynn-1.html
LSU,SEC,JR,QB,10,13,86,6.6,1,13,86,6.6,1,,,,,https://www.sports-reference.com/cfb/players/matt-flynn-1.html
LSU,SEC,SR,QB,12,100,215,2.2,4,1,35,35.0,0,101,250,2.5,4,https://www.sports-reference.com/cfb/players/matt-flynn-1.html
LSU,128,340,2.7,5,1,35,35.0,0,129,375,2.9,5,,,,,https://www.sports-reference.com/cfb/players/matt-flynn-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/chad-henne-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/chad-henne-1.html
Michigan,Big Ten,FR,QB,12,55,-137,-2.5,2,55,-137,-2.5,2,,,,,https://www.sports-reference.com/cfb/players/chad-henne-1.html
Michigan,Big Ten,SO,QB,12,54,25,0.5,1,54,25,0.5,1,,,,,https://www.sports-reference.com/cfb/players/chad-henne-1.html
Michigan,Big Ten,JR,QB,13,47,-83,-1.8,0,47,-83,-1.8,0,,,,,https://www.sports-reference.com/cfb/players/chad-henne-1.html
Michigan,Big Ten,SR,QB,10,24,-120,-5.0,0,24,-120,-5.0,0,,,,,https://www.sports-reference.com/cfb/players/chad-henne-1.html
Michigan,180,-315,-1.8,3,180,-315,-1.8,3,,,,,,,,,https://www.sports-reference.com/cfb/players/chad-henne-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html
San Diego State,MWC,FR,QB,9,73,347,4.8,1,73,347,4.8,1,,,,,https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html
San Diego State,MWC,SO,QB,12,140,402,2.9,5,140,402,2.9,5,,,,,https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html
San Diego State,MWC,JR,QB,6,47,155,3.3,2,47,155,3.3,2,,,,,https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html
San Diego State,MWC,SR,QB,12,135,408,3.0,11,2,44,22.0,0,137,452,3.3,11,https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html
San Diego State,395,1312,3.3,19,2,44,22.0,0,397,1356,3.4,19,,,,,https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/matt-ryan-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/matt-ryan-1.html
Boston College,Big East,FR,QB,7,12,-3,-0.3,0,12,-3,-0.3,0,,,,,https://www.sports-reference.com/cfb/players/matt-ryan-1.html
Boston College,ACC,SO,QB,10,37,94,2.5,5,37,94,2.5,5,,,,,https://www.sports-reference.com/cfb/players/matt-ryan-1.html
Boston College,ACC,JR,QB,12,51,-35,-0.7,4,51,-35,-0.7,4,,,,,https://www.sports-reference.com/cfb/players/matt-ryan-1.html
Boston College,ACC,SR,QB,14,68,2,0.0,2,1,1,1.0,0,69,3,0.0,2,https://www.sports-reference.com/cfb/players/matt-ryan-1.html
Boston College,168,58,0.3,11,1,1,1.0,0,169,59,0.3,11,,,,,https://www.sports-reference.com/cfb/players/matt-ryan-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/andre-woodson-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/andre-woodson-1.html
Kentucky,SEC,FR,QB,7,36,-27,-0.8,0,36,-27,-0.8,0,,,,,https://www.sports-reference.com/cfb/players/andre-woodson-1.html
Kentucky,SEC,SO,QB,11,57,-133,-2.3,1,1,5,5.0,0,58,-128,-2.2,1,https://www.sports-reference.com/cfb/players/andre-woodson-1.html
Kentucky,SEC,JR,QB,13,70,-137,-2.0,1,70,-137,-2.0,1,,,,,https://www.sports-reference.com/cfb/players/andre-woodson-1.html
Kentucky,SEC,SR,QB,13,69,-193,-2.8,3,69,-193,-2.8,3,,,,,https://www.sports-reference.com/cfb/players/andre-woodson-1.html
Kentucky,232,-490,-2.1,5,1,5,5.0,0,233,-485,-2.1,5,,,,,https://www.sports-reference.com/cfb/players/andre-woodson-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/chase-holbrook-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/chase-holbrook-1.html
New Mexico State,WAC,SO,QB,12,80,-78,-1.0,4,80,-78,-1.0,4,,,,,https://www.sports-reference.com/cfb/players/chase-holbrook-1.html
New Mexico State,WAC,JR,QB,12,55,5,0.1,2,55,5,0.1,2,,,,,https://www.sports-reference.com/cfb/players/chase-holbrook-1.html
New Mexico State,WAC,SR,QB,12,81,-196,-2.4,2,81,-196,-2.4,2,,,,,https://www.sports-reference.com/cfb/players/chase-holbrook-1.html
New Mexico State,216,-269,-1.2,8,216,-269,-1.2,8,,,,,,,,,https://www.sports-reference.com/cfb/players/chase-holbrook-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/cullen-harper-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/cullen-harper-1.html
Clemson,ACC,FR,QB,1,1,-4,-4.0,0,1,-4,-4.0,0,,,,,https://www.sports-reference.com/cfb/players/cullen-harper-1.html
Clemson,ACC,SO,QB,4,5,20,4.0,0,5,20,4.0,0,,,,,https://www.sports-reference.com/cfb/players/cullen-harper-1.html
Clemson,ACC,JR,QB,13,71,-89,-1.3,3,71,-89,-1.3,3,,,,,https://www.sports-reference.com/cfb/players/cullen-harper-1.html
Clemson,ACC,SR,QB,13,54,-140,-2.6,2,54,-140,-2.6,2,,,,,https://www.sports-reference.com/cfb/players/cullen-harper-1.html
Clemson,131,-213,-1.6,5,131,-213,-1.6,5,,,,,,,,,https://www.sports-reference.com/cfb/players/cullen-harper-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/tom-brandstater-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/tom-brandstater-1.html
Fresno State,WAC,SO,QB,8,1,-2,-2.0,0,1,-2,-2.0,0,,,,,https://www.sports-reference.com/cfb/players/tom-brandstater-1.html
Fresno State,WAC,SO,QB,11,32,86,2.7,1,32,86,2.7,1,,,,,https://www.sports-reference.com/cfb/players/tom-brandstater-1.html
Fresno State,WAC,JR,QB,13,48,118,2.5,3,48,118,2.5,3,,,,,https://www.sports-reference.com/cfb/players/tom-brandstater-1.html
Fresno State,WAC,SR,QB,13,51,-50,-1.0,4,51,-50,-1.0,4,,,,,https://www.sports-reference.com/cfb/players/tom-brandstater-1.html
Fresno State,132,152,1.2,8,132,152,1.2,8,,,,,,,,,https://www.sports-reference.com/cfb/players/tom-brandstater-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/hunter-cantwell-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/hunter-cantwell-1.html
Louisville,Big East,FR,QB,8,12,-52,-4.3,0,12,-52,-4.3,0,,,,,https://www.sports-reference.com/cfb/players/hunter-cantwell-1.html
Louisville,Big East,SO,QB,7,5,-16,-3.2,0,5,-16,-3.2,0,,,,,https://www.sports-reference.com/cfb/players/hunter-cantwell-1.html
Louisville,Big East,JR,QB,3,0,0,0,,,,,,,,,,https://www.sports-reference.com/cfb/players/hunter-cantwell-1.html
Louisville,Big East,SR,QB,12,39,-115,-2.9,1,39,-115,-2.9,1,,,,,https://www.sports-reference.com/cfb/players/hunter-cantwell-1.html
Louisville,56,-183,-3.3,1,56,-183,-3.3,1,,,,,,,,,https://www.sports-reference.com/cfb/players/hunter-cantwell-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/rudy-carpenter-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/rudy-carpenter-1.html
Arizona State,Pac-10,FR,QB,9,42,-9,-0.2,1,1,-6,-6.0,0,43,-15,-0.3,1,https://www.sports-reference.com/cfb/players/rudy-carpenter-1.html
Arizona State,Pac-10,SO,QB,13,84,69,0.8,0,84,69,0.8,0,,,,,https://www.sports-reference.com/cfb/players/rudy-carpenter-1.html
Arizona State,Pac-10,JR,QB,13,93,-205,-2.2,0,1,-7,-7.0,0,94,-212,-2.3,0,https://www.sports-reference.com/cfb/players/rudy-carpenter-1.html
Arizona State,Pac-10,SR,QB,12,52,-150,-2.9,1,1,-1,-1.0,0,53,-151,-2.8,1,https://www.sports-reference.com/cfb/players/rudy-carpenter-1.html
Arizona State,271,-295,-1.1,2,3,-14,-4.7,0,274,-309,-1.1,2,,,,,https://www.sports-reference.com/cfb/players/rudy-carpenter-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/chase-daniel-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/chase-daniel-1.html
Missouri,Big 12,FR,QB,10,39,57,1.5,1,39,57,1.5,1,,,,,https://www.sports-reference.com/cfb/players/chase-daniel-1.html
Missouri,Big 12,SO,QB,13,147,379,2.6,4,147,379,2.6,4,,,,,https://www.sports-reference.com/cfb/players/chase-daniel-1.html
Missouri,Big 12,JR,QB,14,109,253,2.3,4,109,253,2.3,4,,,,,https://www.sports-reference.com/cfb/players/chase-daniel-1.html
Missouri,Big 12,SR,QB,14,69,281,4.1,1,69,281,4.1,1,,,,,https://www.sports-reference.com/cfb/players/chase-daniel-1.html
Missouri,364,970,2.7,10,364,970,2.7,10,,,,,,,,,https://www.sports-reference.com/cfb/players/chase-daniel-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/nate-davis-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/nate-davis-1.html
Ball State,MAC,FR,QB,12,29,-48,-1.7,0,1,15,15.0,0,30,-33,-1.1,0,https://www.sports-reference.com/cfb/players/nate-davis-1.html
Ball State,MAC,SO,QB,13,78,235,3.0,5,1,9,9.0,0,79,244,3.1,5,https://www.sports-reference.com/cfb/players/nate-davis-1.html
Ball State,MAC,JR,QB,14,66,312,4.7,5,1,4,4.0,1,67,316,4.7,6,https://www.sports-reference.com/cfb/players/nate-davis-1.html
Ball State,173,499,2.9,10,3,28,9.3,1,176,527,3.0,11,,,,,https://www.sports-reference.com/cfb/players/nate-davis-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/josh-freeman-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/josh-freeman-1.html
Kansas State,Big 12,FR,QB,11,54,-21,-0.4,2,54,-21,-0.4,2,,,,,https://www.sports-reference.com/cfb/players/josh-freeman-1.html
Kansas State,Big 12,SO,QB,12,53,-40,-0.8,4,53,-40,-0.8,4,,,,,https://www.sports-reference.com/cfb/players/josh-freeman-1.html
Kansas State,Big 12,JR,QB,12,107,404,3.8,14,107,404,3.8,14,,,,,https://www.sports-reference.com/cfb/players/josh-freeman-1.html
Kansas State,214,343,1.6,20,214,343,1.6,20,,,,,,,,,https://www.sports-reference.com/cfb/players/josh-freeman-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/graham-harrell-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/graham-harrell-1.html
Texas Tech,Big 12,FR,QB,6,2,-10,-5.0,0,2,-10,-5.0,0,,,,,https://www.sports-reference.com/cfb/players/graham-harrell-1.html
Texas Tech,Big 12,SO,QB,13,32,-66,-2.1,2,1,-1,-1.0,0,33,-67,-2.0,2,https://www.sports-reference.com/cfb/players/graham-harrell-1.html
Texas Tech,Big 12,JR,QB,13,38,-91,-2.4,4,38,-91,-2.4,4,,,,,https://www.sports-reference.com/cfb/players/graham-harrell-1.html
Texas Tech,Big 12,SR,QB,13,41,-15,-0.4,6,41,-15,-0.4,6,,,,,https://www.sports-reference.com/cfb/players/graham-harrell-1.html
Texas Tech,113,-182,-1.6,12,1,-1,-1.0,0,114,-183,-1.6,12,,,,,https://www.sports-reference.com/cfb/players/graham-harrell-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brian-hoyer-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brian-hoyer-1.html
Michigan State,Big Ten,FR,QB,5,2,6,3.0,0,2,6,3.0,0,,,,,https://www.sports-reference.com/cfb/players/brian-hoyer-1.html
Michigan State,Big Ten,SO,QB,8,13,-36,-2.8,0,13,-36,-2.8,0,,,,,https://www.sports-reference.com/cfb/players/brian-hoyer-1.html
Michigan State,Big Ten,JR,QB,13,47,-105,-2.2,1,47,-105,-2.2,1,,,,,https://www.sports-reference.com/cfb/players/brian-hoyer-1.html
Michigan State,Big Ten,SR,QB,13,43,-94,-2.2,1,1,24,24.0,0,44,-70,-1.6,1,https://www.sports-reference.com/cfb/players/brian-hoyer-1.html
Michigan State,105,-229,-2.2,2,1,24,24.0,0,106,-205,-1.9,2,,,,,https://www.sports-reference.com/cfb/players/brian-hoyer-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/stephen-mcgee-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/stephen-mcgee-1.html
Texas A&M,Big 12,FR,QB,8,43,235,5.5,2,43,235,5.5,2,,,,,https://www.sports-reference.com/cfb/players/stephen-mcgee-1.html
Texas A&M,Big 12,SO,QB,13,146,666,4.6,4,1,12,12.0,0,147,678,4.6,4,https://www.sports-reference.com/cfb/players/stephen-mcgee-1.html
Texas A&M,Big 12,JR,QB,13,181,899,5.0,5,181,899,5.0,5,,,,,https://www.sports-reference.com/cfb/players/stephen-mcgee-1.html
Texas A&M,Big 12,SR,QB,6,17,-50,-2.9,0,17,-50,-2.9,0,,,,,https://www.sports-reference.com/cfb/players/stephen-mcgee-1.html
Texas A&M,387,1750,4.5,11,1,12,12.0,0,388,1762,4.5,11,,,,,https://www.sports-reference.com/cfb/players/stephen-mcgee-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/curtis-painter-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/curtis-painter-1.html
Purdue,Big Ten,FR,QB,9,52,251,4.8,4,52,251,4.8,4,,,,,https://www.sports-reference.com/cfb/players/curtis-painter-1.html
Purdue,Big Ten,SO,QB,14,76,107,1.4,6,0,1,0,76,108,1.4,6,,https://www.sports-reference.com/cfb/players/curtis-painter-1.html
Purdue,Big Ten,JR,QB,13,53,-20,-0.4,3,53,-20,-0.4,3,,,,,https://www.sports-reference.com/cfb/players/curtis-painter-1.html
Purdue,Big Ten,SR,QB,10,44,10,0.2,0,1,18,18.0,0,45,28,0.6,0,https://www.sports-reference.com/cfb/players/curtis-painter-1.html
Purdue,225,348,1.5,13,1,19,19.0,0,226,367,1.6,13,,,,,https://www.sports-reference.com/cfb/players/curtis-painter-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/mark-sanchez-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/mark-sanchez-1.html
USC,Pac-10,FR,QB,6,4,-5,-1.3,1,4,-5,-1.3,1,,,,,https://www.sports-reference.com/cfb/players/mark-sanchez-1.html
USC,Pac-10,SO,QB,8,14,22,1.6,0,14,22,1.6,0,,,,,https://www.sports-reference.com/cfb/players/mark-sanchez-1.html
USC,Pac-10,JR,QB,13,52,16,0.3,3,52,16,0.3,3,,,,,https://www.sports-reference.com/cfb/players/mark-sanchez-1.html
USC,70,33,0.5,4,70,33,0.5,4,,,,,,,,,https://www.sports-reference.com/cfb/players/mark-sanchez-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/matthew-stafford-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/matthew-stafford-1.html
Georgia,SEC,FR,QB,13,47,191,4.1,3,1,-6,-6.0,0,48,185,3.9,3,https://www.sports-reference.com/cfb/players/matthew-stafford-1.html
Georgia,SEC,SO,QB,13,39,-18,-0.5,2,39,-18,-0.5,2,,,,,https://www.sports-reference.com/cfb/players/matthew-stafford-1.html
Georgia,SEC,JR,QB,13,55,40,0.7,1,55,40,0.7,1,,,,,https://www.sports-reference.com/cfb/players/matthew-stafford-1.html
Georgia,141,213,1.5,6,1,-6,-6.0,0,142,207,1.5,6,,,,,https://www.sports-reference.com/cfb/players/matthew-stafford-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/pat-white-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/pat-white-1.html
West Virginia,Big East,FR,QB,12,131,952,7.3,7,131,952,7.3,7,,,,,https://www.sports-reference.com/cfb/players/pat-white-1.html
West Virginia,Big East,SO,QB,12,165,1219,7.4,18,165,1219,7.4,18,,,,,https://www.sports-reference.com/cfb/players/pat-white-1.html
West Virginia,Big East,JR,QB,13,197,1335,6.8,14,197,1335,6.8,14,,,,,https://www.sports-reference.com/cfb/players/pat-white-1.html
West Virginia,Big East,SR,QB,12,191,974,5.1,8,191,974,5.1,8,,,,,https://www.sports-reference.com/cfb/players/pat-white-1.html
West Virginia,684,4480,6.5,47,684,4480,6.5,47,,,,,,,,,https://www.sports-reference.com/cfb/players/pat-white-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/drew-willy-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/drew-willy-1.html
Buffalo,MAC,FR,QB,10,82,-32,-0.4,0,82,-32,-0.4,0,,,,,https://www.sports-reference.com/cfb/players/drew-willy-1.html
Buffalo,MAC,SO,QB,8,68,-2,0.0,1,68,-2,0.0,1,,,,,https://www.sports-reference.com/cfb/players/drew-willy-1.html
Buffalo,MAC,JR,QB,12,60,-44,-0.7,2,1,-17,-17.0,0,61,-61,-1.0,2,https://www.sports-reference.com/cfb/players/drew-willy-1.html
Buffalo,MAC,SR,QB,14,65,-115,-1.8,4,65,-115,-1.8,4,,,,,https://www.sports-reference.com/cfb/players/drew-willy-1.html
Buffalo,275,-193,-0.7,7,1,-17,-17.0,0,276,-210,-0.8,7,,,,,https://www.sports-reference.com/cfb/players/drew-willy-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/john-parker-wilson-1.html
