URL,Year,School,Conf,Class,Pos,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,0,1,2,3,4,5,6,7,8,9,10,11,12,13
https://www.sports-reference.com/cfb/players/tyler-palko-1.html,,,,,,,,,,,,,,,,Pitt,Big East,SR,QB,12,220,322,68.3,2871,8.9,9.2,25,9,163.2
https://www.sports-reference.com/cfb/players/tyler-palko-1.html,,,,,,,,,,,,,,,,Pitt,645,1075,60.0,8343,7.8,7.9,66,25,140.8,,,,
https://www.sports-reference.com/cfb/players/jordan-palmer-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jordan-palmer-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jordan-palmer-1.html,,,,,,,,,,,,,,,,UTEP,WAC,FR,QB,10,98,198,49.5,1168,5.9,3.7,7,13,97.6
https://www.sports-reference.com/cfb/players/jordan-palmer-1.html,,,,,,,,,,,,,,,,UTEP,WAC,SO,QB,12,213,366,58.2,2818,7.7,6.9,26,18,136.5
https://www.sports-reference.com/cfb/players/jordan-palmer-1.html,,,,,,,,,,,,,,,,UTEP,CUSA,JR,QB,12,258,434,59.4,3503,8.1,7.4,29,19,140.5
https://www.sports-reference.com/cfb/players/jordan-palmer-1.html,,,,,,,,,,,,,,,,UTEP,CUSA,SR,QB,12,282,429,65.7,3595,8.4,8.1,26,14,149.6
https://www.sports-reference.com/cfb/players/jordan-palmer-1.html,,,,,,,,,,,,,,,,UTEP,851,1427,59.6,11084,7.8,7.0,88,64,136.3,,,,
https://www.sports-reference.com/cfb/players/brady-quinn-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brady-quinn-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brady-quinn-1.html,,,,,,,,,,,,,,,,Notre Dame,Ind,FR,QB,12,157,332,47.3,1831,5.5,4.0,9,15,93.5
https://www.sports-reference.com/cfb/players/brady-quinn-1.html,,,,,,,,,,,,,,,,Notre Dame,Ind,SO,QB,12,191,353,54.1,2586,7.3,7.0,17,10,125.9
https://www.sports-reference.com/cfb/players/brady-quinn-1.html,,,,,,,,,,,,,,,,Notre Dame,Ind,JR,QB,12,292,450,64.9,3919,8.7,9.4,32,7,158.4
https://www.sports-reference.com/cfb/players/brady-quinn-1.html,,,,,,,,,,,,,,,,Notre Dame,Ind,SR,QB,13,289,467,61.9,3426,7.3,8.2,37,7,146.7
https://www.sports-reference.com/cfb/players/brady-quinn-1.html,,,,,,,,,,,,,,,,Notre Dame,929,1602,58.0,11762,7.3,7.4,95,39,134.4,,,,
https://www.sports-reference.com/cfb/players/jeff-rowe-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-rowe-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-rowe-1.html,,,,,,,,,,,,,,,,Nevada,WAC,FR,QB,6,17,26,65.4,138,5.3,6.1,1,0,122.7
https://www.sports-reference.com/cfb/players/jeff-rowe-1.html,,,,,,,,,,,,,,,,Nevada,WAC,SO,QB,3,22,47,46.8,259,5.5,3.1,1,3,87.4
https://www.sports-reference.com/cfb/players/jeff-rowe-1.html,,,,,,,,,,,,,,,,Nevada,WAC,JR,QB,12,230,394,58.4,2633,6.7,6.1,15,12,121.0
https://www.sports-reference.com/cfb/players/jeff-rowe-1.html,,,,,,,,,,,,,,,,Nevada,WAC,SR,QB,12,241,389,62.0,2925,7.5,7.4,21,10,137.8
https://www.sports-reference.com/cfb/players/jeff-rowe-1.html,,,,,,,,,,,,,,,,Nevada,WAC,SR,QB,12,172,266,64.7,1907,7.2,7.1,17,8,140.0
https://www.sports-reference.com/cfb/players/jeff-rowe-1.html,,,,,,,,,,,,,,,,Nevada,682,1122,60.8,7862,7.0,6.7,55,33,129.9,,,,
https://www.sports-reference.com/cfb/players/jamarcus-russell-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamarcus-russell-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamarcus-russell-1.html,,,,,,,,,,,,,,,,LSU,SEC,SO,QB,11,73,144,50.7,1053,7.3,7.3,9,4,127.2
https://www.sports-reference.com/cfb/players/jamarcus-russell-1.html,,,,,,,,,,,,,,,,LSU,SEC,JR,QB,12,188,311,60.5,2443,7.9,7.5,15,9,136.6
https://www.sports-reference.com/cfb/players/jamarcus-russell-1.html,,,,,,,,,,,,,,,,LSU,SEC,JR,QB,13,232,342,67.8,3129,9.1,9.7,28,8,167.0
https://www.sports-reference.com/cfb/players/jamarcus-russell-1.html,,,,,,,,,,,,,,,,LSU,493,797,61.9,6625,8.3,8.4,52,21,147.9,,,,
https://www.sports-reference.com/cfb/players/troy-smith-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/troy-smith-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/troy-smith-1.html,,,,,,,,,,,,,,,,Ohio State,Big Ten,SO,QB,11,,,,,,,,,
https://www.sports-reference.com/cfb/players/troy-smith-1.html,,,,,,,,,,,,,,,,Ohio State,Big Ten,JR,QB,8,68,122,55.7,896,7.3,7.5,8,3,134.2
https://www.sports-reference.com/cfb/players/troy-smith-1.html,,,,,,,,,,,,,,,,Ohio State,Big Ten,SR,QB,11,149,237,62.9,2282,9.6,10.2,16,4,162.7
https://www.sports-reference.com/cfb/players/troy-smith-1.html,,,,,,,,,,,,,,,,Ohio State,Big Ten,SR,QB,13,203,311,65.3,2542,8.2,9.2,30,6,161.9
https://www.sports-reference.com/cfb/players/troy-smith-1.html,,,,,,,,,,,,,,,,Ohio State,420,670,62.7,5720,8.5,9.3,54,13,157.1,,,,
https://www.sports-reference.com/cfb/players/drew-stanton-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/drew-stanton-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/drew-stanton-1.html,,,,,,,,,,,,,,,,Michigan State,Big Ten,SO,QB,13,2,3,66.7,39,13.0,13.0,0,0,175.9
https://www.sports-reference.com/cfb/players/drew-stanton-1.html,,,,,,,,,,,,,,,,Michigan State,Big Ten,JR,QB,10,141,220,64.1,1601,7.3,6.8,8,6,131.8
https://www.sports-reference.com/cfb/players/drew-stanton-1.html,,,,,,,,,,,,,,,,Michigan State,Big Ten,JR,QB,11,236,354,66.7,3077,8.7,8.4,22,12,153.4
https://www.sports-reference.com/cfb/players/drew-stanton-1.html,,,,,,,,,,,,,,,,Michigan State,Big Ten,SR,QB,11,164,269,61.0,1807,6.7,5.9,12,10,124.7
https://www.sports-reference.com/cfb/players/drew-stanton-1.html,,,,,,,,,,,,,,,,Michigan State,543,846,64.2,6524,7.7,7.2,42,28,138.7,,,,
https://www.sports-reference.com/cfb/players/isaiah-stanback-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/isaiah-stanback-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/isaiah-stanback-1.html,,,,,,,,,,,,,,,,Washington,Pac-10,FR,QB,11,2,2,100.0,18,9.0,9.0,0,0,175.6
https://www.sports-reference.com/cfb/players/isaiah-stanback-1.html,,,,,,,,,,,,,,,,Washington,Pac-10,SO,QB,6,23,68,33.8,389,5.7,4.6,3,3,87.6
https://www.sports-reference.com/cfb/players/isaiah-stanback-1.html,,,,,,,,,,,,,,,,Washington,Pac-10,JR,QB,11,143,264,54.2,2136,8.1,7.8,9,6,128.8
https://www.sports-reference.com/cfb/players/isaiah-stanback-1.html,,,,,,,,,,,,,,,,Washington,Pac-10,SR,QB,8,101,189,53.4,1325,7.0,7.4,10,3,126.6
https://www.sports-reference.com/cfb/players/isaiah-stanback-1.html,,,,,,,,,,,,,,,,Washington,269,523,51.4,3868,7.4,7.2,22,12,122.9,,,,
https://www.sports-reference.com/cfb/players/tc-ostrander-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tc-ostrander-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tc-ostrander-1.html,,,,,,,,,,,,,,,,Stanford,Pac-10,FR,QB,6,56,126,44.4,914,7.3,7.2,4,2,112.7
https://www.sports-reference.com/cfb/players/tc-ostrander-1.html,,,,,,,,,,,,,,,,Stanford,Pac-10,JR,QB,6,39,67,58.2,529,7.9,7.5,1,1,126.5
https://www.sports-reference.com/cfb/players/tc-ostrander-1.html,,,,,,,,,,,,,,,,Stanford,Pac-10,JR,QB,10,72,158,45.6,918,5.8,4.8,3,5,94.3
https://www.sports-reference.com/cfb/players/tc-ostrander-1.html,,,,,,,,,,,,,,,,Stanford,Pac-10,SR,QB,8,130,229,56.8,1422,6.2,6.2,7,3,116.4
https://www.sports-reference.com/cfb/players/tc-ostrander-1.html,,,,,,,,,,,,,,,,Stanford,297,580,51.2,3783,6.5,6.2,15,11,110.7,,,,
https://www.sports-reference.com/cfb/players/bernard-morris-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bernard-morris-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bernard-morris-1.html,,,,,,,,,,,,,,,,Marshall,MAC,SO,QB,3,0,1,0.0,0,0.0,0.0,0,0,0.0
https://www.sports-reference.com/cfb/players/bernard-morris-1.html,,,,,,,,,,,,,,,,Marshall,CUSA,SO,QB,9,114,216,52.8,1121,5.2,4.5,6,6,100.0
https://www.sports-reference.com/cfb/players/bernard-morris-1.html,,,,,,,,,,,,,,,,Marshall,CUSA,JR,QB,11,116,188,61.7,1346,7.2,5.1,8,12,123.1
https://www.sports-reference.com/cfb/players/bernard-morris-1.html,,,,,,,,,,,,,,,,Marshall,CUSA,SR,QB,12,253,398,63.6,3149,7.9,7.6,17,10,139.1
https://www.sports-reference.com/cfb/players/bernard-morris-1.html,,,,,,,,,,,,,,,,Marshall,483,803,60.1,5616,7.0,6.2,31,28,124.7,,,,
https://www.sports-reference.com/cfb/players/anthony-morelli-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-morelli-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-morelli-1.html,,,,,,,,,,,,,,,,Penn State,Big Ten,QB,5,5,13,38.5,45,3.5,0.0,0,1,52.2,
https://www.sports-reference.com/cfb/players/anthony-morelli-1.html,,,,,,,,,,,,,,,,Penn State,Big Ten,QB,6,13,20,65.0,155,7.8,8.8,1,0,146.6,
https://www.sports-reference.com/cfb/players/anthony-morelli-1.html,,,,,,,,,,,,,,,,Penn State,Big Ten,JR,QB,13,208,386,53.9,2424,6.3,5.9,11,8,111.9
https://www.sports-reference.com/cfb/players/anthony-morelli-1.html,,,,,,,,,,,,,,,,Penn State,Big Ten,SR,QB,13,234,402,58.2,2651,6.6,6.4,19,10,124.2
https://www.sports-reference.com/cfb/players/anthony-morelli-1.html,,,,,,,,,,,,,,,,Penn State,460,821,56.0,5275,6.4,6.1,31,19,117.8,,,,
https://www.sports-reference.com/cfb/players/sam-keller-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sam-keller-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sam-keller-1.html,,,,,,,,,,,,,,,,Arizona State,Pac-10,FR,QB,6,23,43,53.5,247,5.7,5.2,1,1,104.8
https://www.sports-reference.com/cfb/players/sam-keller-1.html,,,,,,,,,,,,,,,,Arizona State,Pac-10,SO,QB,6,42,71,59.2,606,8.5,9.3,5,1,151.3
https://www.sports-reference.com/cfb/players/sam-keller-1.html,,,,,,,,,,,,,,,,Arizona State,Pac-10,JR,QB,8,155,264,58.7,2165,8.2,8.2,20,9,145.8
https://www.sports-reference.com/cfb/players/sam-keller-1.html,,,,,,,,,,,,,,,,Nebraska,Big 12,SR,QB,9,205,325,63.1,2422,7.5,6.9,14,10,133.7
https://www.sports-reference.com/cfb/players/sam-keller-1.html,,,,,,,,,,,,,,,,Overall,425,703,60.5,5440,7.7,7.5,40,21,138.3,,,,
https://www.sports-reference.com/cfb/players/sam-keller-1.html,,,,,,,,,,,,,,,,Arizona State,220,378,58.2,3018,8.0,8.1,26,11,142.1,,,,
https://www.sports-reference.com/cfb/players/sam-keller-1.html,,,,,,,,,,,,,,,,Nebraska,205,325,63.1,2422,7.5,6.9,14,10,133.7,,,,
https://www.sports-reference.com/cfb/players/paul-smith-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/paul-smith-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/paul-smith-2.html,,,,,,,,,,,,,,,,Tulsa,WAC,FR,QB,7,21,34,61.8,297,8.7,8.0,1,1,139.0
https://www.sports-reference.com/cfb/players/paul-smith-2.html,,,,,,,,,,,,,,,,Tulsa,CUSA,SO,QB,13,227,364,62.4,2847,7.8,8.2,20,6,142.9
https://www.sports-reference.com/cfb/players/paul-smith-2.html,,,,,,,,,,,,,,,,Tulsa,CUSA,JR,QB,13,233,350,66.6,2727,7.8,7.5,15,9,141.0
https://www.sports-reference.com/cfb/players/paul-smith-2.html,,,,,,,,,,,,,,,,Tulsa,CUSA,SR,QB,14,327,544,60.1,5065,9.3,9.5,47,19,159.8
https://www.sports-reference.com/cfb/players/paul-smith-2.html,,,,,,,,,,,,,,,,Tulsa,808,1292,62.5,10936,8.5,8.5,83,35,149.4,,,,
https://www.sports-reference.com/cfb/players/adam-tafralis-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/adam-tafralis-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/adam-tafralis-1.html,,,,,,,,,,,,,,,,San Jose State,WAC,FR,QB,9,29,65,44.6,432,6.6,6.6,2,1,107.5
https://www.sports-reference.com/cfb/players/adam-tafralis-1.html,,,,,,,,,,,,,,,,San Jose State,WAC,SO,QB,11,142,286,49.7,1810,6.3,5.5,11,10,108.5
https://www.sports-reference.com/cfb/players/adam-tafralis-1.html,,,,,,,,,,,,,,,,San Jose State,WAC,JR,QB,13,181,276,65.6,2284,8.3,8.7,21,7,155.1
https://www.sports-reference.com/cfb/players/adam-tafralis-1.html,,,,,,,,,,,,,,,,San Jose State,WAC,SR,QB,12,251,400,62.8,3022,7.6,7.2,18,11,135.6
https://www.sports-reference.com/cfb/players/adam-tafralis-1.html,,,,,,,,,,,,,,,,San Jose State,603,1027,58.7,7548,7.3,7.1,52,29,131.5,,,,
https://www.sports-reference.com/cfb/players/kyle-wright-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kyle-wright-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kyle-wright-1.html,,,,,,,,,,,,,,,,Miami (FL),ACC,FR,QB,2,5,9,55.6,30,3.3,3.3,0,0,83.6
https://www.sports-reference.com/cfb/players/kyle-wright-1.html,,,,,,,,,,,,,,,,Miami (FL),ACC,SO,QB,12,180,307,58.6,2403,7.8,7.5,18,10,137.2
https://www.sports-reference.com/cfb/players/kyle-wright-1.html,,,,,,,,,,,,,,,,Miami (FL),ACC,JR,QB,9,152,250,60.8,1655,6.6,6.0,8,7,121.4
https://www.sports-reference.com/cfb/players/kyle-wright-1.html,,,,,,,,,,,,,,,,Miami (FL),ACC,SR,QB,10,141,241,58.5,1747,7.2,5.6,12,14,124.2
https://www.sports-reference.com/cfb/players/kyle-wright-1.html,,,,,,,,,,,,,,,,Miami (FL),478,807,59.2,5835,7.2,6.4,38,31,127.8,,,,
https://www.sports-reference.com/cfb/players/erik-ainge-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/erik-ainge-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/erik-ainge-1.html,,,,,,,,,,,,,,,,Tennessee,SEC,FR,QB,9,109,198,55.1,1452,7.3,7.0,17,9,135.9
https://www.sports-reference.com/cfb/players/erik-ainge-1.html,,,,,,,,,,,,,,,,Tennessee,SEC,SO,QB,8,66,145,45.5,737,5.1,3.6,5,7,89.9
https://www.sports-reference.com/cfb/players/erik-ainge-1.html,,,,,,,,,,,,,,,,Tennessee,SEC,JR,QB,12,233,348,67.0,2989,8.6,8.5,19,9,151.9
https://www.sports-reference.com/cfb/players/erik-ainge-1.html,,,,,,,,,,,,,,,,Tennessee,SEC,SR,QB,14,325,519,62.6,3522,6.8,7.1,31,10,135.5
https://www.sports-reference.com/cfb/players/erik-ainge-1.html,,,,,,,,,,,,,,,,Tennessee,733,1210,60.6,8700,7.2,7.1,72,35,134.8,,,,
https://www.sports-reference.com/cfb/players/john-david-booty-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/john-david-booty-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/john-david-booty-1.html,,,,,,,,,,,,,,,,USC,Pac-10,FR,QB,5,7,14,50.0,90,6.4,6.4,0,0,104.0
https://www.sports-reference.com/cfb/players/john-david-booty-1.html,,,,,,,,,,,,,,,,USC,Pac-10,SO,QB,10,27,42,64.3,327,7.8,7.1,3,2,143.7
https://www.sports-reference.com/cfb/players/john-david-booty-1.html,,,,,,,,,,,,,,,,USC,Pac-10,JR,QB,13,269,436,61.7,3347,7.7,8.1,29,9,144.0
https://www.sports-reference.com/cfb/players/john-david-booty-1.html,,,,,,,,,,,,,,,,USC,Pac-10,SR,QB,10,215,340,63.2,2361,6.9,7.0,23,10,138.0
https://www.sports-reference.com/cfb/players/john-david-booty-1.html,,,,,,,,,,,,,,,,USC,518,832,62.3,6125,7.4,7.5,55,21,140.9,,,,
https://www.sports-reference.com/cfb/players/colt-brennan-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/colt-brennan-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/colt-brennan-1.html,,,,,,,,,,,,,,,,Hawaii,WAC,SO,QB,12,350,515,68.0,4301,8.4,8.6,35,13,155.5
https://www.sports-reference.com/cfb/players/colt-brennan-1.html,,,,,,,,,,,,,,,,Hawaii,WAC,JR,QB,14,406,559,72.6,5549,9.9,11.0,58,12,186.0
https://www.sports-reference.com/cfb/players/colt-brennan-1.html,,,,,,,,,,,,,,,,Hawaii,WAC,SR,QB,12,359,510,70.4,4343,8.5,8.5,38,17,159.8
https://www.sports-reference.com/cfb/players/colt-brennan-1.html,,,,,,,,,,,,,,,,Hawaii,1115,1584,70.4,14193,9.0,9.4,131,42,167.6,,,,
https://www.sports-reference.com/cfb/players/alex-brink-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/alex-brink-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/alex-brink-1.html,,,,,,,,,,,,,,,,Washington State,Pac-10,FR,QB,11,97,194,50.0,1305,6.7,6.3,7,5,113.3
https://www.sports-reference.com/cfb/players/alex-brink-1.html,,,,,,,,,,,,,,,,Washington State,Pac-10,SO,QB,11,205,358,57.3,2891,8.1,7.8,24,13,140.0
https://www.sports-reference.com/cfb/players/alex-brink-1.html,,,,,,,,,,,,,,,,Washington State,Pac-10,JR,QB,12,241,396,60.9,2899,7.3,7.1,19,10,133.1
https://www.sports-reference.com/cfb/players/alex-brink-1.html,,,,,,,,,,,,,,,,Washington State,Pac-10,SR,QB,12,305,503,60.6,3818,7.6,7.3,26,15,135.5
https://www.sports-reference.com/cfb/players/alex-brink-1.html,,,,,,,,,,,,,,,,Washington State,848,1451,58.4,10913,7.5,7.2,76,43,133.0,,,,
https://www.sports-reference.com/cfb/players/brian-brohm-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brian-brohm-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brian-brohm-1.html,,,,,,,,,,,,,,,,Louisville,CUSA,FR,QB,11,66,98,67.3,819,8.4,8.7,6,2,153.7
https://www.sports-reference.com/cfb/players/brian-brohm-1.html,,,,,,,,,,,,,,,,Louisville,Big East,SO,QB,10,207,301,68.8,2883,9.6,10.1,19,5,166.7
https://www.sports-reference.com/cfb/players/brian-brohm-1.html,,,,,,,,,,,,,,,,Louisville,Big East,JR,QB,11,199,313,63.6,3049,9.7,10.0,16,5,159.1
https://www.sports-reference.com/cfb/players/brian-brohm-1.html,,,,,,,,,,,,,,,,Louisville,Big East,SR,QB,12,308,473,65.1,4024,8.5,8.6,30,12,152.4
https://www.sports-reference.com/cfb/players/brian-brohm-1.html,,,,,,,,,,,,,,,,Louisville,780,1185,65.8,10775,9.1,9.4,71,24,157.9,,,,
https://www.sports-reference.com/cfb/players/dennis-dixon-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dennis-dixon-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dennis-dixon-1.html,,,,,,,,,,,,,,,,Oregon,Pac-10,FR,QB,6,6,15,40.0,73,4.9,4.9,0,0,80.9
https://www.sports-reference.com/cfb/players/dennis-dixon-1.html,,,,,,,,,,,,,,,,Oregon,Pac-10,SO,QB,12,69,104,66.3,777,7.5,7.3,6,3,142.4
https://www.sports-reference.com/cfb/players/dennis-dixon-1.html,,,,,,,,,,,,,,,,Oregon,Pac-10,JR,QB,12,197,322,61.2,2143,6.7,5.4,12,14,120.7
https://www.sports-reference.com/cfb/players/dennis-dixon-1.html,,,,,,,,,,,,,,,,Oregon,Pac-10,SR,QB,10,172,254,67.7,2136,8.4,9.3,20,4,161.2
https://www.sports-reference.com/cfb/players/dennis-dixon-1.html,,,,,,,,,,,,,,,,Oregon,444,695,63.9,5129,7.4,7.1,38,21,137.9,,,,
https://www.sports-reference.com/cfb/players/matt-flynn-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/matt-flynn-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/matt-flynn-1.html,,,,,,,,,,,,,,,,LSU,SEC,FR,QB,10,4,10,40.0,99,9.9,11.9,1,0,156.2
https://www.sports-reference.com/cfb/players/matt-flynn-1.html,,,,,,,,,,,,,,,,LSU,SEC,SO,QB,9,27,48,56.3,457,9.5,11.5,7,1,180.2
https://www.sports-reference.com/cfb/players/matt-flynn-1.html,,,,,,,,,,,,,,,,LSU,SEC,JR,QB,10,12,20,60.0,133,6.7,6.4,2,1,138.9
https://www.sports-reference.com/cfb/players/matt-flynn-1.html,,,,,,,,,,,,,,,,LSU,SEC,SR,QB,12,202,359,56.3,2407,6.7,6.5,21,11,125.8
https://www.sports-reference.com/cfb/players/matt-flynn-1.html,,,,,,,,,,,,,,,,LSU,245,437,56.1,3096,7.1,7.2,31,13,133.0,,,,
https://www.sports-reference.com/cfb/players/chad-henne-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-henne-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-henne-1.html,,,,,,,,,,,,,,,,Michigan,Big Ten,FR,QB,12,240,399,60.2,2743,6.9,6.8,25,12,132.6
https://www.sports-reference.com/cfb/players/chad-henne-1.html,,,,,,,,,,,,,,,,Michigan,Big Ten,SO,QB,12,223,382,58.4,2526,6.6,6.9,23,8,129.6
https://www.sports-reference.com/cfb/players/chad-henne-1.html,,,,,,,,,,,,,,,,Michigan,Big Ten,JR,QB,13,203,328,61.9,2508,7.6,7.9,22,8,143.4
https://www.sports-reference.com/cfb/players/chad-henne-1.html,,,,,,,,,,,,,,,,Michigan,Big Ten,SR,QB,10,162,278,58.3,1938,7.0,6.7,17,9,130.5
https://www.sports-reference.com/cfb/players/chad-henne-1.html,,,,,,,,,,,,,,,,Michigan,828,1387,59.7,9715,7.0,7.1,87,37,133.9,,,,
https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html,,,,,,,,,,,,,,,,San Diego State,MWC,FR,QB,9,115,236,48.7,1328,5.6,4.7,9,9,101.0
https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html,,,,,,,,,,,,,,,,San Diego State,MWC,SO,QB,12,233,375,62.1,2663,7.1,6.7,19,12,132.1
https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html,,,,,,,,,,,,,,,,San Diego State,MWC,JR,QB,6,59,101,58.4,635,6.3,4.7,3,5,111.1
https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html,,,,,,,,,,,,,,,,San Diego State,MWC,SR,QB,12,257,439,58.5,3063,7.0,6.8,15,8,124.8
https://www.sports-reference.com/cfb/players/kevin-oconnell-2.html,,,,,,,,,,,,,,,,San Diego State,664,1151,57.7,7689,6.7,6.2,46,34,121.1,,,,
https://www.sports-reference.com/cfb/players/matt-ryan-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/matt-ryan-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/matt-ryan-1.html,,,,,,,,,,,,,,,,Boston College,Big East,FR,QB,7,35,71,49.3,350,4.9,3.6,2,3,91.5
https://www.sports-reference.com/cfb/players/matt-ryan-1.html,,,,,,,,,,,,,,,,Boston College,ACC,SO,QB,10,121,195,62.1,1514,7.8,7.4,8,5,135.7
https://www.sports-reference.com/cfb/players/matt-ryan-1.html,,,,,,,,,,,,,,,,Boston College,ACC,JR,QB,12,263,427,61.6,2942,6.9,6.5,15,10,126.4
https://www.sports-reference.com/cfb/players/matt-ryan-1.html,,,,,,,,,,,,,,,,Boston College,ACC,SR,QB,14,388,654,59.3,4507,6.9,6.5,31,19,127.0
https://www.sports-reference.com/cfb/players/matt-ryan-1.html,,,,,,,,,,,,,,,,Boston College,807,1347,59.9,9313,6.9,6.5,56,37,126.2,,,,
https://www.sports-reference.com/cfb/players/andre-woodson-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andre-woodson-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andre-woodson-1.html,,,,,,,,,,,,,,,,Kentucky,SEC,FR,QB,7,54,88,61.4,492,5.6,5.5,2,1,113.6
https://www.sports-reference.com/cfb/players/andre-woodson-1.html,,,,,,,,,,,,,,,,Kentucky,SEC,SO,QB,11,146,253,57.7,1644,6.5,5.9,6,6,115.4
https://www.sports-reference.com/cfb/players/andre-woodson-1.html,,,,,,,,,,,,,,,,Kentucky,SEC,JR,QB,13,264,419,63.0,3515,8.4,9.1,31,7,154.5
