Year,School,Conf,OSRS,DSRS,SRS
2003,USC,Pac-10,16.29,6.85,23.14
2003,LSU,SEC (West),6.12,14.73,20.85
2003,Oklahoma,Big 12 (South),8.33,11.95,20.27
2003,Florida State,ACC,7.01,10.74,17.75
2003,Georgia,SEC (East),5.73,11.74,17.46
2003,Michigan,Big Ten,6.21,9.88,16.10
2003,Kansas State,Big 12 (North),8.03,7.72,15.74
2003,Texas,Big 12 (South),7.66,7.70,15.35
2003,Iowa,Big Ten,4.72,9.94,14.66
2003,Miami (FL),Big East,2.43,12.04,14.47
2003,Miami (OH),MAC (East),9.63,4.59,14.21
2003,Ohio State,Big Ten,4.78,9.22,14.00
2003,Maryland,ACC,2.91,10.00,12.92
2003,Arkansas,SEC (West),9.34,3.33,12.67
2003,Washington State,Pac-10,6.16,6.15,12.31
2003,Minnesota,Big Ten,10.99,0.89,11.88
2003,Tennessee,SEC (East),4.50,7.03,11.53
2003,Nebraska,Big 12 (North),0.31,10.87,11.18
2003,Ole Miss,SEC (West),7.02,3.97,10.99
2003,Purdue,Big Ten,3.49,7.30,10.79
2003,Florida,SEC (East),5.30,5.37,10.67
2003,Clemson,ACC,2.22,8.27,10.49
2003,North Carolina State,ACC,13.25,-2.84,10.41
2003,Virginia,ACC,3.90,6.25,10.15
2003,Utah,MWC,5.51,4.50,10.01
2003,California,Pac-10,8.29,1.44,9.73
2003,Oklahoma State,Big 12 (South),6.96,2.36,9.32
2003,Boise State,WAC,4.70,4.23,8.92
2003,Virginia Tech,Big East,7.25,1.66,8.91
2003,Auburn,SEC (West),-2.34,10.43,8.09
2003,Oregon State,Pac-10,6.51,1.47,7.98
2003,Michigan State,Big Ten,4.22,3.73,7.95
2003,Texas Tech,Big 12 (South),14.67,-7.17,7.50
2003,West Virginia,Big East,3.78,2.73,6.51
2003,Missouri,Big 12 (North),2.45,4.00,6.45
2003,Wisconsin,Big Ten,4.13,2.32,6.44
2003,Pitt,Big East,4.29,1.81,6.10
2003,Boston College,Big East,5.16,0.53,5.69
2003,Georgia Tech,ACC,-1.42,7.02,5.60
2003,Oregon,Pac-10,2.92,2.40,5.32
2003,Alabama,SEC (West),3.95,1.32,5.27
2003,Colorado State,MWC,4.64,0.27,4.91
2003,Bowling Green,MAC (West),3.06,1.84,4.90
2003,New Mexico,MWC,2.14,2.60,4.74
2003,Wake Forest,ACC,5.34,-1.14,4.19
2003,Syracuse,Big East,0.96,3.15,4.11
2003,Connecticut,Ind,3.89,-0.15,3.73
2003,Southern Mississippi,CUSA,-4.76,8.34,3.58
2003,Memphis,CUSA,0.35,2.96,3.31
2003,Washington,Pac-10,1.82,1.49,3.30
2003,South Carolina,SEC (East),1.18,2.09,3.27
2003,Notre Dame,Ind,-1.36,4.48,3.12
2003,Texas Christian,CUSA,2.55,0.28,2.83
2003,Northern Illinois,MAC (West),3.57,-1.02,2.54
2003,Marshall,MAC (East),1.65,0.78,2.42
2003,Colorado,Big 12 (North),5.33,-3.88,1.45
2003,Louisville,CUSA,5.58,-4.26,1.32
2003,Air Force,MWC,0.10,1.04,1.14
2003,Penn State,Big Ten,-4.66,5.42,0.77
2003,UCLA,Pac-10,-2.81,3.37,0.56
2003,Toledo,MAC (West),2.27,-1.88,0.39
2003,Hawaii,WAC,6.60,-6.39,0.21
2003,Northwestern,Big Ten,-1.79,1.88,0.09
2003,Kentucky,SEC (East),2.36,-2.52,-0.16
2003,Nevada-Las Vegas,MWC,-3.06,2.80,-0.26
2003,Kansas,Big 12 (North),3.99,-4.58,-0.59
2003,Tulsa,WAC,1.09,-1.72,-0.63
2003,North Texas,Sun Belt,-1.08,0.28,-0.81
2003,Arizona State,Pac-10,-0.01,-0.85,-0.86
2003,Rutgers,Big East,2.96,-4.61,-1.65
2003,Fresno State,WAC,-3.18,1.50,-1.69
2003,Navy,Ind,-1.11,-0.62,-1.73
2003,San Diego State,MWC,-7.19,4.88,-2.31
2003,Stanford,Pac-10,-5.48,2.66,-2.82
2003,BYU,MWC,-5.08,2.13,-2.95
2003,Duke,ACC,-4.87,1.85,-3.02
2003,Texas A&M,Big 12 (South),0.09,-3.55,-3.46
2003,South Florida,CUSA,-3.39,-0.59,-3.98
2003,Houston,CUSA,6.27,-10.50,-4.23
2003,North Carolina,ACC,4.82,-9.97,-5.15
2003,Louisiana Tech,WAC,0.17,-5.48,-5.31
2003,Nevada,WAC,-2.17,-3.30,-5.46
2003,UAB,CUSA,-4.53,-0.94,-5.47
2003,Wyoming,MWC,0.08,-5.67,-5.59
2003,Vanderbilt,SEC (East),-4.07,-1.78,-5.85
2003,Cincinnati,CUSA,-1.12,-4.81,-5.93
2003,Akron,MAC (East),3.77,-9.73,-5.96
2003,Western Michigan,MAC (West),-0.38,-6.02,-6.40
2003,Rice,WAC,-0.68,-6.28,-6.96
2003,Troy,Ind,-10.71,3.56,-7.15
2003,Arizona,Pac-10,-7.87,-0.12,-7.99
2003,Illinois,Big Ten,-4.97,-3.65,-8.63
2003,Kent State,MAC (East),0.81,-9.46,-8.65
2003,Tulane,CUSA,1.96,-11.13,-9.17
2003,Baylor,Big 12 (South),-8.28,-1.18,-9.46
2003,Mississippi State,SEC (West),-4.28,-5.25,-9.53
2003,Indiana,Big Ten,-7.83,-2.05,-9.87
2003,Iowa State,Big 12 (North),-8.73,-1.55,-10.27
2003,Ball State,MAC (West),-5.50,-4.81,-10.31
2003,Middle Tennessee State,Sun Belt,2.34,-12.79,-10.45
2003,San Jose State,WAC,-4.35,-6.32,-10.67
2003,Utah State,Sun Belt,-6.85,-3.90,-10.75
2003,New Mexico State,Sun Belt,-7.48,-3.65,-11.13
2003,Temple,Big East,-5.54,-6.41,-11.95
2003,Louisiana,Sun Belt,-6.43,-5.62,-12.05
2003,Ohio,MAC (East),-6.69,-6.85,-13.54
2003,Idaho,Sun Belt,-8.56,-5.68,-14.24
2003,Arkansas State,Sun Belt,-10.32,-4.18,-14.49
2003,East Carolina,CUSA,-8.70,-7.32,-16.02
2003,UCF,MAC (East),-9.45,-6.92,-16.37
2003,Central Michigan,MAC (West),-4.59,-12.34,-16.93
2003,Eastern Michigan,MAC (West),-11.14,-6.66,-17.79
2003,Louisiana-Monroe,Sun Belt,-4.60,-13.59,-18.19
2003,Buffalo,MAC (East),-12.56,-5.90,-18.46
2003,SMU,WAC,-16.68,-1.86,-18.53
2003,UTEP,WAC,-6.36,-14.43,-20.78
2003,Army,CUSA,-12.72,-9.43,-22.15
2004,USC,Pac-10,11.18,14.88,26.06
2004,Utah,MWC,16.73,5.03,21.76
2004,California,Pac-10,9.23,12.03,21.26
2004,Oklahoma,Big 12 (South),8.00,13.24,21.23
2004,Auburn,SEC (West),6.69,13.18,19.86
2004,Texas,Big 12 (South),9.01,10.26,19.27
2004,Miami (FL),ACC,8.34,9.69,18.03
2004,Louisville,CUSA,10.61,6.60,17.21
2004,Arizona State,Pac-10,8.95,6.32,15.28
2004,Florida State,ACC,2.33,12.67,15.00
2004,Iowa,Big Ten,4.43,9.96,14.39
2004,Virginia Tech,ACC,1.42,12.68,14.10
2004,Boise State,WAC,13.62,0.43,14.04
2004,Virginia,ACC,4.72,8.85,13.57
2004,Texas Tech,Big 12 (South),11.01,1.87,12.88
2004,Georgia,SEC (East),4.02,8.64,12.66
2004,Michigan,Big Ten,8.92,3.31,12.24
2004,Texas A&M,Big 12 (South),5.70,6.37,12.07
2004,LSU,SEC (West),3.79,8.11,11.89
2004,Oregon State,Pac-10,7.25,4.56,11.80
2004,Tennessee,SEC (East),8.75,2.94,11.69
2004,Ohio State,Big Ten,2.71,8.60,11.31
2004,Purdue,Big Ten,3.98,6.95,10.93
2004,Oklahoma State,Big 12 (South),7.46,2.18,9.64
2004,UCLA,Pac-10,9.61,0.01,9.61
2004,Florida,SEC (East),5.60,3.98,9.58
2004,Fresno State,WAC,5.61,3.94,9.55
2004,Wisconsin,Big Ten,-1.08,9.76,8.69
2004,Arkansas,SEC (West),6.15,0.43,6.58
2004,Georgia Tech,ACC,-0.39,6.81,6.41
2004,Stanford,Pac-10,-2.00,8.27,6.27
2004,Notre Dame,Ind,2.81,3.41,6.22
2004,North Carolina State,ACC,0.87,5.16,6.04
2004,Alabama,SEC (West),-1.93,7.70,5.77
2004,Minnesota,Big Ten,3.63,2.11,5.74
2004,UTEP,WAC,4.73,0.93,5.65
2004,Bowling Green,MAC (West),6.44,-0.93,5.50
2004,Boston College,Big East,-0.85,6.12,5.28
2004,West Virginia,Big East,3.66,1.60,5.27
2004,Clemson,ACC,1.61,3.62,5.23
2004,Kansas,Big 12 (North),-1.10,6.15,5.05
2004,Colorado,Big 12 (North),1.54,3.42,4.96
2004,Oregon,Pac-10,3.38,1.22,4.60
2004,North Carolina,ACC,7.42,-2.96,4.47
2004,New Mexico,MWC,-4.65,8.90,4.24
2004,BYU,MWC,1.95,2.23,4.18
2004,South Carolina,SEC (East),-1.09,4.93,3.85
2004,Maryland,ACC,-3.87,7.40,3.54
2004,Penn State,Big Ten,-6.67,9.91,3.24
2004,Pitt,Big East,2.19,0.76,2.96
2004,Washington State,Pac-10,4.34,-1.67,2.67
2004,Michigan State,Big Ten,4.19,-1.89,2.30
2004,Cincinnati,CUSA,-0.07,2.36,2.29
2004,Iowa State,Big 12 (North),-2.86,4.95,2.08
2004,Kansas State,Big 12 (North),7.73,-5.70,2.04
2004,Northwestern,Big Ten,3.14,-1.44,1.71
2004,Wake Forest,ACC,-1.56,3.14,1.58
2004,Wyoming,MWC,0.37,1.19,1.56
2004,Nebraska,Big 12 (North),-0.43,1.75,1.32
2004,Memphis,CUSA,7.81,-6.53,1.28
2004,Missouri,Big 12 (North),-3.75,5.03,1.27
2004,Navy,Ind,-1.63,2.83,1.20
2004,Connecticut,Big East,0.03,0.81,0.83
2004,Hawaii,WAC,6.79,-6.23,0.56
2004,Air Force,MWC,5.57,-5.04,0.52
2004,Arizona,Pac-10,-5.90,6.27,0.37
2004,Colorado State,MWC,-0.07,0.15,0.08
2004,Northern Illinois,MAC (West),4.84,-4.78,0.06
2004,Louisiana Tech,WAC,-1.08,1.07,0.00
2004,Syracuse,Big East,0.83,-0.90,-0.07
2004,Troy,Sun Belt,-3.95,3.48,-0.47
2004,Southern Mississippi,CUSA,-1.95,0.86,-1.09
2004,Toledo,MAC (West),2.64,-4.29,-1.65
2004,Miami (OH),MAC (East),-0.48,-1.45,-1.93
2004,UAB,CUSA,2.47,-4.63,-2.15
2004,Ole Miss,SEC (West),-2.74,0.58,-2.17
2004,San Diego State,MWC,-4.01,1.43,-2.57
2004,Texas Christian,CUSA,5.27,-8.31,-3.04
2004,Illinois,Big Ten,-3.90,-0.63,-4.53
2004,Marshall,MAC (East),-3.19,-1.55,-4.74
2004,Indiana,Big Ten,-0.28,-4.70,-4.98
2004,New Mexico State,Sun Belt,-1.70,-4.25,-5.95
2004,Washington,Pac-10,-7.58,1.31,-6.27
2004,Houston,CUSA,-5.83,-1.01,-6.84
2004,North Texas,Sun Belt,-1.83,-5.07,-6.90
2004,Mississippi State,SEC (West),-8.35,1.38,-6.97
2004,Florida Atlantic,Sun Belt,-8.68,1.68,-6.99
2004,South Florida,CUSA,-2.42,-4.61,-7.03
2004,Kentucky,SEC (East),-5.21,-2.05,-7.26
2004,Vanderbilt,SEC (East),-4.18,-3.10,-7.28
2004,Baylor,Big 12 (South),-1.49,-6.03,-7.51
2004,Kent State,MAC (East),-3.72,-3.81,-7.53
2004,Tulsa,WAC,0.00,-7.57,-7.57
2004,Duke,ACC,-3.59,-4.46,-8.04
2004,Tulane,CUSA,-1.39,-6.73,-8.12
2004,Rutgers,Big East,-1.10,-7.06,-8.16
2004,Nevada-Las Vegas,MWC,-3.57,-4.65,-8.21
2004,Akron,MAC (East),-2.02,-7.05,-9.06
2004,Middle Tennessee State,Sun Belt,-4.49,-4.70,-9.19
2004,Rice,WAC,-2.01,-7.30,-9.31
2004,Nevada,WAC,-2.01,-7.92,-9.93
2004,SMU,WAC,-9.81,-1.14,-10.95
2004,Temple,Big East,-4.06,-7.26,-11.33
2004,Army,CUSA,-3.73,-7.63,-11.36
2004,East Carolina,CUSA,-4.12,-8.77,-12.89
2004,Ohio,MAC (East),-9.91,-3.33,-13.25
2004,Louisiana-Monroe,Sun Belt,-8.13,-5.28,-13.40
2004,Louisiana,Sun Belt,-8.33,-5.35,-13.67
2004,San Jose State,WAC,1.31,-15.70,-14.39
2004,Utah State,Sun Belt,-10.22,-4.33,-14.55
2004,Ball State,MAC (West),-8.95,-6.35,-15.30
2004,Arkansas State,Sun Belt,-7.23,-8.82,-16.05
2004,Eastern Michigan,MAC (West),0.19,-17.20,-17.01
2004,Central Michigan,MAC (West),-6.48,-10.59,-17.07
2004,Idaho,Sun Belt,-8.75,-8.86,-17.61
2004,Western Michigan,MAC (West),-7.94,-10.87,-18.81
2004,Florida A&M,Ind,-8.15,-13.51,-21.65
2004,UCF,MAC (East),-10.43,-11.25,-21.68
2004,Buffalo,MAC (East),-13.80,-8.15,-21.95
2004,Florida International,Sun Belt,-5.29,-17.16,-22.45
2005,Texas,Big 12 (South),14.05,10.93,24.98
2005,USC,Pac-10,17.06,7.51,24.57
2005,Ohio State,Big Ten,7.09,15.88,22.97
2005,Penn State,Big Ten,8.75,11.66,20.41
2005,Virginia Tech,ACC (Coastal),6.14,12.83,18.96
2005,Notre Dame,Ind,14.72,2.74,17.46
2005,Miami (FL),ACC (Coastal),3.83,11.26,15.09
2005,Michigan,Big Ten,5.19,9.67,14.86
2005,LSU,SEC (West),4.35,9.83,14.18
2005,Georgia,SEC (East),5.10,8.65,13.75
2005,Auburn,SEC (West),5.62,8.01,13.63
2005,Oregon,Pac-10,8.22,4.91,13.13
2005,West Virginia,Big East,6.53,6.52,13.05
2005,Alabama,SEC (West),0.15,12.74,12.89
2005,Florida,SEC (East),5.40,6.92,12.32
2005,Boston College,ACC (Atlantic),1.21,10.80,12.01
2005,Wisconsin,Big Ten,8.09,3.71,11.81
2005,Texas Tech,Big 12 (South),5.26,6.15,11.40
2005,Minnesota,Big Ten,12.31,-1.00,11.31
2005,Iowa,Big Ten,3.66,7.64,11.30
2005,Oklahoma,Big 12 (South),4.65,6.59,11.24
2005,UCLA,Pac-10,13.68,-2.46,11.22
2005,Texas Christian,MWC,4.83,6.38,11.21
2005,Louisville,Big East,11.63,-0.51,11.12
2005,Clemson,ACC (Atlantic),4.87,6.22,11.09
2005,Arizona State,Pac-10,11.21,-1.59,9.63
2005,Florida State,ACC (Atlantic),5.93,3.43,9.36
2005,Northwestern,Big Ten,11.28,-2.01,9.27
2005,California,Pac-10,3.58,5.07,8.64
2005,Iowa State,Big 12 (North),3.52,4.96,8.48
2005,Michigan State,Big Ten,6.81,1.52,8.32
2005,Nebraska,Big 12 (North),2.97,4.60,7.57
2005,Georgia Tech,ACC (Coastal),-1.03,8.35,7.31
2005,Purdue,Big Ten,5.31,1.82,7.13
2005,Colorado,Big 12 (North),-1.66,8.26,6.60
2005,North Carolina State,ACC (Atlantic),-1.59,7.32,5.73
2005,Fresno State,WAC,4.43,1.28,5.72
2005,Virginia,ACC (Coastal),2.71,2.90,5.61
2005,South Carolina,SEC (East),1.04,4.21,5.24
2005,Kansas,Big 12 (North),-1.76,6.98,5.22
2005,Maryland,ACC (Atlantic),3.82,1.29,5.11
2005,South Florida,Big East,-1.79,6.86,5.07
2005,Tennessee,SEC (East),-3.25,7.50,4.25
2005,Tulsa,CUSA (West),2.58,1.37,3.95
2005,Missouri,Big 12 (North),7.23,-3.55,3.68
2005,Toledo,MAC (West),4.02,-0.44,3.58
2005,Arkansas,SEC (West),1.52,1.92,3.44
2005,North Carolina,ACC (Coastal),-1.05,4.49,3.44
2005,Northern Illinois,MAC (West),2.54,0.29,2.83
2005,Utah,MWC,3.65,-0.81,2.83
2005,Texas A&M,Big 12 (South),6.47,-4.30,2.16
2005,Boise State,WAC,3.27,-1.16,2.11
2005,Navy,Ind,5.62,-3.85,1.77
2005,Washington State,Pac-10,4.80,-3.19,1.60
2005,BYU,MWC,5.34,-3.75,1.58
2005,Miami (OH),MAC (East),5.17,-3.82,1.35
2005,Rutgers,Big East,1.93,-0.63,1.30
2005,Southern Mississippi,CUSA (East),2.47,-1.22,1.26
2005,Stanford,Pac-10,0.83,0.36,1.19
2005,Pitt,Big East,-1.77,2.74,0.97
2005,Baylor,Big 12 (South),-3.03,3.79,0.76
2005,Wake Forest,ACC (Atlantic),1.87,-1.66,0.21
2005,Arizona,Pac-10,-2.50,2.60,0.11
2005,Central Michigan,MAC (West),-2.40,1.98,-0.42
2005,Vanderbilt,SEC (East),5.00,-5.75,-0.75
2005,Oregon State,Pac-10,1.76,-2.63,-0.87
2005,Kansas State,Big 12 (North),0.80,-2.22,-1.42
2005,San Diego State,MWC,-0.72,-0.85,-1.57
2005,Memphis,CUSA (East),-1.00,-0.76,-1.76
2005,Connecticut,Big East,-5.02,3.14,-1.88
2005,UTEP,CUSA (West),0.96,-3.42,-2.45
2005,New Mexico,MWC,2.52,-5.03,-2.51
2005,Colorado State,MWC,0.27,-3.03,-2.76
2005,Houston,CUSA (West),1.69,-4.62,-2.93
2005,Washington,Pac-10,-4.49,1.38,-3.11
2005,Bowling Green,MAC (East),1.86,-5.02,-3.17
2005,Louisiana Tech,WAC,-1.11,-2.28,-3.39
2005,Indiana,Big Ten,-0.24,-3.26,-3.50
2005,UCF,CUSA (East),1.71,-5.31,-3.60
2005,UAB,CUSA (East),0.10,-4.14,-4.04
2005,Air Force,MWC,2.63,-7.00,-4.38
2005,SMU,CUSA (West),-6.34,1.48,-4.87
2005,Wyoming,MWC,-3.11,-1.76,-4.88
2005,Nevada,WAC,2.43,-7.64,-5.21
2005,Akron,MAC (East),-3.34,-2.16,-5.50
2005,Western Michigan,MAC (West),4.03,-9.58,-5.55
2005,Hawaii,WAC,2.18,-7.79,-5.61
2005,Army,Ind,-4.62,-1.19,-5.81
2005,Oklahoma State,Big 12 (South),-3.27,-3.02,-6.28
2005,East Carolina,CUSA (East),-2.15,-4.34,-6.49
2005,Mississippi State,SEC (West),-10.05,3.02,-7.03
2005,Ball State,MAC (West),-2.41,-4.90,-7.31
2005,Eastern Michigan,MAC (West),-5.28,-2.14,-7.42
2005,Ole Miss,SEC (West),-9.58,2.09,-7.48
2005,Illinois,Big Ten,-4.77,-2.78,-7.54
2005,Kentucky,SEC (East),-1.01,-8.05,-9.06
2005,Louisiana,Sun Belt,-2.44,-6.76,-9.19
2005,Cincinnati,Big East,-5.46,-3.74,-9.20
2005,Marshall,CUSA (East),-7.29,-2.57,-9.86
2005,Middle Tennessee State,Sun Belt,-9.52,-0.37,-9.89
2005,Duke,ACC (Coastal),-6.31,-4.40,-10.71
2005,Syracuse,Big East,-10.14,-0.81,-10.95
2005,Ohio,MAC (East),-8.06,-3.65,-11.71
2005,Arkansas State,Sun Belt,-7.94,-4.87,-12.80
2005,Florida International,Sun Belt,-6.80,-8.07,-14.88
2005,Nevada-Las Vegas,MWC,-9.53,-5.35,-14.88
2005,Louisiana-Monroe,Sun Belt,-5.42,-9.58,-15.00
2005,Rice,CUSA (West),-5.33,-9.70,-15.03
2005,Tulane,CUSA (West),-6.80,-9.01,-15.82
2005,San Jose State,WAC,-8.02,-8.59,-16.61
2005,Troy,Sun Belt,-13.18,-3.52,-16.70
2005,Temple,Ind,-15.29,-1.78,-17.06
2005,Kent State,MAC (East),-12.38,-4.86,-17.23
2005,Utah State,WAC,-9.72,-7.97,-17.68
2005,North Texas,Sun Belt,-13.23,-5.00,-18.23
2005,Florida Atlantic,Sun Belt,-14.54,-3.86,-18.39
2005,Idaho,WAC,-7.22,-12.15,-19.37
2005,Buffalo,MAC (East),-17.56,-3.73,-21.29
2005,New Mexico State,WAC,-12.06,-10.92,-22.98
2006,USC,Pac-10,9.19,11.17,20.36
2006,Louisville,Big East,13.21,6.73,19.94
2006,Florida,SEC (East),7.58,12.08,19.66
2006,LSU,SEC (West),6.91,11.94,18.86
2006,Ohio State,Big Ten,7.40,11.36,18.76
2006,West Virginia,Big East,15.22,1.58,16.80
2006,Michigan,Big Ten,7.41,9.25,16.66
2006,California,Pac-10,11.20,5.16,16.36
2006,BYU,MWC,9.25,5.96,15.21
2006,Boise State,WAC,10.21,4.44,14.65
2006,Tennessee,SEC (East),7.82,6.34,14.15
2006,Auburn,SEC (West),3.65,9.86,13.51
2006,Arkansas,SEC (West),7.46,5.66,13.12
2006,Rutgers,Big East,3.92,8.96,12.88
2006,Oklahoma,Big 12 (South),5.49,7.27,12.75
2006,Virginia Tech,ACC (Coastal),2.54,9.93,12.47
2006,Texas,Big 12 (South),7.27,4.92,12.18
2006,Wisconsin,Big Ten,2.69,9.28,11.97
2006,Notre Dame,Ind,10.80,0.53,11.32
2006,Hawaii,WAC,13.47,-2.76,10.71
2006,Georgia,SEC (East),5.18,5.03,10.21
2006,Boston College,ACC (Atlantic),3.55,6.41,9.96
2006,Oregon State,Pac-10,5.74,3.93,9.67
2006,South Carolina,SEC (East),4.22,5.45,9.67
2006,Texas Christian,MWC,0.55,8.72,9.27
2006,Nebraska,Big 12 (North),3.79,5.13,8.92
2006,UCLA,Pac-10,2.15,6.57,8.71
2006,Clemson,ACC (Atlantic),3.15,5.04,8.19
2006,Missouri,Big 12 (North),6.12,2.03,8.15
2006,Wake Forest,ACC (Atlantic),0.37,7.59,7.95
2006,Penn State,Big Ten,-2.04,8.93,6.89
2006,Kentucky,SEC (East),7.48,-0.83,6.65
2006,Texas A&M,Big 12 (South),2.61,3.92,6.53
2006,Georgia Tech,ACC (Coastal),2.75,3.75,6.50
2006,Arizona State,Pac-10,4.68,1.59,6.28
2006,Florida State,ACC (Atlantic),3.57,2.63,6.19
2006,Oklahoma State,Big 12 (South),8.93,-2.89,6.04
2006,Oregon,Pac-10,7.07,-1.13,5.94
2006,South Florida,Big East,0.12,5.83,5.94
2006,Arizona,Pac-10,-2.33,8.17,5.84
2006,Washington State,Pac-10,3.28,2.53,5.81
2006,Alabama,SEC (West),1.05,4.59,5.64
2006,Houston,CUSA (West),7.87,-2.47,5.40
2006,Cincinnati,Big East,0.42,4.87,5.29
2006,Pitt,Big East,4.83,-0.26,4.57
2006,Texas Tech,Big 12 (South),5.79,-1.59,4.20
2006,Southern Mississippi,CUSA (East),-0.16,3.82,3.65
2006,Nevada,WAC,0.45,3.00,3.45
2006,Utah,MWC,2.18,1.14,3.32
2006,Miami (FL),ACC (Coastal),-3.31,6.33,3.02
2006,Washington,Pac-10,3.59,-0.78,2.81
2006,Maryland,ACC (Atlantic),2.95,-0.24,2.70
2006,Tulsa,CUSA (West),0.60,2.04,2.64
2006,Navy,Ind,3.23,-0.65,2.58
2006,Central Michigan,MAC (West),4.53,-2.17,2.35
2006,Iowa,Big Ten,0.31,1.54,1.86
2006,Minnesota,Big Ten,2.65,-1.20,1.45
2006,Vanderbilt,SEC (East),1.27,-0.10,1.17
2006,Kansas,Big 12 (North),4.66,-4.13,0.53
2006,Kansas State,Big 12 (North),-0.75,0.68,-0.07
2006,Wyoming,MWC,-0.68,0.27,-0.41
2006,San Jose State,WAC,-1.09,0.60,-0.49
2006,East Carolina,CUSA (East),-1.84,1.24,-0.60
2006,Purdue,Big Ten,2.14,-2.75,-0.61
2006,Ole Miss,SEC (West),-3.89,2.15,-1.74
2006,Middle Tennessee State,Sun Belt,-2.79,0.92,-1.87
2006,Syracuse,Big East,-3.16,1.08,-2.08
2006,Northern Illinois,MAC (West),-0.18,-2.16,-2.33
2006,Virginia,ACC (Coastal),-7.73,5.23,-2.50
2006,Mississippi State,SEC (West),-2.20,-0.44,-2.64
2006,Western Michigan,MAC (West),-1.88,-0.88,-2.77
2006,Air Force,MWC,0.35,-3.29,-2.94
2006,Connecticut,Big East,-0.79,-2.22,-3.02
2006,Michigan State,Big Ten,2.56,-5.71,-3.14
2006,Troy,Sun Belt,-2.00,-1.44,-3.44
2006,Indiana,Big Ten,1.68,-5.22,-3.53
2006,New Mexico,MWC,-1.48,-2.27,-3.75
2006,Rice,CUSA (West),3.99,-7.87,-3.89
2006,North Carolina State,ACC (Atlantic),-2.99,-1.12,-4.11
2006,Baylor,Big 12 (South),1.49,-6.11,-4.62
2006,Ohio,MAC (East),-6.44,1.55,-4.89
2006,Marshall,CUSA (East),0.78,-5.77,-4.98
2006,SMU,CUSA (West),-1.42,-3.71,-5.13
2006,Ball State,MAC (West),1.15,-6.66,-5.52
2006,Fresno State,WAC,-1.55,-4.21,-5.76
2006,Illinois,Big Ten,-1.10,-4.78,-5.87
2006,Colorado,Big 12 (North),-6.70,0.52,-6.18
2006,Louisiana-Monroe,Sun Belt,-3.11,-3.17,-6.28
2006,New Mexico State,WAC,4.03,-10.33,-6.30
2006,UCF,CUSA (East),-3.84,-3.32,-7.16
2006,UAB,CUSA (East),-5.61,-1.66,-7.28
2006,Northwestern,Big Ten,-5.25,-2.14,-7.39
2006,Colorado State,MWC,-6.08,-1.35,-7.43
2006,North Carolina,ACC (Coastal),-0.83,-6.71,-7.54
2006,Louisiana,Sun Belt,-4.13,-3.59,-7.72
2006,UTEP,CUSA (West),0.79,-8.57,-7.78
2006,Florida Atlantic,Sun Belt,-9.16,0.49,-8.67
2006,Stanford,Pac-10,-8.92,0.18,-8.73
2006,Akron,MAC (East),-5.11,-4.59,-9.70
2006,Iowa State,Big 12 (North),-3.02,-6.89,-9.91
2006,Tulane,CUSA (West),-3.85,-6.06,-9.91
2006,Memphis,CUSA (East),-0.43,-9.91,-10.33
2006,Kent State,MAC (East),-9.80,-0.67,-10.47
2006,Toledo,MAC (West),-3.93,-7.06,-10.99
2006,San Diego State,MWC,-8.75,-2.27,-11.03
2006,Arkansas State,Sun Belt,-9.26,-1.87,-11.13
2006,Army,Ind,-7.39,-3.98,-11.37
2006,Idaho,WAC,-7.88,-3.50,-11.37
2006,Nevada-Las Vegas,MWC,-4.65,-7.49,-12.14
2006,Miami (OH),MAC (East),-6.53,-7.32,-13.85
2006,Bowling Green,MAC (East),-4.97,-9.90,-14.87
2006,Duke,ACC (Coastal),-5.01,-9.97,-14.98
2006,Louisiana Tech,WAC,-4.78,-10.62,-15.40
2006,North Texas,Sun Belt,-11.66,-4.40,-16.06
2006,Utah State,WAC,-12.17,-4.35,-16.52
2006,Buffalo,MAC (East),-5.46,-11.43,-16.89
2006,Eastern Michigan,MAC (West),-11.81,-5.79,-17.60
2006,Temple,Ind,-12.43,-5.47,-17.90
2006,Florida International,Sun Belt,-13.60,-5.63,-19.23
2007,West Virginia,Big East,9.51,9.58,19.09
2007,LSU,SEC (West),10.50,7.92,18.41
2007,USC,Pac-10,5.53,12.57,18.10
2007,Florida,SEC (East),15.18,2.88,18.06
2007,Oregon,Pac-10,11.59,6.23,17.82
2007,Georgia,SEC (East),8.10,9.10,17.20
2007,Missouri,Big 12 (North),11.56,5.21,16.77
2007,Oklahoma,Big 12 (South),7.39,8.48,15.87
2007,Ohio State,Big Ten,0.11,14.73,14.84
2007,Kansas,Big 12 (North),3.73,10.72,14.45
2007,Virginia Tech,ACC (Coastal),2.42,11.80,14.22
2007,Arizona State,Pac-10,6.73,6.94,13.67
2007,Cincinnati,Big East,6.69,6.71,13.40
2007,South Florida,Big East,7.42,4.95,12.37
2007,Auburn,SEC (West),-0.30,12.17,11.87
2007,Tennessee,SEC (East),8.03,3.65,11.68
2007,Clemson,ACC (Atlantic),4.92,6.48,11.40
2007,BYU,MWC,4.50,6.61,11.11
2007,Texas,Big 12 (South),7.77,3.22,10.99
2007,Oregon State,Pac-10,2.97,6.96,9.93
2007,Boston College,ACC (Atlantic),5.05,4.70,9.75
2007,Kentucky,SEC (East),10.17,-0.73,9.43
2007,Penn State,Big Ten,2.39,6.70,9.09
2007,Arkansas,SEC (West),7.99,0.92,8.91
