Year,School,Conf,OSRS,DSRS,SRS
2017,New Mexico,MWC (Mountain),-7.64,-2.73,-10.38
2017,Georgia State,Sun Belt,-9.21,-1.46,-10.66
2017,Louisiana-Monroe,Sun Belt,6.34,-17.22,-10.88
2017,Western Kentucky,CUSA (East),-3.54,-7.45,-10.99
2017,Idaho,Sun Belt,-11.24,-0.11,-11.35
2017,South Alabama,Sun Belt,-13.54,1.83,-11.71
2017,Connecticut,American (East),-5.15,-7.14,-12.29
2017,Kansas,Big 12,-7.24,-5.11,-12.35
2017,East Carolina,American (East),-1.43,-10.94,-12.37
2017,Bowling Green,MAC (East),-1.02,-12.09,-13.11
2017,Oregon State,Pac-12 (North),-4.65,-8.92,-13.57
2017,Hawaii,MWC (West),-5.99,-7.77,-13.76
2017,Old Dominion,CUSA (East),-8.57,-5.38,-13.95
2017,Louisiana,Sun Belt,-2.62,-12.89,-15.51
2017,Georgia Southern,Sun Belt,-10.57,-6.26,-16.83
2017,Coastal Carolina,Sun Belt,-7.50,-9.70,-17.20
2017,Kent State,MAC (East),-14.75,-2.92,-17.66
2017,Rice,CUSA (West),-11.72,-6.65,-18.37
2017,San Jose State,MWC (West),-10.41,-7.98,-18.40
2017,Ball State,MAC (West),-11.28,-7.99,-19.27
2017,Texas State,Sun Belt,-12.88,-6.44,-19.31
2017,Charlotte,CUSA (East),-14.14,-6.11,-20.25
2017,UTEP,CUSA (West),-18.77,-4.98,-23.75
2018,Clemson,ACC (Atlantic),9.41,17.04,26.45
2018,Alabama,SEC (West),12.19,13.10,25.29
2018,Georgia,SEC (East),9.53,11.17,20.69
2018,Oklahoma,Big 12,21.41,-3.35,18.06
2018,Ohio State,Big Ten (East),15.24,2.50,17.74
2018,Notre Dame,Ind,5.57,11.84,17.40
2018,Michigan,Big Ten (East),5.92,10.56,16.47
2018,LSU,SEC (West),8.40,6.81,15.20
2018,UCF,American (East),10.24,4.29,14.53
2018,Florida,SEC (East),5.91,7.75,13.66
2018,Texas A&M,SEC (West),10.78,2.82,13.61
2018,Mississippi State,SEC (West),-2.98,16.22,13.24
2018,Iowa,Big Ten (West),3.60,9.53,13.14
2018,Missouri,SEC (East),9.51,3.63,13.14
2018,West Virginia,Big 12,10.45,2.14,12.60
2018,Fresno State,MWC (West),-0.04,12.36,12.32
2018,Penn State,Big Ten (East),5.05,7.27,12.32
2018,Washington State,Pac-12 (North),10.05,2.14,12.19
2018,Syracuse,ACC (Atlantic),10.39,1.75,12.14
2018,Kentucky,SEC (East),0.57,11.49,12.06
2018,Washington,Pac-12 (North),-0.20,11.62,11.42
2018,Texas,Big 12,5.83,5.33,11.15
2018,Auburn,SEC (West),0.59,10.17,10.76
2018,Utah,Pac-12 (South),1.68,8.23,9.91
2018,Appalachian State,Sun Belt (East),0.09,9.68,9.76
2018,Utah State,MWC (Mountain),7.51,2.08,9.58
2018,Boise State,MWC (Mountain),5.61,3.09,8.69
2018,Iowa State,Big 12,1.25,6.53,7.78
2018,Stanford,Pac-12 (North),3.50,4.21,7.71
2018,Wisconsin,Big Ten (West),3.50,4.17,7.68
2018,Northwestern,Big Ten (West),2.41,5.10,7.51
2018,South Carolina,SEC (East),5.42,1.92,7.34
2018,Army,Ind,-3.18,10.45,7.27
2018,Cincinnati,American (East),-2.43,9.58,7.15
2018,Virginia,ACC (Coastal),-0.26,7.38,7.11
2018,Purdue,Big Ten (West),5.72,1.32,7.04
2018,Oklahoma State,Big 12,10.15,-3.33,6.82
2018,North Carolina State,ACC (Atlantic),2.18,4.62,6.80
2018,Oregon,Pac-12 (North),5.25,1.42,6.67
2018,Miami (FL),ACC (Coastal),-3.13,9.70,6.58
2018,Duke,ACC (Coastal),2.82,3.54,6.37
2018,Vanderbilt,SEC (East),3.50,2.75,6.25
2018,Michigan State,Big Ten (East),-5.90,11.91,6.01
2018,Pitt,ACC (Coastal),1.25,4.45,5.70
2018,Arizona State,Pac-12 (South),5.20,0.17,5.37
2018,Minnesota,Big Ten (West),0.93,4.35,5.28
2018,Texas Tech,Big 12,5.12,-0.03,5.09
2018,Boston College,ACC (Atlantic),2.04,2.57,4.61
2018,Ohio,MAC (East),6.67,-2.16,4.51
2018,Texas Christian,Big 12,-4.55,8.43,3.88
2018,Georgia Southern,Sun Belt (East),0.20,3.60,3.80
2018,Nebraska,Big Ten (West),5.53,-2.04,3.48
2018,Baylor,Big 12,3.71,-0.47,3.25
2018,BYU,Ind,-2.17,5.24,3.07
2018,Troy,Sun Belt (East),-1.62,4.67,3.05
2018,Maryland,Big Ten (East),2.87,0.01,2.88
2018,Ole Miss,SEC (West),7.00,-4.19,2.81
2018,Georgia Tech,ACC (Coastal),4.43,-1.66,2.76
2018,Indiana,Big Ten (East),3.90,-1.46,2.44
2018,Wake Forest,ACC (Atlantic),4.56,-2.15,2.41
2018,Memphis,American (West),7.75,-5.48,2.27
2018,USC,Pac-12 (South),0.55,1.68,2.22
2018,UAB,CUSA (West),-3.80,5.79,1.99
2018,Temple,American (East),2.30,-0.52,1.78
2018,California,Pac-12 (North),-5.72,7.39,1.67
2018,Buffalo,MAC (East),3.52,-1.95,1.57
2018,Kansas State,Big 12,-2.41,3.81,1.39
2018,Houston,American (West),10.81,-9.64,1.18
2018,Arkansas State,Sun Belt (West),0.00,0.92,0.92
2018,Marshall,CUSA (East),-1.21,1.90,0.69
2018,Middle Tennessee State,CUSA (East),1.28,-0.64,0.65
2018,North Texas,CUSA (West),1.51,-0.93,0.58
2018,Tennessee,SEC (East),-3.21,3.59,0.39
2018,Virginia Tech,ACC (Coastal),3.51,-3.88,-0.37
2018,Florida International,CUSA (East),0.32,-0.85,-0.53
2018,Arizona,Pac-12 (South),2.69,-3.27,-0.57
2018,Toledo,MAC (West),7.26,-7.95,-0.70
2018,Miami (OH),MAC (East),1.18,-1.90,-0.73
2018,Tulane,American (West),-2.86,2.00,-0.86
2018,Eastern Michigan,MAC (West),-1.30,0.14,-1.16
2018,Colorado,Pac-12 (South),-1.51,0.34,-1.17
2018,Nevada,MWC (West),-1.31,-0.32,-1.62
2018,Florida State,ACC (Atlantic),-1.22,-0.45,-1.67
2018,Air Force,MWC (Mountain),0.47,-2.19,-1.72
2018,Northern Illinois,MAC (West),-5.55,3.63,-1.92
2018,UCLA,Pac-12 (South),1.68,-3.87,-2.19
2018,Louisiana,Sun Belt (West),4.76,-7.23,-2.46
2018,Florida Atlantic,CUSA (East),1.02,-3.75,-2.73
2018,San Diego State,MWC (West),-7.68,4.36,-3.32
2018,Wyoming,MWC (Mountain),-9.14,5.69,-3.45
2018,Southern Mississippi,CUSA (West),-4.20,0.02,-4.18
2018,Arkansas,SEC (West),-3.67,-0.96,-4.63
2018,North Carolina,ACC (Coastal),2.63,-7.38,-4.75
2018,Louisiana Tech,CUSA (West),-5.29,0.51,-4.78
2018,Kansas,Big 12,-3.30,-1.56,-4.86
2018,Western Michigan,MAC (West),0.29,-5.22,-4.92
2018,SMU,American (West),2.39,-7.77,-5.38
2018,Louisiana-Monroe,Sun Belt (West),-3.05,-2.45,-5.50
2018,Illinois,Big Ten (West),-0.15,-5.90,-6.05
2018,Hawaii,MWC (West),4.32,-10.45,-6.13
2018,South Florida,American (East),-1.11,-5.17,-6.28
2018,Navy,American (West),-2.77,-4.32,-7.09
2018,Charlotte,CUSA (East),-6.35,-0.98,-7.33
2018,Liberty,Ind,0.36,-9.49,-9.12
2018,Coastal Carolina,Sun Belt (East),-2.63,-6.55,-9.17
2018,Rutgers,Big Ten (East),-11.77,2.12,-9.65
2018,Tulsa,American (West),-6.97,-2.77,-9.74
2018,Louisville,ACC (Atlantic),-3.61,-6.23,-9.84
2018,Nevada-Las Vegas,MWC (West),-0.68,-9.30,-9.98
2018,Ball State,MAC (West),-5.40,-5.10,-10.49
2018,Oregon State,Pac-12 (North),0.63,-11.49,-10.86
2018,Massachusetts,Ind,2.36,-13.42,-11.06
2018,East Carolina,American (East),-7.93,-3.15,-11.08
2018,New Mexico,MWC (Mountain),-3.64,-7.66,-11.30
2018,Akron,MAC (East),-9.64,-2.02,-11.66
2018,Colorado State,MWC (Mountain),-5.35,-7.39,-12.74
2018,Old Dominion,CUSA (East),-2.40,-10.47,-12.87
2018,San Jose State,MWC (West),-5.60,-7.33,-12.93
2018,South Alabama,Sun Belt (West),-5.30,-8.26,-13.56
2018,Western Kentucky,CUSA (East),-9.34,-4.78,-14.11
2018,Georgia State,Sun Belt (East),-4.95,-9.46,-14.41
2018,Texas State,Sun Belt (West),-9.84,-4.66,-14.50
2018,Kent State,MAC (East),-7.93,-7.13,-15.05
2018,Bowling Green,MAC (East),-6.03,-9.09,-15.11
2018,Central Michigan,MAC (West),-13.25,-2.51,-15.76
2018,UTSA,CUSA (West),-13.77,-2.63,-16.40
2018,New Mexico State,Ind,-4.85,-12.74,-17.59
2018,Connecticut,American (East),-7.24,-11.76,-18.99
2018,Rice,CUSA (West),-11.13,-8.05,-19.18
2018,UTEP,CUSA (West),-12.53,-10.34,-22.88
2019,Ohio State,Big Ten (East),14.04,13.36,27.39
2019,LSU,SEC (West),18.80,7.00,25.80
2019,Alabama,SEC (West),13.02,8.09,21.11
2019,Clemson,ACC (Atlantic),5.67,15.37,21.04
2019,Wisconsin,Big Ten (West),5.48,12.25,17.73
2019,Georgia,SEC (East),2.74,14.90,17.64
2019,Penn State,Big Ten (East),5.84,11.50,17.34
2019,Notre Dame,Ind,5.97,11.25,17.22
2019,Oregon,Pac-12 (North),6.30,10.72,17.02
2019,Auburn,SEC (West),5.92,10.34,16.26
2019,Oklahoma,Big 12,12.84,2.95,15.79
2019,Michigan,Big Ten (East),7.40,8.10,15.50
2019,Florida,SEC (East),4.83,10.38,15.22
2019,Utah,Pac-12 (South),1.16,13.70,14.86
2019,Iowa,Big Ten (West),0.60,14.00,14.60
2019,Memphis,American (West),13.46,0.20,13.66
2019,Navy,American (West),7.13,5.47,12.60
2019,Washington,Pac-12 (North),4.24,8.14,12.38
2019,Texas,Big 12,10.76,1.42,12.18
2019,Baylor,Big 12,4.33,7.79,12.12
2019,Minnesota,Big Ten (West),9.23,2.50,11.73
2019,UCF,American (East),11.48,0.11,11.59
2019,Appalachian State,Sun Belt (East),6.97,4.52,11.49
2019,Cincinnati,American (East),1.13,9.73,10.87
2019,Air Force,MWC (Mountain),3.58,6.89,10.47
2019,Texas A&M,SEC (West),3.06,6.95,10.02
2019,SMU,American (West),14.74,-5.72,9.02
2019,Boise State,MWC (Mountain),4.18,4.76,8.94
2019,USC,Pac-12 (South),10.40,-1.53,8.87
2019,Louisiana,Sun Belt (West),2.45,6.23,8.68
2019,Florida Atlantic,CUSA (East),4.52,3.76,8.28
2019,Iowa State,Big 12,6.42,1.49,7.92
2019,Oklahoma State,Big 12,5.82,1.56,7.39
2019,Kansas State,Big 12,1.19,5.84,7.02
2019,North Carolina,ACC (Coastal),5.95,0.43,6.38
2019,Virginia,ACC (Coastal),5.89,0.40,6.29
2019,Michigan State,Big Ten (East),-0.23,6.29,6.06
2019,Kentucky,SEC (East),-0.26,6.18,5.92
2019,Indiana,Big Ten (East),3.73,2.06,5.79
2019,Texas Christian,Big 12,2.67,2.59,5.27
2019,Tennessee,SEC (East),-0.20,5.33,5.13
2019,Mississippi State,SEC (West),3.51,1.37,4.87
2019,Arizona State,Pac-12 (South),-0.21,4.93,4.72
2019,Tulane,American (West),2.61,1.37,3.98
2019,Washington State,Pac-12 (North),9.65,-5.79,3.86
2019,California,Pac-12 (North),-3.76,7.15,3.39
2019,Virginia Tech,ACC (Coastal),3.48,-0.11,3.37
2019,Wake Forest,ACC (Atlantic),4.75,-1.52,3.23
2019,Louisville,ACC (Atlantic),8.44,-5.34,3.09
2019,Missouri,SEC (East),-2.29,5.17,2.88
2019,Nebraska,Big Ten (West),2.91,-0.25,2.67
2019,Ole Miss,SEC (West),1.16,1.07,2.24
2019,Oregon State,Pac-12 (North),6.03,-4.02,2.01
2019,Miami (FL),ACC (Coastal),-3.58,5.55,1.97
2019,Florida State,ACC (Atlantic),2.21,-0.43,1.78
2019,San Diego State,MWC (West),-10.00,11.69,1.69
2019,Buffalo,MAC (East),-0.11,1.54,1.44
2019,South Carolina,SEC (East),-0.86,2.20,1.34
2019,Wyoming,MWC (Mountain),-3.26,4.60,1.33
2019,Temple,American (East),-2.23,3.45,1.22
2019,BYU,Ind,1.50,-0.65,0.85
2019,Pitt,ACC (Coastal),-4.49,5.09,0.60
2019,Tulsa,American (West),0.92,-0.49,0.43
2019,Western Kentucky,CUSA (East),-2.90,3.20,0.31
2019,Hawaii,MWC (West),6.07,-5.88,0.19
2019,Duke,ACC (Coastal),-1.52,1.63,0.11
2019,Colorado,Pac-12 (South),-0.09,0.07,-0.02
2019,Georgia Southern,Sun Belt (East),-1.53,1.46,-0.07
2019,Illinois,Big Ten (West),2.21,-2.29,-0.08
2019,Boston College,ACC (Atlantic),3.29,-3.66,-0.37
2019,Houston,American (West),3.31,-3.72,-0.41
2019,Purdue,Big Ten (West),4.13,-4.65,-0.52
2019,Marshall,CUSA (East),-1.46,0.92,-0.54
2019,UCLA,Pac-12 (South),3.38,-3.93,-0.55
2019,Texas Tech,Big 12,2.01,-2.66,-0.65
2019,Louisiana Tech,CUSA (West),-0.46,-0.59,-1.05
2019,Western Michigan,MAC (West),0.16,-1.93,-1.77
2019,Arkansas State,Sun Belt (West),5.03,-6.81,-1.78
2019,Utah State,MWC (Mountain),0.97,-2.89,-1.93
2019,Stanford,Pac-12 (North),-2.36,-0.02,-2.38
2019,Ohio,MAC (East),3.68,-6.38,-2.70
2019,Syracuse,ACC (Atlantic),-0.75,-2.03,-2.79
2019,Southern Mississippi,CUSA (West),-2.65,-0.25,-2.90
2019,West Virginia,Big 12,-3.55,0.62,-2.92
2019,Central Michigan,MAC (West),0.83,-3.82,-2.98
2019,Miami (OH),MAC (East),-2.63,-0.40,-3.03
2019,Northwestern,Big Ten (West),-9.93,6.81,-3.13
2019,Maryland,Big Ten (East),-5.71,2.53,-3.18
2019,South Florida,American (East),-6.62,3.36,-3.26
2019,Ball State,MAC (West),4.33,-7.85,-3.51
2019,Kent State,MAC (East),1.30,-5.49,-4.19
2019,Army,Ind,-5.18,0.94,-4.23
2019,Arizona,Pac-12 (South),2.33,-6.57,-4.25
2019,Fresno State,MWC (West),1.10,-5.64,-4.53
2019,UAB,CUSA (West),-5.89,1.29,-4.60
2019,Louisiana-Monroe,Sun Belt (West),4.13,-9.05,-4.92
2019,Troy,Sun Belt (East),4.10,-9.10,-5.01
2019,Liberty,Ind,0.29,-5.98,-5.70
2019,Kansas,Big 12,-1.79,-3.94,-5.73
2019,San Jose State,MWC (West),3.25,-9.33,-6.08
2019,Middle Tennessee State,CUSA (East),-0.60,-5.51,-6.11
2019,Arkansas,SEC (West),-2.60,-3.98,-6.58
2019,Georgia State,Sun Belt (East),3.11,-9.72,-6.61
2019,Colorado State,MWC (Mountain),0.74,-7.58,-6.84
2019,Charlotte,CUSA (East),0.71,-7.58,-6.88
2019,Coastal Carolina,Sun Belt (East),-2.26,-4.76,-7.02
2019,Eastern Michigan,MAC (West),0.18,-7.68,-7.50
2019,North Carolina State,ACC (Atlantic),-7.68,-0.14,-7.82
2019,Florida International,CUSA (East),-5.18,-3.01,-8.19
2019,Georgia Tech,ACC (Coastal),-5.23,-3.27,-8.49
2019,Nevada,MWC (West),-7.30,-1.34,-8.64
2019,Toledo,MAC (West),-3.08,-5.68,-8.76
2019,North Texas,CUSA (West),-0.46,-9.01,-9.47
2019,East Carolina,American (East),-1.03,-8.82,-9.85
2019,Northern Illinois,MAC (West),-7.34,-2.67,-10.01
2019,Vanderbilt,SEC (East),-8.23,-2.05,-10.28
2019,Rice,CUSA (West),-9.98,-0.48,-10.46
2019,Rutgers,Big Ten (East),-10.92,-0.24,-11.16
2019,Nevada-Las Vegas,MWC (West),-3.54,-8.01,-11.55
2019,South Alabama,Sun Belt (West),-10.05,-2.23,-12.28
2019,Texas State,Sun Belt (West),-9.65,-2.73,-12.38
2019,New Mexico,MWC (Mountain),-5.40,-8.30,-13.70
2019,UTSA,CUSA (West),-6.61,-7.47,-14.08
2019,Connecticut,American (East),-8.30,-6.53,-14.83
2019,Bowling Green,MAC (East),-13.70,-2.38,-16.08
2019,New Mexico State,Ind,-7.24,-9.63,-16.86
2019,Old Dominion,CUSA (East),-12.05,-5.07,-17.12
2019,UTEP,CUSA (West),-10.11,-12.99,-23.10
2019,Akron,MAC (East),-20.57,-6.07,-26.64
2019,Massachusetts,Ind,-9.28,-20.68,-29.95
2020,Alabama,SEC (West),16.47,13.79,30.26
2020,Ohio State,Big Ten (East),16.07,5.30,21.37
2020,Georgia,SEC (East),8.12,11.21,19.33
2020,Ball State,MAC (West),10.07,8.34,18.41
2020,Buffalo,MAC (East),11.49,6.24,17.73
2020,Oklahoma,Big 12,9.57,8.04,17.62
2020,Florida,SEC (East),15.62,1.23,16.85
2020,Clemson,ACC (Atlantic),9.10,7.73,16.82
2020,Texas A&M,SEC (West),6.11,10.13,16.24
2020,Cincinnati,American,4.20,10.72,14.92
2020,BYU,Ind,4.24,10.46,14.70
2020,Iowa State,Big 12,5.10,8.83,13.93
2020,Iowa,Big Ten (West),4.26,9.52,13.77
2020,Indiana,Big Ten (East),2.46,11.25,13.71
2020,Northwestern,Big Ten (West),-0.44,12.99,12.55
2020,Toledo,MAC (West),6.70,5.73,12.44
2020,Texas,Big 12,12.68,-0.73,11.95
2020,Miami (OH),MAC (East),3.95,7.46,11.41
2020,Notre Dame,ACC (Atlantic),2.01,9.31,11.32
2020,Coastal Carolina,Sun Belt (East),5.40,5.50,10.90
2020,Oklahoma State,Big 12,3.64,6.82,10.46
2020,Western Michigan,MAC (West),14.52,-4.13,10.39
2020,Auburn,SEC (West),1.86,7.75,9.61
2020,Wisconsin,Big Ten (West),-3.47,12.09,8.62
2020,Central Michigan,MAC (West),4.64,3.62,8.26
2020,Ole Miss,SEC (West),16.11,-8.05,8.07
2020,Louisiana,Sun Belt (West),3.17,4.59,7.75
2020,Texas Christian,Big 12,2.03,5.38,7.41
2020,San Jose State,MWC (West),0.54,6.50,7.05
2020,North Carolina,ACC (Coastal),10.10,-3.07,7.03
2020,Kent State,MAC (East),18.26,-11.24,7.02
2020,LSU,SEC (West),6.89,-0.25,6.64
2020,Miami (FL),ACC (Coastal),3.33,3.23,6.56
2020,Kentucky,SEC (East),-2.66,8.79,6.12
2020,West Virginia,Big 12,-2.14,8.11,5.97
2020,UCF,American,13.35,-7.43,5.92
2020,Eastern Michigan,MAC (West),4.96,0.84,5.80
2020,Appalachian State,Sun Belt (East),-0.07,5.54,5.47
2020,USC,Pac-12 (South),4.72,0.60,5.32
2020,Tulsa,American,-1.42,6.62,5.20
2020,Ohio,MAC (East),1.61,2.67,4.28
2020,Penn State,Big Ten (East),3.00,1.21,4.22
2020,Arkansas,SEC (West),2.36,1.63,3.99
2020,Mississippi State,SEC (West),-1.21,5.15,3.94
2020,Boise State,MWC (Mountain),5.93,-2.52,3.41
2020,Marshall,CUSA (East),-5.47,8.77,3.30
2020,Missouri,SEC (East),2.35,-0.43,1.92
2020,Arizona State,Pac-12 (South),-1.84,3.59,1.75
2020,Liberty,Ind,2.55,-0.95,1.60
2020,Pitt,ACC (Coastal),-2.30,3.85,1.54
2020,Virginia Tech,ACC (Coastal),2.65,-1.14,1.51
2020,Tennessee,SEC (East),-0.72,2.21,1.49
2020,UAB,CUSA (West),1.03,0.25,1.28
2020,Air Force,MWC (Mountain),-7.08,7.93,0.85
2020,Oregon,Pac-12 (North),1.38,-0.58,0.81
2020,Army,Ind,-6.03,6.69,0.67
2020,Utah,Pac-12 (South),-1.33,1.99,0.67
2020,Maryland,Big Ten (East),1.19,-0.70,0.49
2020,Baylor,Big 12,-2.02,2.50,0.48
2020,Nevada,MWC (West),0.99,-0.54,0.45
2020,San Diego State,MWC (West),-6.24,6.66,0.43
2020,North Carolina State,ACC (Atlantic),2.59,-2.25,0.35
2020,Georgia State,Sun Belt (East),5.26,-4.93,0.34
2020,Nebraska,Big Ten (West),-2.27,2.41,0.14
2020,Washington,Pac-12 (North),0.09,0.02,0.11
2020,SMU,American,5.63,-5.57,0.06
2020,Kansas State,Big 12,-0.96,0.95,-0.01
2020,Boston College,ACC (Atlantic),0.63,-0.67,-0.04
2020,UCLA,Pac-12 (South),6.86,-6.97,-0.11
2020,Purdue,Big Ten (West),2.79,-2.97,-0.18
2020,Wake Forest,ACC (Atlantic),5.56,-5.89,-0.33
2020,Virginia,ACC (Coastal),0.17,-0.56,-0.39
2020,Tulane,American,2.46,-3.17,-0.71
2020,Louisville,ACC (Atlantic),0.13,-0.91,-0.78
2020,Michigan,Big Ten (East),4.17,-5.42,-1.25
2020,Memphis,American,-0.16,-1.12,-1.29
2020,Minnesota,Big Ten (West),1.60,-2.93,-1.32
2020,Northern Illinois,MAC (West),-0.06,-1.47,-1.53
2020,Colorado,Pac-12 (South),0.32,-1.99,-1.66
2020,Texas Tech,Big 12,5.64,-7.31,-1.67
2020,Georgia Southern,Sun Belt (East),-2.66,0.86,-1.80
2020,Troy,Sun Belt (East),-4.29,2.05,-2.24
2020,Rutgers,Big Ten (East),0.64,-3.02,-2.38
2020,Houston,American,0.66,-3.50,-2.84
2020,Michigan State,Big Ten (East),-4.39,1.47,-2.93
2020,Stanford,Pac-12 (North),1.66,-4.67,-3.00
2020,South Carolina,SEC (East),-1.92,-1.46,-3.38
2020,UTSA,CUSA (West),-2.37,-1.43,-3.80
2020,Rice,CUSA (West),-10.01,6.04,-3.97
2020,Hawaii,MWC (West),-3.03,-1.96,-4.98
2020,Wyoming,MWC (Mountain),-8.02,2.75,-5.27
2020,Illinois,Big Ten (West),-3.22,-3.17,-6.39
2020,East Carolina,American,0.13,-6.55,-6.43
2020,Oregon State,Pac-12 (North),0.86,-8.13,-7.27
2020,Georgia Tech,ACC (Coastal),-4.05,-3.80,-7.85
2020,Arkansas State,Sun Belt (West),3.41,-11.27,-7.86
2020,Florida Atlantic,CUSA (East),-11.40,3.49,-7.91
2020,Louisiana Tech,CUSA (West),-1.33,-7.01,-8.34
2020,Akron,MAC (East),-11.99,3.17,-8.82
2020,Florida State,ACC (Atlantic),-2.27,-6.60,-8.87
2020,Fresno State,MWC (West),-1.15,-7.76,-8.90
2020,South Alabama,Sun Belt (West),-11.11,1.29,-9.83
2020,Texas State,Sun Belt (West),0.44,-10.37,-9.93
2020,Navy,American,-9.43,-0.66,-10.08
2020,California,Pac-12 (North),-12.17,2.06,-10.11
2020,Western Kentucky,CUSA (East),-10.50,-0.65,-11.15
2020,Washington State,Pac-12 (North),-2.62,-8.71,-11.34
2020,Vanderbilt,SEC (East),-10.91,-0.70,-11.61
2020,New Mexico,MWC (Mountain),-2.97,-8.75,-11.71
2020,Duke,ACC (Coastal),-5.36,-7.52,-12.88
2020,Syracuse,ACC (Atlantic),-10.19,-2.74,-12.92
2020,Kansas,Big 12,-7.61,-5.92,-13.53
2020,Arizona,Pac-12 (South),-11.63,-2.45,-14.08
2020,Colorado State,MWC (Mountain),-5.74,-8.57,-14.31
2020,South Florida,American,-5.20,-9.19,-14.39
2020,Southern Mississippi,CUSA (West),-5.02,-9.37,-14.39
2020,Charlotte,CUSA (East),-4.66,-9.75,-14.41
2020,North Texas,CUSA (West),2.83,-17.63,-14.80
2020,UTEP,CUSA (West),-12.03,-3.26,-15.29
2020,Middle Tennessee State,CUSA (East),-4.67,-10.69,-15.36
2020,Bowling Green,MAC (East),-15.63,-1.88,-17.51
2020,Temple,American,-11.90,-7.35,-19.25
2020,Utah State,MWC (Mountain),-13.09,-6.29,-19.38
2020,Nevada-Las Vegas,MWC (West),-9.50,-11.17,-20.68
2020,Florida International,CUSA (East),-8.34,-13.84,-22.18
2020,Louisiana-Monroe,Sun Belt (West),-12.54,-11.13,-23.67
2020,Massachusetts,Ind,-21.63,-3.05,-24.68
2020,New Mexico State,Ind,-7.75,-19.92,-27.68
2020,Connecticut,Ind (East),,,
2020,Old Dominion,CUSA (East),,,
2021,Georgia,SEC (East),5.85,18.77,24.62
2021,Michigan,Big Ten (East),9.68,10.12,19.80
2021,Alabama,SEC (West),11.88,7.75,19.62
2021,Ohio State,Big Ten (East),14.31,5.23,19.53
2021,Notre Dame,Ind,8.49,7.82,16.31
2021,Cincinnati,American,5.93,9.42,15.34
2021,Oklahoma State,Big 12,4.66,9.90,14.57
2021,Michigan State,Big Ten (East),9.07,5.34,14.41
2021,Wisconsin,Big Ten (West),2.18,11.69,13.87
2021,Baylor,Big 12,3.59,9.91,13.50
2021,Pitt,ACC (Coastal),8.83,3.49,12.32
2021,Utah,Pac-12 (South),7.83,4.43,12.26
2021,Oklahoma,Big 12,10.13,1.63,11.75
2021,Arkansas,SEC (West),5.88,5.66,11.54
2021,Clemson,ACC (Atlantic),-0.61,12.04,11.43
2021,Ole Miss,SEC (West),8.27,3.16,11.43
2021,Wake Forest,ACC (Atlantic),14.35,-3.07,11.28
2021,Penn State,Big Ten (East),2.42,8.80,11.22
2021,Texas A&M,SEC (West),0.53,10.25,10.77
2021,Purdue,Big Ten (West),4.33,6.25,10.58
2021,North Carolina State,ACC (Atlantic),3.23,6.99,10.22
2021,Minnesota,Big Ten (West),2.13,8.04,10.17
2021,Iowa,Big Ten (West),0.36,9.09,9.45
2021,Kansas State,Big 12,2.17,6.95,9.12
2021,Iowa State,Big 12,3.01,6.07,9.08
2021,Boise State,MWC (Mountain),1.71,7.14,8.85
2021,Kentucky,SEC (East),4.42,4.32,8.73
2021,Air Force,MWC (Mountain),4.55,4.15,8.70
2021,Houston,American,4.13,4.40,8.53
2021,Western Kentucky,CUSA (East),13.71,-5.32,8.39
2021,Tennessee,SEC (East),9.62,-1.65,7.97
2021,BYU,Ind,6.07,1.22,7.29
2021,Appalachian State,Sun Belt (East),3.94,3.34,7.28
2021,UCLA,Pac-12 (South),9.09,-1.85,7.25
2021,Nebraska,Big Ten (West),2.13,4.97,7.10
2021,Auburn,SEC (West),1.62,5.04,6.66
2021,Arizona State,Pac-12 (South),1.79,4.70,6.49
2021,San Diego State,MWC (West),0.73,5.65,6.38
2021,Louisiana,Sun Belt (West),0.77,5.55,6.32
2021,Oregon,Pac-12 (North),5.23,0.99,6.22
2021,SMU,American,8.54,-2.36,6.18
2021,Army,Ind,2.48,3.46,5.94
2021,UTSA,CUSA (West),4.97,0.68,5.65
2021,Utah State,MWC (Mountain),5.44,-0.27,5.17
2021,Texas,Big 12,8.31,-3.20,5.11
2021,Miami (FL),ACC (Coastal),5.43,-0.33,5.09
2021,Mississippi State,SEC (West),2.28,2.73,5.01
2021,Fresno State,MWC (West),1.90,2.98,4.88
2021,LSU,SEC (West),3.07,1.67,4.74
2021,Florida,SEC (East),4.82,-0.46,4.37
2021,Oregon State,Pac-12 (North),4.43,-0.27,4.16
2021,Louisville,ACC (Atlantic),4.42,-0.38,4.03
2021,Coastal Carolina,Sun Belt (East),4.16,-0.18,3.98
2021,UAB,CUSA (West),1.23,2.75,3.98
2021,Liberty,Ind,1.75,2.04,3.80
2021,North Carolina,ACC (Coastal),8.34,-4.57,3.77
2021,Nevada,MWC (West),6.52,-3.05,3.47
2021,Maryland,Big Ten (East),3.12,0.32,3.44
2021,UCF,American,1.18,1.90,3.07
2021,Washington State,Pac-12 (North),1.60,1.45,3.05
2021,Texas Tech,Big 12,4.84,-2.27,2.57
2021,Marshall,CUSA (East),1.55,0.82,2.37
2021,Virginia,ACC (Coastal),5.39,-3.15,2.24
2021,Illinois,Big Ten (West),-2.69,4.88,2.20
2021,South Carolina,SEC (East),-2.21,4.29,2.08
2021,East Carolina,American,3.58,-1.66,1.92
2021,West Virginia,Big 12,-2.25,3.79,1.54
2021,Central Michigan,MAC (West),1.88,-0.53,1.35
