"","Year","Player","Pos","wAV","From","To","AP1","PB","Starter","G","GS"
"1",2004,"Jared Allen","DE",101,2004,2015,4,5,12,187,181
"2",2004,"Vince Wilfork","NT",90,2004,2016,1,5,11,189,179
"3",2004,"Darnell Dockett","DT",69,2004,2013,0,3,10,158,156
"4",2004,"Randy Starks","DT",61,2004,2015,0,2,8,186,147
"5",2004,"Tommie Harris","DT",56,2004,2011,0,3,6,117,91
"6",2004,"Antonio Smith","DE",56,2004,2016,0,1,8,186,133
"7",2004,"Shaun Phillips","DE",54,2004,2014,0,1,8,168,121
"8",2004,"Will Smith","DE",52,2004,2012,0,1,7,139,120
"9",2004,"Robert Geathers","DE",46,2004,2014,0,0,7,152,104
"10",2004,"Igor Olshansky","DE",39,2004,2011,0,0,7,115,98
"11",2004,"Isaac Sopoaga","DT",38,2005,2013,0,0,5,139,88
"12",2004,"Corey Williams","DT",33,2004,2012,0,0,5,126,74
"13",2004,"Dwan Edwards","DT",32,2004,2015,0,0,5,136,64
"14",2004,"Bobby McCray","DE",24,2004,2010,0,0,2,94,37
"15",2004,"Antwan Odom","DE",24,2004,2010,0,0,4,74,52
"16",2004,"Tank Johnson","DT",22,2004,2010,0,0,2,91,37
"17",2004,"Travis LaBoy","DE",21,2004,2011,0,0,3,95,46
"18",2004,"Kenechi Udeze","DE",20,2004,2007,0,0,3,51,47
"19",2004,"Anthony Hargrove","DE",16,2004,2011,0,0,1,102,25
"20",2004,"Dave Ball","DE",15,2004,2011,0,0,1,72,23
"21",2004,"Darrion Scott","DE",15,2004,2011,0,0,2,57,28
"22",2004,"Chad Lavalais","DT",9,2004,2005,0,0,1,30,20
"23",2004,"Craig Terrill","DT",9,2004,2010,0,0,0,88,5
"24",2004,"Marcus Tubbs","DT",9,2004,2006,0,0,1,29,16
"25",2004,"Tim Anderson","DT",7,2004,2007,0,0,1,43,17
"26",2004,"Anthony Maddox","DT",7,2004,2007,0,0,1,35,12
"27",2004,"Ryon Bingham","DT",6,2005,2008,0,0,0,49,2
"28",2004,"Junior Siavii","DT",6,2004,2010,0,0,0,56,6
"29",2004,"Amon Gordon","DT",4,2004,2011,0,0,0,33,6
"30",2004,"Trevor Johnson","DE",4,2004,2007,0,0,0,35,0
"31",2004,"Jared Clauss","DT",3,2004,2005,0,0,0,29,2
"32",2004,"Bo Schobel","DE",3,2004,2007,0,0,0,29,2
"33",2004,"Rodney Leisle","DT",2,2004,2009,0,0,0,18,1
"34",2004,"Marquise Hill","DE",1,2004,2006,0,0,0,13,0
"35",2004,"Matthias Askew","DT",0,2004,2005,0,0,0,6,0
"36",2004,"Eric Taylor","DT",0,2005,2005,0,0,0,1,0
"37",2004,"Claude Harriott","DE",NA,NA,NA,0,0,0,NA,NA
"38",2004,"Nathaniel Adibi","DE",NA,NA,NA,0,0,0,NA,NA
"39",2004,"Shawn Johnson","DE",NA,NA,NA,0,0,0,NA,NA
"40",2004,"Donnell Washington","DT",NA,NA,NA,0,0,0,NA,NA
"41",2004,"Isaac Hilton","DE",NA,NA,NA,0,0,0,NA,NA
"42",2004,"Christian Ferrara","DT",NA,NA,NA,0,0,0,NA,NA
"43",2005,"Trent Cole","DE",68,2005,2016,0,2,9,176,154
"44",2005,"Justin Tuck","DE",65,2005,2015,1,2,7,147,107
"45",2005,"Jay Ratliff","DE",55,2005,2015,1,4,7,122,102
"46",2005,"Jonathan Babineaux","DE",52,2005,2016,0,0,10,185,133
"47",2005,"Mike Patterson","DT",48,2005,2014,0,0,6,147,108
"48",2005,"Chris Canty","DE",46,2005,2015,0,0,9,148,128
"49",2005,"Sione Pouha","DT",36,2005,2012,0,0,4,106,55
"50",2005,"Marcus Spears","DE",36,2005,2013,0,0,6,124,90
"51",2005,"Luis Castillo","DE",33,2005,2011,0,0,6,82,79
"52",2005,"Shaun Cody","DT",28,2005,2012,0,0,4,112,68
"53",2005,"Matt Roth","DE",27,2005,2011,0,0,5,96,54
"54",2005,"Jovan Haye","DE",25,2005,2011,0,0,3,73,46
"55",2005,"C.J. Mosley","DT",21,2005,2015,0,0,1,140,31
"56",2005,"Kevin Vickerson","DT",21,2007,2014,0,0,3,86,44
"57",2005,"Chauncey Davis","DE",20,2005,2011,0,0,1,102,25
"58",2005,"Travis Johnson","DT",17,2005,2010,0,0,3,76,38
"59",2005,"Ronald Fields","DT",13,2005,2011,0,0,2,87,25
"60",2005,"Jonathan Fanene","DE",12,2005,2011,0,0,1,71,17
"61",2005,"Mike Montgomery","DT",8,2005,2010,0,0,1,58,8
"62",2005,"Erasmus James","DE",6,2005,2008,0,0,1,28,12
"63",2005,"Eric Moore","DE",5,2005,2011,0,0,0,35,4
"64",2005,"Jason Jefferson","DT",3,2005,2008,0,0,0,34,1
"65",2005,"Kenneth Pettway","DE",3,2006,2008,0,0,0,25,0
"66",2005,"Anthony Bryant","DT",2,2005,2010,0,0,0,15,6
"67",2005,"David McMillan","DE",2,2005,2007,0,0,0,29,0
"68",2005,"Darrell Shropshire","DT",2,2005,2006,0,0,0,23,1
"69",2005,"Anttaj Hawthorne","DT",1,2005,2006,0,0,0,18,0
"70",2005,"Ryan Riddle","DE",1,2005,2006,0,0,0,17,0
"71",2005,"Dan Cody","DE",0,2006,2006,0,0,0,2,0
"72",2005,"Atiyyah Ellison","DT",0,2009,2009,0,0,0,15,6
"73",2005,"Jonathan Goddard","DE",0,2005,2005,0,0,0,1,0
"74",2005,"Khari Long","DE",0,2005,2005,0,0,0,1,0
"75",2005,"Keyonta Marshall","DT",0,2005,2005,0,0,0,1,0
"76",2005,"Bill Swancutt","DE",0,2005,2005,0,0,0,8,0
"77",2005,"Jimmy Verdon","DT",0,2005,2005,0,0,0,4,0
"78",2005,"Jonathan Welsh","DE",0,2005,2005,0,0,0,6,0
"79",2005,"Shaun Nua","DE",NA,NA,NA,0,0,0,NA,NA
"80",2005,"Vincent Burns","DE",NA,NA,NA,0,0,0,NA,NA
"81",2005,"Andrew Hoffman","DT",NA,NA,NA,0,0,0,NA,NA
"82",2006,"Haloti Ngata","DT",100,2006,2018,2,5,12,180,174
"83",2006,"Kyle Williams","DT",79,2006,2018,0,6,11,183,178
"84",2006,"Mario Williams","DE",79,2006,2016,1,4,9,158,150
"85",2006,"Tamba Hali","DE",75,2006,2017,0,5,10,177,157
"86",2006,"Domata Peko","DT",68,2006,2020,0,0,12,214,194
"87",2006,"Elvis Dumervil","DE",63,2006,2017,2,5,6,162,99
"88",2006,"Rob Ninkovich","DE",51,2006,2016,0,0,7,131,101
"89",2006,"Manny Lawson","DE",47,2006,2015,0,0,7,143,110
"90",2006,"Barry Cofield","DT",46,2006,2015,0,0,8,138,129
"91",2006,"Kamerion Wimbley","DE",44,2006,2014,0,0,8,140,123
"92",2006,"Brodrick Bunkley","DT",40,2006,2014,0,0,7,130,101
"93",2006,"Frostee Rucker","DE",39,2007,2018,0,0,5,157,88
"94",2006,"Parys Haralson","DE",38,2006,2014,0,0,7,118,88
"95",2006,"Ray Edwards","DE",37,2006,2012,0,0,5,97,78
"96",2006,"Mathias Kiwanuka","DE",37,2006,2014,0,0,5,120,82
"97",2006,"Jason Hatcher","DE",34,2006,2015,0,1,5,147,69
"98",2006,"Darryl Tapp","DE",30,2006,2017,0,0,2,165,39
"99",2006,"Chris Gocong","DE",29,2007,2011,0,0,5,79,67
"100",2006,"Jeremy Mincey","DE",29,2007,2015,0,0,4,96,62
"101",2006,"Kedric Golston","DT",27,2006,2016,0,0,4,142,53
"102",2006,"Mark Anderson","DE",21,2006,2012,0,0,1,98,25
"103",2006,"Johnny Jolly","DT",21,2006,2013,0,0,3,61,47
"104",2006,"Anthony Montgomery","NT",14,2006,2009,0,0,1,42,22
"105",2006,"Victor Adeyanju","DE",13,2006,2009,0,0,2,53,26
"106",2006,"Guy Whimper","DE",13,2006,2013,0,0,1,78,24
"107",2006,"Gabe Watson","DT",11,2006,2010,0,0,1,62,21
"108",2006,"Fred Evans","DT",9,2006,2013,0,0,0,95,6
"109",2006,"Dusty Dvoracek","DT",6,2007,2008,0,0,1,13,13
"110",2006,"Dave Tollefson","DE",6,2007,2012,0,0,0,78,2
"111",2006,"Melvin Oliver","DE",5,2006,2006,0,0,1,16,14
"112",2006,"Le Kevin Smith","DT",5,2006,2010,0,0,0,45,2
"113",2006,"Montavious Stanley","DT",5,2006,2009,0,0,0,33,6
"114",2006,"John McCargo","DT",4,2006,2011,0,0,0,44,1
"115",2006,"LaJuan Ramsey","DT",4,2006,2009,0,0,0,34,5
"116",2006,"Rodrique Wright","DT",4,2007,2008,0,0,0,13,9
"117",2006,"Brent Hawkins","DE",3,2006,2007,0,0,0,20,0
"118",2006,"Claude Wroten","DT",2,2006,2007,0,0,0,26,0
"119",2006,"Orien Harris","DT",1,2006,2009,0,0,0,20,1
"120",2006,"Julian Jenkins","DE",1,2006,2006,0,0,0,12,0
"121",2006,"Jesse Mahelona","DT",1,2006,2007,0,0,0,11,1
"122",2006,"Stanley McClover","DE",1,2006,2008,0,0,0,14,0
"123",2006,"Titus Adams","DT",0,2009,2009,0,0,0,2,0
"124",2006,"Jonathan Lewis","DT",0,2006,2006,0,0,0,4,0
"125",2006,"Babatunde Oshinowo","DT",0,2006,2007,0,0,0,2,0
"126",2006,"Chase Page","DT",0,2007,2007,0,0,0,6,0
"127",2006,"James Wyche","DE",0,2009,2009,0,0,0,3,0
"128",2007,"Brandon Mebane","DT",63,2007,2019,0,0,13,182,176
"129",2007,"LaMarr Woodley","DE",54,2007,2015,0,1,7,110,93
"130",2007,"Charles Johnson","DE",47,2007,2017,0,0,8,143,114
"131",2007,"Brian Robison","DE",46,2007,2017,0,0,6,173,103
"132",2007,"Alan Branch","DT",42,2007,2017,0,0,6,146,86
"133",2007,"Paul Soliai","DT",41,2007,2016,0,1,6,138,87
"134",2007,"Ray McDonald","DE",35,2007,2014,0,0,5,115,68
"135",2007,"Anthony Spencer","DE",34,2007,2014,0,1,4,104,67
"136",2007,"Amobi Okoye","DT",24,2007,2012,0,0,4,87,59
"137",2007,"Adam Carriker","DE",22,2007,2012,0,0,3,65,58
"138",2007,"Antonio Johnson","DT",21,2008,2013,0,0,3,83,52
"139",2007,"Jamaal Anderson","DE",20,2007,2012,0,0,3,77,48
"140",2007,"Gaines Adams","DE",17,2007,2009,0,0,1,47,29
"141",2007,"Derek Landri","DT",15,2007,2013,0,0,1,88,24
"142",2007,"Keyunta Dawson","DE",14,2007,2013,0,0,1,71,20
"143",2007,"Marcus Thomas","DT",14,2007,2011,0,0,2,76,34
"144",2007,"Turk McBride","DT",13,2007,2012,0,0,1,66,24
"145",2007,"Clifton Ryan","DT",13,2007,2010,0,0,2,49,27
"146",2007,"Jay Richardson","DE",12,2007,2013,0,0,2,59,22
"147",2007,"Matt Toeaina","DT",12,2007,2012,0,0,2,36,24
"148",2007,"Tim Crowder","DE",11,2007,2011,0,0,1,60,14
"149",2007,"Mario Henderson","DT",11,2007,2010,0,0,1,44,28
"150",2007,"Ryan McBean","DT",11,2007,2011,0,0,1,47,21
"151",2007,"Tank Tyler","DT",11,2007,2009,0,0,1,43,19
"152",2007,"Jacob Ford","DE",7,2008,2010,0,0,0,43,8
"153",2007,"Victor Abiamiri","DE",5,2007,2009,0,0,0,29,6
"154",2007,"Quentin Moses","DE",5,2007,2010,0,0,0,44,2
"155",2007,"C.J. Ah You","DE",4,2009,2011,0,0,0,33,3
"156",2007,"Jay Alford","DT",4,2007,2010,0,0,0,36,3
"157",2007,"Trey Lewis","DT",4,2007,2010,0,0,0,18,7
"158",2007,"Jarvis Moss","DE",3,2007,2011,0,0,0,53,2
"159",2007,"Ikaika Alama-Francis","DE",2,2007,2011,0,0,0,35,2
"160",2007,"Baraka Atkins","DE",2,2007,2008,0,0,0,21,0
"161",2007,"Justin Harrell","DT",2,2007,2010,0,0,0,14,2
"162",2007,"Greg Peterson","DE",2,2007,2009,0,0,0,14,0
"163",2007,"Quinn Pitcock","DT",1,2007,2007,0,0,0,9,1
"164",2007,"Kareem Brown","DT",0,2007,2007,0,0,0,1,0
"165",2007,"Joe Cohen","DT",0,2009,2009,0,0,0,7,0
"166",2007,"Jay Moore","DE",NA,NA,NA,0,0,0,NA,NA
"167",2007,"Brian Smith","DE",NA,NA,NA,0,0,0,NA,NA
"168",2007,"Melila Purcell","DE",NA,NA,NA,0,0,0,NA,NA
"169",2007,"Dan Bazuin","DE",NA,NA,NA,0,0,0,NA,NA
"170",2007,"Chase Pittman","DE",NA,NA,NA,0,0,0,NA,NA
"171",2007,"Abraham Wright","DE",NA,NA,NA,0,0,0,NA,NA
"172",2007,"Keith Jackson","DT",NA,NA,NA,0,0,0,NA,NA
"173",2008,"Calais Campbell","DE",105,2008,2022,1,6,14,227,208
"174",2008,"Chris Long","DE",48,2008,2018,0,0,6,162,103
"175",2008,"Ahtyba Rubin","DT",47,2008,2017,0,0,7,144,107
"176",2008,"Kendall Langford","DE",43,2008,2017,0,0,8,136,113
"177",2008,"Glenn Dorsey","DT",37,2008,2016,0,0,7,104,92
"178",2008,"Erik Walden","DE",37,2008,2017,0,0,6,145,88
"179",2008,"William Hayes","DE",32,2008,2018,0,0,4,137,46
"180",2008,"Jason Jones","DE",32,2008,2016,0,0,4,109,70
"181",2008,"Red Bryant","DT",31,2008,2015,0,0,4,86,71
"182",2008,"Letroy Guion","DT",28,2008,2016,0,0,4,112,66
"183",2008,"Pat Sims","DT",27,2008,2017,0,0,3,130,49
"184",2008,"Sedrick Ellis","DT",26,2008,2012,0,0,5,70,70
"185",2008,"Nick Hayden","DT",25,2008,2015,0,0,4,76,60
"186",2008,"Quentin Groves","DE",17,2008,2014,0,0,2,100,32
"187",2008,"Lawrence Jackson","DE",15,2008,2012,0,0,2,69,24
"188",2008,"Derrick Harvey","DE",14,2008,2011,0,0,1,52,32
"189",2008,"Trevor Scott","DE",11,2008,2014,0,0,2,85,18
"190",2008,"Rob Jackson","DE",9,2008,2013,0,0,1,54,15
"191",2008,"Andre Fluellen","DT",8,2008,2015,0,0,0,81,7
"192",2008,"Kentwan Balmer","DT",7,2008,2011,0,0,1,46,11
"193",2008,"Trevor Laws","DT",7,2008,2011,0,0,0,56,2
"194",2008,"Vernon Gholston","DE",6,2008,2010,0,0,0,45,5
"195",2008,"Marcus Harrison","DT",6,2008,2010,0,0,1,37,9
"196",2008,"Phillip Merling","DE",6,2008,2013,0,0,0,53,5
"197",2008,"Landon Cohen","DT",4,2008,2014,0,0,0,40,8
"198",2008,"Frank Okam","DT",3,2008,2011,0,0,0,25,6
"199",2008,"Chris Ellis","DE",2,2008,2010,0,0,0,15,1
"200",2008,"Kenny Iwebema","DE",2,2008,2010,0,0,0,31,0
"201",2008,"Dre Moore","DT",1,2009,2009,0,0,0,7,0
"202",2008,"DeMario Pressley","DT",1,2009,2011,0,0,0,8,0
"203",2008,"Jeremy Thompson","DE",1,2008,2009,0,0,0,15,3
"204",2008,"Ervin Baldwin","DE",0,2009,2009,0,0,0,3,0
"205",2008,"Lionel Dotson","DT",0,2008,2011,0,0,0,12,0
"206",2008,"Chris Harrington","DE",0,2008,2009,0,0,0,6,0
"207",2008,"Brian Johnston","DE",0,2008,2008,0,0,0,9,0
"208",2008,"Carlton Powell","DT",0,2011,2011,0,0,0,3,0
"209",2008,"Jason Shirley","DT",0,2008,2011,0,0,0,7,0
"210",2008,"Robert Henderson","DE",NA,NA,NA,0,0,0,NA,NA
"211",2009,"Michael Johnson","DE",54,2009,2018,0,0,8,155,119
"212",2009,"Connor Barwin","DE",51,2009,2018,0,1,7,142,112
"213",2009,"Evander Hood","DE",38,2009,2018,0,0,5,142,73
"214",2009,"Terrance Knighton","DT",37,2009,2015,0,0,6,108,96
"215",2009,"Tyson Jackson","DE",34,2009,2016,0,0,7,122,90
"216",2009,"Roy Miller","DT",33,2009,2017,0,0,5,119,84
"217",2009,"B.J. Raji","DT",33,2009,2015,0,1,5,91,78
"218",2009,"Paul Kruger","DE",29,2009,2016,0,0,4,114,66
"219",2009,"Robert Ayers","DE",27,2009,2017,0,0,5,120,59
"220",2009,"Sen'Derrick Marks","DT",27,2009,2016,0,0,4,103,61
"221",2009,"Clinton McDonald","DT",26,2010,2019,0,0,2,121,37
"222",2009,"Henry Melton","DE",25,2010,2015,0,1,2,80,36
"223",2009,"Ricky Jean-Francois","DT",23,2009,2018,0,0,4,137,47
"224",2009,"Matt Shaughnessy","DE",22,2009,2014,0,0,3,75,48
"225",2009,"Sammie Lee Hill","DT",21,2009,2015,0,0,3,97,48
"226",2009,"Vance Walker","DT",21,2009,2015,0,0,1,104,32
"227",2009,"Fili Moala","DT",19,2009,2013,0,0,3,64,45
"228",2009,"Peria Jerry","DT",13,2009,2013,0,0,2,64,29
"229",2009,"Vaughn Martin","DT",12,2009,2013,0,0,2,51,27
"230",2009,"Kyle Moore","DE",8,2009,2012,0,0,1,31,14
"231",2009,"Jarius Wynn","DE",8,2009,2014,0,0,0,69,7
"232",2009,"Ron Brace","DT",6,2009,2012,0,0,1,39,7
"233",2009,"Everette Brown","DE",6,2009,2014,0,0,0,44,3
"234",2009,"Aaron Maybin","DE",5,2009,2012,0,0,0,48,1
"235",2009,"Darell Scott","DT",5,2009,2011,0,0,0,33,5
"236",2009,"Lawrence Sidbury","DE",5,2009,2015,0,0,0,50,0
"237",2009,"Will Davis","DE",3,2009,2010,0,0,0,21,3
"238",2009,"Myron Pryor","DT",3,2009,2011,0,0,0,24,2
"239",2009,"Nick Reed","DE",3,2009,2011,0,0,0,26,0
"240",2009,"Alex Magee","DE",2,2009,2010,0,0,0,25,1
"241",2009,"Corvey Irvin","DT",1,2010,2013,0,0,0,24,0
"242",2009,"Jarron Gilbert","DT",0,2009,2010,0,0,0,5,0
"243",2009,"Ra'Shon Harris","DT",0,2009,2009,0,0,0,2,0
"244",2009,"Slade Norris","DE",0,2009,2010,0,0,0,9,0
"245",2009,"Brandon Williams","DE",0,2010,2010,0,0,0,6,0
"246",2009,"Stryker Sulak","DE",NA,NA,NA,0,0,0,NA,NA
"247",2009,"Terrance Taylor","DT",NA,NA,NA,0,0,0,NA,NA
"248",2009,"Darryl Richard","DT",NA,NA,NA,0,0,0,NA,NA
"249",2010,"Ndamukong Suh","DT",100,2010,2022,3,5,12,199,191
"250",2010,"Geno Atkins","DT",89,2010,2020,2,8,9,161,134
"251",2010,"Jason Pierre-Paul","DE",74,2010,2022,1,3,11,179,150
"252",2010,"Linval Joseph","DT",70,2010,2022,0,2,11,179,170
"253",2010,"Gerald McCoy","DT",69,2010,2021,1,6,10,140,139
"254",2010,"Carlos Dunlap","DE",67,2010,2022,0,2,7,197,125
"255",2010,"Jerry Hughes","DE",67,2010,2022,0,0,9,201,150
"256",2010,"Everson Griffen","DE",66,2010,2021,0,4,6,170,96
"257",2010,"Brandon Graham","DE",57,2010,2022,0,1,6,178,105
"258",2010,"Corey Peters","DT",49,2010,2022,0,0,9,164,135
"259",2010,"Tyson Alualu","DT",45,2010,2022,0,0,7,191,113
"260",2010,"Derrick Morgan","DE",40,2010,2018,0,0,8,118,106
"261",2010,"Greg Hardy","DE",33,2010,2015,0,1,4,75,52
"262",2010,"Al Woods","DT",33,2010,2022,0,0,6,155,78
"263",2010,"Lamarr Houston","DE",31,2010,2017,0,0,5,100,71
"264",2010,"Earl Mitchell","DT",29,2010,2019,0,0,4,130,66
"265",2010,"Jared Odrick","DE",29,2010,2016,0,0,3,87,63
"266",2010,"Dan Williams","DT",29,2010,2016,0,0,6,102,66
"267",2010,"Jason Worilds","DE",22,2010,2014,0,0,2,73,37
"268",2010,"Willie Young","DE",22,2010,2017,0,0,2,98,45
"269",2010,"Arthur Jones","DE",18,2010,2017,0,0,2,64,31
"270",2010,"Mike Neal","DE",17,2010,2015,0,0,2,68,29
"271",2010,"George Selvie","DE",17,2010,2015,0,0,2,80,32
"272",2010,"Eugene Sims","DE",17,2010,2016,0,0,1,99,20
"273",2010,"Cam Thomas","DT",16,2010,2017,0,0,2,103,27
"274",2010,"O'Brien Schofield","DE",15,2010,2016,0,0,2,84,21
"275",2010,"Terrence Cody","DT",14,2010,2014,0,0,1,57,21
"276",2010,"Ricardo Mathews","DT",14,2010,2016,0,0,0,96,20
"277",2010,"Corey Wootton","DE",14,2010,2014,0,0,1,60,22
"278",2010,"Sean Lissemore","DT",13,2010,2015,0,0,2,69,21
"279",2010,"C.J. Wilson","DE",13,2010,2016,0,0,2,84,20
"280",2010,"Daniel Te'o-Nesheim","DE",12,2010,2013,0,0,2,39,27
"281",2010,"Brandon Deaderick","DE",9,2010,2014,0,0,0,60,17
"282",2010,"Alex Carrington","DE",7,2010,2015,0,0,1,59,10
"283",2010,"Austen Lane","DE",7,2010,2013,0,0,2,30,17
"284",2010,"Brian Price","DT",4,2010,2011,0,0,1,20,14
"285",2010,"Clifton Geathers","DE",3,2010,2014,0,0,0,37,0
"286",2010,"Danny Batten","DE",2,2011,2011,0,0,0,16,4
"287",2010,"Erik Lorig","DE",2,2010,2014,0,0,1,66,30
"288",2010,"Torell Troup","DT",2,2010,2011,0,0,0,21,2
"289",2010,"Larry Hart","DE",1,2010,2010,0,0,0,14,0
"290",2010,"Ricky Sapp","DE",1,2012,2014,0,0,0,17,0
"291",2010,"Cameron Sheffield","DE",1,2011,2012,0,0,0,17,1
"292",2010,"D'Anthony Smith","DT",1,2012,2015,0,0,0,12,0
"293",2010,"Adrian Tracy","DE",1,2012,2012,0,0,0,16,0
"294",2010,"Hall Davis","DE",0,2010,2012,0,0,0,3,0
"295",2010,"Thaddeus Gibson","DE",0,2010,2011,0,0,0,4,0
"296",2010,"Jammie Kirlew","DE",0,2011,2011,0,0,0,1,0
"297",2010,"Jeff Owens","DT",0,2010,2010,0,0,0,1,0
"298",2010,"E.J. Wilson","DE",0,2010,2010,0,0,0,2,0
"299",2010,"Doug Worthington","DT",0,2012,2015,0,0,0,8,0
"300",2010,"Chris McCoy","DE",NA,NA,NA,0,0,0,NA,NA
"301",2010,"Kade Weston","DT",NA,NA,NA,0,0,0,NA,NA
"302",2010,"David Howard","DT",NA,NA,NA,0,0,0,NA,NA
"303",2011,"J.J. Watt","DE",110,2011,2022,5,5,10,151,151
"304",2011,"Cameron Heyward","DE",96,2011,2022,3,6,10,183,148
"305",2011,"Cameron Jordan","DE",96,2011,2022,1,7,12,192,191
"306",2011,"Jurrell Casey","DT",72,2011,2020,0,5,9,142,140
"307",2011,"Robert Quinn","DE",69,2011,2022,1,3,9,169,142
"308",2011,"Ryan Kerrigan","DE",63,2011,2021,0,4,9,172,143
"309",2011,"Lawrence Guy","DT",58,2012,2022,0,0,6,160,110
"310",2011,"Muhammad Wilkerson","DT",58,2011,2018,0,1,7,108,104
"311",2011,"Marcell Dareus","DT",56,2011,2019,1,2,7,121,107
"312",2011,"Jabaal Sheard","DE",47,2011,2021,0,0,7,145,106
"313",2011,"Corey Liuget","DT",42,2011,2020,0,0,7,124,104
"314",2011,"Allen Bailey","DE",34,2011,2020,0,0,3,133,70
"315",2011,"Aldon Smith","DE",34,2011,2020,1,1,4,75,53
"316",2011,"Sam Acho","DE",30,2011,2019,0,0,4,110,57
"317",2011,"Pernell McPhee","DE",28,2011,2021,0,0,3,141,43
"318",2011,"Adrian Clayborn","DE",26,2011,2020,0,0,2,125,53
"319",2011,"Nick Fairley","DT",23,2011,2016,0,0,4,77,46
"320",2011,"Jarvis Jenkins","DT",23,2012,2018,0,0,3,98,50
"321",2011,"Stephen Paea","DT",19,2011,2017,0,0,3,83,46
"322",2011,"Phil Taylor","DT",19,2011,2014,0,0,2,44,42
"323",2011,"Terrell McClain","DT",17,2011,2019,0,0,2,92,34
"324",2011,"Karl Klug","DT",13,2011,2017,0,0,0,109,8
"325",2011,"Kenrick Ellis","DT",10,2011,2015,0,0,0,56,5
"326",2011,"Da'Quan Bowers","DE",7,2011,2015,0,0,0,53,10
"327",2011,"Bruce Miller","DE",7,2011,2020,0,0,5,85,52
"328",2011,"Sione Fua","DT",5,2011,2014,0,0,1,40,12
"329",2011,"Frank Kearse","DT",5,2011,2015,0,0,0,35,8
"330",2011,"Jerrell Powe","DT",5,2011,2014,0,0,0,28,4
"331",2011,"David Carter","DT",4,2011,2013,0,0,0,35,4
"332",2011,"Drake Nevis","DT",4,2011,2013,0,0,0,26,3
"333",2011,"Christian Ballard","DT",3,2011,2012,0,0,0,32,2
"334",2011,"Cliff Matthews","DE",3,2012,2016,0,0,0,35,0
"335",2011,"Marvin Austin","DT",2,2012,2014,0,0,0,26,0
"336",2011,"Chris Neild","DT",2,2011,2013,0,0,0,24,0
"337",2011,"Zach Clayton","DT",0,2011,2011,0,0,0,3,0
"338",2011,"Pep Levingston","DL",0,2011,2012,0,0,0,7,0
"339",2011,"Cheta Ozougwu","DE",0,2012,2013,0,0,0,9,0
"340",2011,"D'Aundre Reed","DE",0,2012,2012,0,0,0,6,0
"341",2011,"Markus White","DE",0,2011,2012,0,0,0,5,0
"342",2011,"Jeremy Beal","DL",NA,NA,NA,0,0,0,NA,NA
"343",2011,"Ricky Elmore","DL",NA,NA,NA,0,0,0,NA,NA
"344",2011,"Michael Jasper","DT",NA,NA,NA,0,0,0,NA,NA
"345",2011,"Greg Romeus","DL",NA,NA,NA,0,0,0,NA,NA
"346",2012,"Fletcher Cox","DT",92,2012,2022,1,6,11,173,167
"347",2012,"Chandler Jones","DE",77,2012,2022,2,4,10,154,151
"348",2012,"Michael Brockers","DT",58,2012,2022,0,0,10,160,157
"349",2012,"Melvin Ingram","DE",57,2012,2022,0,3,6,145,106
"350",2012,"Akiem Hicks","DE",55,2012,2022,0,1,7,149,121
"351",2012,"Dontari Poe","DT",55,2012,2020,0,2,8,128,125
"352",2012,"Whitney Mercilus","DE",49,2012,2021,0,0,8,138,102
"353",2012,"Derek Wolfe","DT",48,2012,2020,0,0,9,122,116
"354",2012,"J.R. Sweezy","DT",47,2012,2020,0,0,7,117,104
"355",2012,"Malik Jackson","DT",45,2012,2021,0,1,5,142,89
"356",2012,"Bruce Irvin","DE",42,2012,2022,0,0,6,138,103
"357",2012,"Mike Daniels","DT",41,2012,2021,0,1,6,124,86
"358",2012,"Tyrone Crawford","DE",34,2012,2020,0,0,5,112,79
"359",2012,"Jared Crick","DE",28,2012,2016,0,0,3,79,47
"360",2012,"Vinny Curry","DE",22,2012,2022,0,0,1,134,28
"361",2012,"Nick Perry","DE",22,2012,2018,0,0,3,81,48
"362",2012,"Kendall Reyes","DT",22,2012,2016,0,0,3,76,50
"363",2012,"Jack Crawford","DE",18,2012,2020,0,0,3,109,35
"364",2012,"Quinton Coples","DE",17,2012,2015,0,0,2,62,32
"365",2012,"Jaye Howard","DT",17,2012,2016,0,0,2,45,28
"366",2012,"Shea McClellin","DE",17,2012,2016,0,0,3,66,35
"367",2012,"Billy Winn","DT",15,2012,2020,0,0,2,74,23
"368",2012,"John Hughes","DT",10,2012,2017,0,0,0,66,10
"369",2012,"Josh Chapman","NT",7,2013,2014,0,0,1,29,15
"370",2012,"Brandon Thompson","DT",7,2012,2015,0,0,0,39,7
"371",2012,"Frank Alexander","DE",6,2012,2014,0,0,0,29,6
"372",2012,"Markus Kuhn","DT",6,2012,2015,0,0,0,39,11
"373",2012,"Mike Martin","DT",6,2012,2015,0,0,0,46,5
"374",2012,"Jonathan Massaquoi","DE",6,2012,2014,0,0,0,39,7
"375",2012,"DeAngelo Tyson","DT",6,2012,2014,0,0,0,34,6
"376",2012,"Cam Johnson","DE",5,2012,2016,0,0,1,28,9
"377",2012,"Jerel Worthy","DT",4,2012,2018,0,0,0,40,4
"378",2012,"Devon Still","DT",3,2012,2016,0,0,0,33,0
"379",2012,"Alameda Ta'amu","DT",3,2013,2014,0,0,0,21,3
"380",2012,"Scott Solomon","DE",2,2012,2015,0,0,0,24,0
